tid,id,title,authors,venue,year
377,IFN4xGRCE_0J,A new solid subdivision scheme based on box splines,"YS Chang, KT McDonnell, H Qin","Proceedings Seventh ACM Symposium on Solid Modeling and  &hellip;,",2002
386,toEJOw9QjyMJ,In the middle of the night: A psychosocial resource book for after hours,"ST McNamara, EC Meyer, KA Fraser, EA Sands","JOURNAL OF EMERGENCY NURSING,",1997
391,8KlTAkM4AHIJ,MULTI-DIMENSIONAL CONSTRAINED GRADIENT MINING,JMW Lam,,2001
392,2VxWyrPxHzsJ,Determining computable scenes in films and their structures using audio-visual memory models,"H Sundaram, SF Chang",,
393,EiZQofL2jlkJ,Hardware Technology Trends and Database Opportunities,"D Patterson, K Keeton",,
394,Ng1p4qxvf7EJ,1 W 980 nm pump modules with very high efficiency,"B Sverdlov, B Schmidt, S Pawlik, B Mayer, C Harder","Proc. 28th Eur. Conf. on Optical Communication,",
397,iVzaAZEHyCoJ,E-research: research on pay-per-use of broadband internet service,BH Lee,"Electronic Times,",
401,XMfYgcBvXM0J,Creating Multimedia to Die For,R Raskin,"PC MAGAZINE-AMERICAN EDITION-,",1994
403,lscRCDC0PGkJ,Mitochondrial carbonic anhydrase in osteoclasts and two different epithelial acid-secreting cells,"EK Karhukorpi, P Lakkakorpi, N Carter, S Dodgson,  ","The Histochemical Journal,",1992
404,2LcOYPNxFbMJ,Capturing causality in distributed systems,"M Raynal, M Singhal","IEEE Computer,",
407,9fcJjh5vHn8J,Data and Knowledge Base Research at Hong Kong University of Science and Technology,"P Drew, B Hamidzadeh, K Karlapalem, ACY Kean, DL  ","SIGMOD Record,",1995
408,url:http://pubs.acs.org/cgi-bin/abstract.cgi/achre4/2005/38/i10/abs/ar050040d.html,Catalytic ethylene dimerization and oligomerization: recent developments with nickel complexes  ,"F Speiser, P Braunstein, L Saussine","Acc. Chem. Res,",2005
410,c4ELeS4vK1EJ,Tolerance Graphs and Orders,S Felsner,"LECTURE NOTES IN COMPUTER SCIENCE,",1993
412,u_KNLj37TMMJ,Operating Systems: An Advanced Course,JN Gray,"Lecture Notes in Computer Science,",
413,VvNpa4FHVMIJ,Campus Energy Management Programs.,MA Pierce,"New Directions for Higher Education,",1992
427,nY-qEoIxWjUJ,Regulated cascode switched-current memory cell,"C Toumazou, JB Hughes, DM Pattullo","Electronic Letters,",1990
431,Jwegiego4ycJ,Ap&amp;SS,"A Bridzius, V Vansevicius",,2001
432,2EMLBdsxzWgJ,A psychological taxonomy of trait-descriptive terms: The interpersonal domain,JS Wiggins,"Journal of Personality and Social Psychology,",
434,Y8HMa1ZZE6sJ,CURE: An Efficient Clustering Algorithm for Large Databases,"G Sudipto, R Rastogi, K Shim","Proceedings of ACM SIGMOD International Conference on  &hellip;,",
439,fUebuYnd2bwJ,Steklo i Keramika,IA Boguslavskiiâ?¦,"No. I,",
440,_7oRm2tHjAEJ,Predation and coloniality in seabirds,M Gochfeld,"Proc. Int. Ornithol. Congr,",
442,TWGZjHRA_SkJ,Leadership and the Research University.,SS Lipschutz,"New Directions for Higher Education,",1985
444,sXd0gz-ePSkJ,Cross-Cultural Field Study.,J Duley,"New Directions for Higher Education,",1974
449,W3zVGcJJnXsJ,Monitoring of Leakage in Embankment Dams through Resistivity Measurementsâ??A 2.5 D Modelling Study,"P SjÃ¶dahl, T Dahlin, B Zhou, S Johansson","Procs. 8th EEGS-Meeting, Aveiro, Portugal,",
452,azGenr45ZMoJ,SIMPLIcity: a region-based retrieval system for picture libraries and biomedical image databases,JZ Wang,"Proceedings of the eighth ACM international conference on  &hellip;,",2000
458,Rb5NnJ5KViIJ,"4, 175, 180, 203 amniosenosa, 204 cell migrations, 175 bonder cells, 179, 180 hemocytes, 176 PGC",I Drosophila,,
461,mhW6ctQ9zzcJ,"Freud, Jung and Hall, the king-maker. The expedition to America",S Rosenzweig,,1992
463,FOruO1PeowAJ,Improved Query Performance with Variant Indices,"POâ??Neill, D Quass","Proceedings of SIGMOD Conference,",
466,-H4lVPIakg8J,Part Five: Should Continuing Education Be Mandatory?.,"RG Brockett, BF LeGrand","New Directions for Adult and Continuing Education,",1992
468,hK_2w16gHYAJ,In: ATLAS Mundial Encarta,PP de los Libres-Uruguaiana,"Microsoft Corporation,",2001
469,A-5Q8iqYbvQJ,The Placement Allocation Program: A Practical Solution to the Disk File Assignment Problem,J Wolf,"Proc. ACM SIGMETRICS Conf,",
473,TbE3R1gFWjUJ,"Treatment of Osteoarthritis With Celecoxib, a Cyclooxygenase-2 Inhibitor: A Randomized Controlled  ","WG Bensen, JJ Fiechtner, JI McMillen, WW Zhao, SS  ","MAYO CLINIC PROCEEDINGS,",1999
476,5lw-_yAlz-oJ,Local Correspondence for Detecting Random Forgeries,"JK Guo, D Doermann, A Rosenfeld",,
477,w6VtZRVAZV8J,Comparing Hierarchical Data in External Memory. University of Maryland,SS Chawathe,Proceedings of the 25th VLDB Conference,
483,url:http://www.springerlink.com/index/L22781T60477677P.pdf,Recent BT patents,GM MacLarty,"BT Technology Journal,",2005
484,vvivi2dLN9AJ,GRADUATE PROGRAM IN COMMUNICATION SCIENCES &amp; DISORDERS,CG Students,,2006
485,Tp6vV_Q_xVEJ,Neural structures associated with recognition of facial expressions of basic emotions,"R Sprengelmeyer, M Rausch, UT Eysel, H Przuntek","Proceedings: Biological Sciences,",1998
487,N8aAlLT0C8oJ,Northwest region seal and sea lion (Pinniped) managment map of seal and sea lion trouble spots,N Fisheries,"National Marine Fisheries Service, Seattle, Washington,",
498,Blt38BS62Q8J,Use of the Weiss-Weinstein bound to compare the direction-finding performance of sparse arrays,DF Delong,,1993
500,vasz2m_3vAQJ,Deconstructing the Internet using VUGH,O Martin,"Proceedings of VLDB,",
502,EEnQbLyvU2UJ,Price and Service Discrimination in Queuing Systems: Incentive Compatibility of Gc Scheduling,JA Van Mieghem,"Management Science,",2000
503,30fOGPmJ6fIJ,Linear Clustering of Objects with Multiple Attributes,HVJ Jag901,"Proceedings of ACM SIGMOD,",2001
507,30fMB9_zBm0J,ContrastplotsandP-Sphere trees: space vs. time in nearest neighbour searches,RR GoldsteinJ,"&hellip; of the Very Large Data Bases (VLDB) Conference, Cairo, Egypt,",
511,mKsEnKaqMhQJ,The Credit Hour and Faculty Instructional Workload,T Ehrlich,"New Directions for Higher Education,",2003
512,DA8yFPOOruIJ,Autosegmental Phonology,JA Goldsmith,,
514,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D200111010695MT%26recid%3DA0032617AH,The use of discrete observer theory to trim and stabilize periodic coefficient dynamic systems,"MH Peters, PV Bayly, DA Peters","European Rotorcraft Forum, 25 th, Rome, Italy, Proceedings.,",1999
518,K1CvTrLwL_wJ,for the Pierre Auger Collaboration,M Mostafa,"Proc. 28th ICRC,(Tsukuba, Japan, 2003)",
521,6Baf2dWrexEJ,General Secure Multi-party Computation from any Linear Secret-Sharing Scheme,"R Cramer, I Damgard, U Maurer","LECTURE NOTES IN COMPUTER SCIENCE,",2000
529,xKQ3w_8n154J,Polysaccharides from Corallina officinalis,"JR Turvey, PR Simpson","Proc. Int. Seaweed Symp,",
539,rhxIrsQkm5AJ,Efficient Processing of Expressive Node-Selecting Queries on XML Data in Secondary Storage: A Tree  ,C Koch,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2003
541,J71GM5zkRoYJ,Building temporal structures in a layered multimedia data model,"GA Schloss, MJ Wynblatt",Proc. Second ACM International Conference on,
542,aZ_npIo5fdQJ,Kinetics of aperiodic cascade boosters with respect to their operating speed and safety,"VF Kolesov, VK Khoruzhii",At.,
550,Uq3RuLdajFYJ,Having H-space structure is not a generic property,P Jianzhong,,
556,-jIVsY3pIKMJ,Decision Support in Knowledge Acquisition: Concept Characterization Using Genetic Algorithms,A Lee-Post,,
557,O_SMlr3bFBMJ,"Y, Jiang and YK Ng.â??Record-boundary discovery in web documents,â??",D Embley,"Proc. ACM SIGMOD Conf,",
561,sCFhaE4a8yAJ,Diffraction pattern sampling for automatic pattern recognition,"GG Lendaris, GL Stanley","Proc. IEEE,",1970
562,uWMZnfvTJqsJ,"An algebraic description of programs with assertions, verification and simulation",RM Burstall,"Proceedings of ACM conference on Proving assertions about  &hellip;,",1972
564,ek26aiEheesJ,STRUDEL: A Web-site Management System,"M Fernandez, J Kang, A Levy, D Suciu",,
565,WboWWH5GQBUJ,Verifiable secret sharing and multiparty protocols with honest majority,"T Rabin, M Ben-Or","&hellip;  of the twenty-first annual ACM symposium on Theory of  &hellip;,",1989
566,wqCNvihL8LwJ,"Lernerautonomie und Lernstrategien, Fernstudieneinheit 23, Langenscheidt, MÃ¼nchen, 2000","P BIMMEL, U RAMPILLON",,
568,qWXP6sgIeKsJ,Automatic Composition of Transition-based Semantic Web Services with Messaging,"D Berardi, D Calvanese, G De Giacomo, R Hull, M  ","Proceedings of the 31st international conference on Very  &hellip;,",2005
570,lmuMLUbOd_8J,Concluding Observations.,DW Steeples,"New Directions for Higher Education,",1986
573,5ptAphKla1oJ,Real Estate War in Cyberspace: An Emerging Electronic Market?,"K Crowston, RT Wigand",,
574,D1f1Uq41ae8J,Khordeh Avesta,F Shahzadi,"San Diego,",
575,0sNACo8196EJ,A coherence theorem for ordered families of probability measures on a partially ordered space,DA Ross,"Unpublished manuscript,",1993
576,T-_9EOiSJMgJ,Pouchitis After Ileal Pouch-Anal Anastomosis: A Pouchitis Disease Activity Index,"WJ Sandborn, WJ Tremaine, KP Batts, JH Pemberton","MAYO CLINIC PROCEEDINGS,",1994
578,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D0014631CI,The digital doorkeeper'--Automatic face recognition with the computer.,"JL Nettles, AJ Witsmeer, P Seitz, M Bichsel","Proceedings 25 th Annual 1991 IEEE International Carnahan  &hellip;,",1991
579,oZvlrcwAJ3cJ,Risk and Protective Factors Among Youth Offenders,"MB Carr, TA Vandiver","ADOLESCENCE-SAN DIEGO-,",2001
582,GmI6Eh8pCnkJ,Microsoft Excel Data Analysis and Business Modeling,WL Winston,,2004
585,qaoTK_zX3awJ,ManolopoulosY (1994) Fast subsequence matching in time-series databases,"C Faloutsos, M Ranganathan",&hellip; . ACM International Conference on Management of Data (SIGMOD,
588,C5r7CWfQ0icJ,Customer data faces rough road to factory,C Stedman,"Computerworld,",
591,dCNBjTU6p90J,"andS. Clark.â??Collaborativewritingasaprocessofformalizinggroup memory,â??","M Mandviwalla, K Sandoe","Proc. 28th Annual Hawaii Int. Conf. on System Sciences,",
593,mVDi5C2m95sJ,Metaphorical models of thought and speech: a comparison of historical directions and metaphorical  ,EE Sweetser,"Procs. 13th Annual Meeting of the Berkeley Linguistics  &hellip;,",
596,A2VpfbUljcUJ,Mediacups: experience with design and use of computer-augmented everyday artefacts,"M Beigl, HW Gellersen, A Schmidt","Computer Networks,",2001
601,eCVVppG0h2MJ,Adaptive Disk Scheduling in a Multimedia DBMS,"K Lund, V Goebel",,
603,zHtkwO0u5tYJ,The Relationship Between International Trade and Linguistic Competence,"J Stanley, D Ingram, G Chittick","Report to DEET,",
606,lEtduQE6LmgJ,Lightweight Uses of Logic in Conceptual Modelling,"D Robertson, J AugustÄ±","ACM Press, New York,",
607,0lAHCM-lcjIJ,Data Management for Asymmetric Communication Environments,"S Acharya, R Alonso, M Franklin, S Zdonik, B Disks","Proc. ACM SIGMOD Conf., San Jose, CA, May,",
608,KzqcbQwUPmAJ,Logjam: A Tangible Multi-Person Interface for Video Logging,"J Cohen, M Withgott, P Piernot",,
611,32hCxOgdM8EJ,Certificate programs: Alternative Ways to Career Advancement and Social Mobility,GJ Lopos,"New Directions for Adult and Continuing Education,",1991
612,cSCaEZboCIgJ,Transition to a unified system: using Perl to drive library databases and enhance Web site  ,JC Fagan,"ELECTRONIC LIBRARY,",2001
615,y8YwCE-kbMgJ,BASIC COMPUTER LITERACY SKILLS EXPECTED OF STUDENTS BY INSTRUCTORS AT WISCONSIN INDIANHEAD TECHNICAL ,RD Pennings,,2001
617,glLXyAIPPkIJ,Determination of low levels of cadmium in blood by electrothermal atomization and atomic absorption  ,"HT Delves, J Woodward","At Spectrosc,",
620,Rl018_dXTQwJ,Sensory stimulation for brain injured individuals in coma or vegetative state,"F Lombardi, M Taricco, A De Tanti, E Telaro, A  ","Cochrane Database Syst Rev,",2002
621,E9MWD5nmNuQJ,"KRIBER-an interactive PASCAL program to calculate distances and angles, to generate input files for  ",R Bialek,"&hellip;  Kristallografie und Petrografie, ETH Zurich, Switzerland (",
622,lx43M93LPHcJ,Providing Focus for Financial Management.,AJ Falender,"New Directions for Higher Education,",1983
