idDBLP,idScholar
conf/sigmod/BrinMS97,OiHYG-Al8G8J
conf/sigmod/BrinMS97,QrVdOEkY844J
conf/sigmod/BrinMS97,-tbXaORoThUJ
conf/sigmod/BrinMUT97,0cOrb6RuPW0J
conf/sigmod/BrinMUT97,77hnYp9ky9IJ
conf/sigmod/BrinMUT97,A7Mm5kFK3zwJ
conf/sigmod/BrinMUT97,aOBNgdooDHAJ
conf/sigmod/BrinMUT97,APKRvVY4Ah8J
conf/sigmod/BrinMUT97,bjZ8SxYnrd0J
conf/sigmod/BrinMUT97,CnTgirrsL3EJ
conf/sigmod/BrinMUT97,FtMoh58D330J
conf/sigmod/BrinMUT97,JBB4svDpBF8J
conf/sigmod/BrinMUT97,VBB3teN9P6EJ
conf/sigmod/BrinMUT97,vIwsSOGQOWAJ
conf/sigmod/BrodskyK95,6t_N5axEm7cJ
conf/sigmod/BrodskyK95,SFmnhrhoQzgJ
conf/sigmod/BrodskySCE99,_cUSf4sG_28J
conf/sigmod/BrodskySCE99,34a4H8ATLxcJ
conf/sigmod/BrodskySCE99,jnBo-gBTmAcJ
conf/sigmod/Brown99,itP4yy9sLUUJ
conf/sigmod/BrunoC02,Gz0uaD8l3T4J
conf/sigmod/BrunoC02,KAf2DUUVabIJ
conf/sigmod/BrunoKS02,4pZ4Shr2bMwJ
conf/sigmod/BrunoKS02,GahdNMZNCWgJ
conf/sigmod/BryanMCLG94,nbU-wr3ivUIJ
conf/sigmod/BuchmannDZH95,4pl5VSwjXj0J
conf/sigmod/BuchmannDZH95,IU1cjdPVT6cJ
conf/sigmod/BuchmannDZH95,MoNBLfTlYg0J
conf/sigmod/BuchmannDZH95,QzpePwRoku8J
conf/sigmod/BunemanDHS96,AtUsoMh8rY4J
conf/sigmod/BunemanDHS96,Da60jinzi-IJ
conf/sigmod/BunemanDHS96,eB6xi8_wg3QJ
conf/sigmod/BunemanDHS96,ngbxnQMSWfkJ
conf/sigmod/BunemanDHS96,R128Of6zyGgJ
conf/sigmod/BunemanDHS96,rNVPCLfguuMJ
conf/sigmod/BunemanDHS96,Wo7In8pIWJ4J
conf/sigmod/BunemanDHS96,ZTBiopwBpLgJ
conf/sigmod/BunemanKTT02,cKIQyzazkYEJ
conf/sigmod/BunemanM95,V9DIFmU3vi8J
conf/sigmod/Bussler01,UYIeOe280OwJ
conf/sigmod/ButtlerLPP01,8TcpKdIK1r0J
conf/sigmod/CallanCD99,8UP-2TRKI5wJ
conf/sigmod/CallanCD99,hqItKlvGzJIJ
conf/sigmod/CandanLLHA01,E1oiXxVyfXwJ
conf/sigmod/CandanLLHA01,efYVCK07AwMJ
conf/sigmod/CandanLLHA01,T6NrBxCU2moJ
conf/sigmod/Carey00,RRLtMwMOBe4J
conf/sigmod/Carey00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D335476%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
conf/sigmod/Carey94,Lj8CI8ALd9UJ
conf/sigmod/CareyCNVDRSM99,W6ROObWo3bIJ
conf/sigmod/CareyDNAGS97,GmUD1o-uPvYJ
conf/sigmod/CareyDNAGS97,xc1E6MOfP80J
conf/sigmod/CareyDNAGS97,Y1Z4i3_4l00J
conf/sigmod/CareyK97,2OPEy9_6BlEJ
conf/sigmod/CareyK97,b_lpj8wu7BEJ
conf/sigmod/CareyK97,G2RzED0JGvoJ
conf/sigmod/CareyK97,ucdmk8xwaTsJ
conf/sigmod/CareyK97,yuAO6FZOXmQJ
conf/sigmod/CareyMN97,dBgA1e-6LvkJ
conf/sigmod/CareyMN97,u64n4yMnma4J
conf/sigmod/CarinoKKB01,p5XsTaZaGcIJ
conf/sigmod/CatarciS94,ga4l4QhCXU4J
conf/sigmod/CatarciS94,pryJrhEGI2sJ
conf/sigmod/CatarciS94,yaaZKZCP3soJ
conf/sigmod/CeriFP98,iUGa3pKj-20J
conf/sigmod/Chakrabarti99,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D304231%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
conf/sigmod/ChakrabartiDI98,qtVVVrzTLr4J
conf/sigmod/ChakrabartiM99,Jg81WYtxtZoJ
conf/sigmod/Chakravarthy97,5Ng-bLUNAsQJ
conf/sigmod/Chakravarthy97,pCsAI2xXTPoJ
conf/sigmod/Chakravarthy97,xAwNq-a4ju0J
conf/sigmod/Chamberlin03,lEqiau26hxoJ
conf/sigmod/Chan98,oo2mr5fbMggJ
conf/sigmod/ChandrasekaranCDFHHKMRS03,eOhZfLS25AsJ
conf/sigmod/ChandrasekaranCDFHHKMRS03,MNuT46WJZaQJ
conf/sigmod/ChandrasekaranCDFHHKMRS03,onlybp6SAAsJ
conf/sigmod/ChangC01,BGagLieYacQJ
conf/sigmod/ChangC01,XbmULzOYzZUJ
conf/sigmod/ChangG99,10FYofnRROUJ
conf/sigmod/ChangG99,BYkCvtDCxzcJ
conf/sigmod/ChangG99,vjxJ_rBwdMkJ
conf/sigmod/ChanI98,39AOIRe9qSQJ
conf/sigmod/ChanI98,MsOTH7U9VnkJ
conf/sigmod/ChanI98,VC7Jbwgn_O0J
conf/sigmod/ChanI99,kNT7yt823K8J
conf/sigmod/ChanI99,uLiEqn5nA_IJ
conf/sigmod/Chaudhuri97,QkyXMep2bWsJ
conf/sigmod/ChaudhuriD97,4zZ7Lxt4PPIJ
conf/sigmod/ChaudhuriD97,D7w6TQwatE0J
conf/sigmod/ChaudhuriD97,gY652XXjHB8J
conf/sigmod/ChaudhuriDN01,lCQ0HZYyYNcJ
conf/sigmod/ChaudhuriDN01,qfohkpyTawoJ
conf/sigmod/ChaudhuriDY95,aaQEdfkjWN8J
conf/sigmod/ChaudhuriG96,Fh1QPZpWHUMJ
conf/sigmod/ChaudhuriGGM03,H5IdN0_MQw4J
conf/sigmod/ChaudhuriGN02,y461yNb2GEcJ
conf/sigmod/ChaudhuriGS03,OFGtGwUHhUQJ
conf/sigmod/ChaudhuriKN03,ES6QyfgebIcJ
conf/sigmod/ChaudhuriMN98,bFDFn3OmNAQJ
conf/sigmod/ChaudhuriMN98,CBKhTPuUL2kJ
conf/sigmod/ChaudhuriMN98,hvMTb3FYOjQJ
conf/sigmod/ChaudhuriMN98,niAPzsMp2igJ
conf/sigmod/ChaudhuriMN98,TqXFdQBTW6kJ
conf/sigmod/ChaudhuriMN99,clNmwzm-5acJ
conf/sigmod/ChaudhuriMN99,GL8XEeYm7GsJ
conf/sigmod/ChaudhuriN98,eHM4OCdJA9YJ
conf/sigmod/ChaudhuriN98,lXZzpSDzRnwJ
conf/sigmod/ChaudhuriN98,qGTxTpQXTDsJ
conf/sigmod/ChaudhuriN98a,AiXOfJPvvpUJ
conf/sigmod/ChaudhuriN98a,JyEX0YVMP5oJ
conf/sigmod/ChaudhuriN98a,Y-kXztd20YQJ
conf/sigmod/ChawatheG97,5O88Bum19wAJ
conf/sigmod/ChawatheG97,JLeihu2aUqYJ
conf/sigmod/ChawatheG97,oHUiSrycKdgJ
conf/sigmod/ChenCPPSTM00,Ab6MIDVDzhAJ
conf/sigmod/ChenCPPSTM00,G_vKTsC4EaAJ
conf/sigmod/ChenGK01,8OgkUeiawO0J
conf/sigmod/ChenGMV02,IqV3EploPP4J
conf/sigmod/ChenJDTW00,5Trj9q_RI8YJ
conf/sigmod/ChenJDTW00,EKNLKC2nEGwJ
conf/sigmod/ChenJDTW00,fg5EE6R7xYwJ
conf/sigmod/ChenJDTW00,JcnZJ-eE2XsJ
conf/sigmod/ChenJDTW00,KlxPr0YoE_sJ
conf/sigmod/ChenJDTW00,OsfWKJek9L8J
conf/sigmod/ChenR94,4Hhh-d__bksJ
conf/sigmod/ChenR94,7Edh53sUX7kJ
conf/sigmod/ChenR94,hlQJGQCSurIJ
conf/sigmod/ChenR94,WJDiW8pl0OcJ
conf/sigmod/ChenRW02,05ShsIGjnKkJ
conf/sigmod/ChenWZ98,NuwRNfDPpTcJ
conf/sigmod/ChenZCKR01,q49c-IEX7N8J
conf/sigmod/ChenZCKR01,RHoy5iOHsJwJ
conf/sigmod/CherniackZ96,aQc379dSLlIJ
conf/sigmod/CherniackZ96,ZsHfcZJwFQQJ
conf/sigmod/CherniackZ98,_wJZsVYdrr8J
conf/sigmod/CherniackZ98,7DFhNMAE13QJ
conf/sigmod/ChoALS03,MAdjH9lCsysJ
conf/sigmod/ChoiC02,D8a4umAppIcJ
conf/sigmod/ChooOLCGBPS96,5awQcPWFBrcJ
conf/sigmod/ChooOLCGBPS96,I0KBB-n-eF8J
conf/sigmod/ChooOLCGBPS96,Ljpkq7MPqeEJ
conf/sigmod/ChooOLCGBPS96,O-TrhFwhKM8J
conf/sigmod/ChooOLCGBPS96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D280357%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
conf/sigmod/ChooOLCGBPS96,WrrEnOJswS4J
conf/sigmod/ChoSG00,ilJdCU_qODkJ
conf/sigmod/ChristophidesCS00,DJv_OAw-BcIJ
conf/sigmod/ChristophidesCS00,g6fFCiX6GtMJ
conf/sigmod/ChristophidesCS00,hEOX0Vu4-JcJ
conf/sigmod/ChristophidesCS00,Xssa5A6mJ1UJ
conf/sigmod/ChungMS02,2y_G8dmz1QkJ
conf/sigmod/ChungMS02,mEfTTKdu6soJ
conf/sigmod/ChungMS02,n8tscFMeBtwJ
conf/sigmod/ClaypoolRZSK01,1VWOXPII9HUJ
conf/sigmod/ClossmanSHKPB98,evYlYFg5r9UJ
conf/sigmod/ClossmanSHKPB98,Q0Jr0CGWn5MJ
conf/sigmod/ClossmanSHKPB98,qq2lTNrNTBUJ
conf/sigmod/CluetDSS98,63Y-t4R2RycJ
conf/sigmod/CluetDSS98,DBPQai0tf1QJ
conf/sigmod/CluetDSS98,i2rbviV_9VgJ
conf/sigmod/CluetDSS98,lOZF0Ee3rUQJ
conf/sigmod/CluetDSS98,q9yRMEgjLOAJ
conf/sigmod/CluetDSS98,VZreOrzvcYEJ
conf/sigmod/CluetDSS98,W5KcKrhKY_YJ
conf/sigmod/Cohen98,_ICk4vgjlgsJ
conf/sigmod/Cohen98,PSQ-qYD4aiAJ
conf/sigmod/ColbyGLMT96,1kGIXDE6G90J
conf/sigmod/ColbyGLMT96,MgphE2z3NqYJ
conf/sigmod/ColbyGLMT96,qZppq83SJEYJ
conf/sigmod/ColbyGLMT96,tGBhWHHU7hsJ
conf/sigmod/ColbyKLMR97,0FohHTWs5toJ
conf/sigmod/ColletC95,vP27NkXI4MEJ
conf/sigmod/ConsensM94,u7rv6LAF8s8J
conf/sigmod/CookWZ94,BYAEfUWtxgUJ
conf/sigmod/CorralMTV00,TsShfxPwF6YJ
conf/sigmod/Cotton02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D564792%26type%3Dpdf
conf/sigmod/CranorGJSS02,89Avc7qz9YoJ
conf/sigmod/CranorGJSS02,Up9QQITiHzAJ
conf/sigmod/CranorJSS03,b0ayPKpqTwsJ
conf/sigmod/CranorJSS03,gya0M9b1KrgJ
conf/sigmod/CranorJSS03,nHesT9ADTdEJ
conf/sigmod/CruzALRZ97,uh2lQGa6hQUJ
conf/sigmod/CruzALRZ97,YWWvQnGCpDEJ
conf/sigmod/DanielsDDEHJJLSSS94,fLNHwVFqnbIJ
conf/sigmod/DanS95,nTu7PUukM1wJ
conf/sigmod/DanS95,qjHzY4uEG7gJ
conf/sigmod/DanS95,qYsoOX4e1noJ
conf/sigmod/DarR94,TtV6gGLQ9NMJ
conf/sigmod/DasuJMS02,POt1WbTBB4cJ
conf/sigmod/DasuJMS02,Qywc8AsElxEJ
conf/sigmod/DasuJMS02,zTF5z0v_nh0J
conf/sigmod/DattaDTVSR02,RKbKtLWjDLEJ
conf/sigmod/DavisonG95,96SrVGnDmMoJ
conf/sigmod/DavulcuFKR99,TDyW6V4cc7MJ
conf/sigmod/DeHaanTCO03,3PH--zwkZO8J
conf/sigmod/DeHaanTCO03,CD_xefdItVkJ
conf/sigmod/DeHaanTCO03,gyYBYgpB63sJ
conf/sigmod/DeolaseeKPRS01,5OTQGZ1gb18J
conf/sigmod/DeolaseeKPRS01,tEFUZn3tEMYJ
conf/sigmod/DeshpandeGR01,0Ta25VSGl7kJ
conf/sigmod/DeshpandeGR01,knAoAIpo7hYJ
conf/sigmod/DeshpandeNGS03a,pF6EW_yKYyYJ
conf/sigmod/DeshpandeNGS03a,sfB17Fi4MZsJ
conf/sigmod/DeshpandeNGS03a,Thoke4oYLt4J
conf/sigmod/DeshpandeRSN98,BXB96UFPHn8J
conf/sigmod/Deutsch95,url:http://portal.acm.org/citation.cfm%3Fid%3D223784.223880
conf/sigmod/DeutschFS99,2lypQEgzfb8J
conf/sigmod/DeutschFS99,9WLtxnKtm_EJ
conf/sigmod/DeutschFS99,De_3PkxkhzIJ
conf/sigmod/DeutschFS99,fuitKuyY3l8J
conf/sigmod/DeutschFS99,QxtGOVsCF78J
conf/sigmod/DeutschFS99,SR_yVgZnYpMJ
conf/sigmod/DeutschFS99,SYaXErlVlcAJ
conf/sigmod/DeutschFS99,twQNwr-jFmoJ
conf/sigmod/DeutschFS99,XrybyHOI16kJ
conf/sigmod/DeutschFS99,Z9e9dqy5KBgJ
conf/sigmod/DeutschFS99,-KuX7UT0JIIJ
conf/sigmod/DoanDH01,Lv0bggWzgeoJ
conf/sigmod/DobraGGR02,v7A9Otp7OjsJ
conf/sigmod/DobraGGR02,wuIyUXOQP7AJ
conf/sigmod/DogacAEOADAOS94,AgBMhm_0uEIJ
