tid,id,title,authors,venue,year
109,9lEXpgZ6K5QJ,On the design of a distributed query processing algorithm,"CT Yu, C Chang, M TEMPLETON, D BRILL, E LUND",Proceedings of the ACM-SIGMOD International Conference on ,
113,url:http://www.springerlink.com/index/XV80363546U051U2.pdf,List of Acronyms,ANXAN Exchange,"BT Technology Journal,",2001
117,HvWZ2rxAO5UJ,Code compression,"J Ernst, W Evans, CW Fraser, TA Proebsting, S  ","Proceedings of the ACM SIGPLAN 1997 conference on  &hellip;,",1997
118,YAkpVC1qgaIJ,ARIADNE: A System for Constructing Mediators for Internet Sources (Demonstration),"J Ambite, N Ashish, G Barish, A Knoblock, S Minton ","Proceedings of ACM SIGMODâ??98 conference on Management of  &hellip;,",
119,3uMQgG34ohYJ,Cost Effective Dynamic Program Slicing,"X Zhang, R Gupta",,
127,MDr5xBsWWWoJ,Scalable session messages in SRM using self-configuration,"P Sharma, D Estrin, S Floyd, L Zhang",,
128,IHGqccRqSQkJ,"Reyes, De Los, Guillermo",P Revere,,
141,pScXi8veb-oJ,Preferential treatment for short flows to reduce web latency,"X Chen, J Heidemann","Computer Networks,",2003
154,K-Z4In4KMTQJ,Unsupervised Image Segmentation by Stochastic Reconstruction,"V Metzler, R Vandenhouten, J Krone, R Grebe",,
162,JyTArxFIMecJ,Ethical Decision Making in Organizations: A Person-Situation Interactionist Model,LK Trevino,"The Academy of Management Review,",1986
165,dr0I1_OTjdgJ,Pollution Prevention at Shipyards,PNPPR Center,"Seattle, Washington, September,",
185,EtRstiL1C-QJ,"Potential Interference to GPS from UWB Transmitters; Phase II Test Results: Accuracy, Loss-of-Lock,  ","M Luo, M Koenig, D Akos, S Pullen, P Enge","Technical Report 3, Stanford University, March",
202,HzuepAJPfCMJ,Biological monitoring and assessment: using multimetric indexes effectively,"JR Karr, EW Chu",,1997
203,zN8ngmWNDlgJ,Extracting Structured Data from Web Pages,"A Arasu, H Garcia-Molina",,
209,VqZAqakocVEJ,Effect of drive train and fuel control design on helicopter handling qualities,G Guglieri,"European Rotorcraft Forum, 25 th, Rome, Italy, Proceedings.,",1999
211,HX8P7Bn5TvsJ,Lowering security overhead in link state routing,"RC Hauser, T Przygienda, G Tsudik","Computer Networks,",1999
214,mjXz-bYKbTwJ,Performance analysis using the MIPS R10000 performance counters,"M Zagha, B Larson, S Turner, M Itzkowitz",,
215,zz3uOU7rykEJ,Xenobiotics and hammation,"LB Schook, DL Laskin","San Diego: Academic,",
225,092qznpAmYcJ,Enforcing Modeling Guidelines in an ORDBMS-based UML Repository,"N Ritter, HP Steiert",,
226,6ZkXlK72UB4J,Audit and feedback: effects on professional practice and health care outcomes,"G Jamtvedt, JM Young, DT Kristoffersen, O Thomson, ","Cochrane Database Syst Rev,",2003
229,AsiHF3HEpwQJ,Wharton L. Levy DH,RE Smalley,"H. Acc. Chem. Res,",
230,X2PE6K7uezQJ,The future of fiber-optic computer networks,PE Greenâ?¦,,
240,XdWK2yxBBrUJ,"Communication skills training for health care professionals working with cancer patients, their  ","D Fellowes, S Wilkinson, P Moore","Cochrane Database Syst Rev,",2003
242,z_W8jZ203sUJ,Optimization of dynamic query evaluation plans,"RL Cole, G Graefe","Proceedings of the 1994 ACM SIGMOD international conference  &hellip;,",1994
243,VjZuZF2XXB4J,"Yu. A. Medvedev, and BM Stepanov",AV Zhemerev,At.,
246,sfUBo7aTIgcJ,Provably secure coin flip in a Byzantine environment,"S Awerbuch, B Chor, S Goldwasser, S Micali",,1985
255,E7H04svX7v8J,The REMIT System for Paraphrasing Relational Query Expressions into Natural Language,BGT Lowden,"VLDB,",1986
256,wOIJEjDFzy4J,"The, L.-S., &amp; Leising",PA Milne,"MD,",
261,p64HqJ4RIQQJ,"Modes of Action of FK506, Cyclosporin A, and Rapamycin",R Morris,"TRANSPLANTATION PROCEEDINGS,",1994
277,JoY5e_B55gAJ,ProDA: a suite of web-services for progressive data analysis,"M Jahangiri, C Shahabi","Proceedings of 24th ACM SIGMOD International Conference on  &hellip;,",2005
281,GcZFuzekOiAJ,The Discovery of the Individual 1050-1200,C Morris,,
282,DiyLLGIcUZQJ,â??Punctualityâ??and Verb Semantics,S Engelberg,,
286,QO9uigNY9WgJ,Computer implementation of thenite element method,A George,"Stanford University Technical Report STAN-CS-208, Stanford, CA, ",
290,KzblBZq7NUwJ,Unity and Diversity: Holiday Celebrations around the World.,A Lockledge,"Social Studies and the Young Learner,",1993
303,La1Bik2hfmEJ,A University-Industry Association Model for Curriculum Enhancement.,M Passer,"New Directions for Higher Education,",1984
308,RvcmFAQHwz0J,What Teachers Can Do to Relieve Problems Identified by International Students,DS Lee,"New Directions for Teaching and Learning,",1997
312,fp7YtnQpu9EJ,DYNAMIC PERFORMANCE AND MINIMUM LOADING EFFECTS OF AN ISOLATED SELF-EXCITED RELUCTANCE GENERATOR,YS Wang,,
324,laSbNcPJmpYJ,Efficient algorithms for large-scale topology discovery,"B Donnet, P Raoult, T Friedman, M Crovella",,
326,VOmRS1IYLHQJ,Grassroots,"K Kamiya, M RÃ¶scheisen, T Winograd","Technical Report, Stanford University, Cf. URL http://diglib. ",
333,aqoOpQNKdRAJ,Aexible multicast routing protocol for group communication,"S Aggarwal, S Paul, D Massey, D Caldararu","Computer Networks,",2000
342,mrxAHi3pQgAJ,Systematics of the molar-toothed redhorse suckers (Moxostoma carinatum) and the rediscovered M.  ,"RE Jenkins, BJ Freeman",Unpublished,
345,WR9G-Gkj1UUJ,"Women, Fire, and Dangerous Things: What Categories Reveal About the Mind University of Chicago Press ",G Lakoff,"ISBN,",
346,pGtQZ6ASwRYJ,"Storage Consideration in Relation to Source, Capacity and Peak Demands,â?? a paper presented at the  ",DP Proudfit,"Madison, Wisconsin: University of Wisconsin, March,",
351,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D0116696CI,Database requirements for a software engineering environment: criteria and empirical evaluation,"S Chen, JM Drake, WT Tsai","Information and Software Technology,",1993
354,3SZUiHn5-goJ,Building a Large and Efficient Hybrid Peer-to-Peer Internet Caching System,"L Xiao, X Zhang, A Andrzejak, S Chen","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,",2004
365,ddtO_cj4TeYJ,Adding medications in the emergency department: Effect on knowledge of medications in older adults,KS Hayes,"JOURNAL OF EMERGENCY NURSING,",1999
367,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1027558%26type%3Dpdf,Range Multicast Routers for Large-Scale Deployment of Multimedia Application,"N Jiang, YH Ho, KA Hua","Proceedings of the 12th annual ACM international conference  &hellip;,",2004
376,WjD01QHCjvcJ,Fast Ion Dynamics in TEXTOR measured by Collective Thomson Scattering,"H Bindslev, L Porte, JA Hoekzema, D van Eester, A  ",,
382,0xp1yi4xPKgJ,Understanding your Chemstation,H Packard,"San Diego, Calif,",
387,EMw2ZFDyZ2wJ,The MD5 message-digest algorithm. Request For Comments 1321,RL R-VEST,,1992
395,AwHs1Su8H-8J,M. arofalakis. Sketching streams through the net: Distributed approximate query tracking,G Cormode,"Proceedings of the International Conference on Very Large  &hellip;,",
396,F6l4EO3zqXMJ,Lecture-â?? Process for Developing AAP Guidelinesâ??. Baltimore,N Halsey,"MD,",
402,po9aRHUS_bAJ,The evolutionof Lisp,"GL Steele Jr, RP Gabriel","History of Programming Languagesâ??II,",
408,url:http://pubs.acs.org/cgi-bin/abstract.cgi/achre4/2005/38/i10/abs/ar050040d.html,Catalytic ethylene dimerization and oligomerization: recent developments with nickel complexes  ,"F Speiser, P Braunstein, L Saussine","Acc. Chem. Res,",2005
413,VvNpa4FHVMIJ,Campus Energy Management Programs.,MA Pierce,"New Directions for Higher Education,",1992
436,NLklGN91cZgJ,VideoAnywhere: A System for Searching and Managing Distributed Video Assets.,ACMS Anthology,"SIGMOD Record,",1999
439,fUebuYnd2bwJ,Steklo i Keramika,IA Boguslavskiiâ?¦,"No. I,",
441,28W6aWq-C4oJ,Semantic web recommender systems,CN Ziegler,,
444,sXd0gz-ePSkJ,Cross-Cultural Field Study.,J Duley,"New Directions for Higher Education,",1974
458,Rb5NnJ5KViIJ,"4, 175, 180, 203 amniosenosa, 204 cell migrations, 175 bonder cells, 179, 180 hemocytes, 176 PGC",I Drosophila,,
459,6R1Snq9kHxAJ,FUSE: Lightweight Guaranteed Distributed Failure Notification,"J Dunagan, NJA Harvey, MB Jones, D Kostic, M  ","Submitted for publication,",2004
461,mhW6ctQ9zzcJ,"Freud, Jung and Hall, the king-maker. The expedition to America",S Rosenzweig,,1992
468,hK_2w16gHYAJ,In: ATLAS Mundial Encarta,PP de los Libres-Uruguaiana,"Microsoft Corporation,",2001
469,A-5Q8iqYbvQJ,The Placement Allocation Program: A Practical Solution to the Disk File Assignment Problem,J Wolf,"Proc. ACM SIGMETRICS Conf,",
474,kjvQ3FafC-IJ,SANE development and operation guide,LE Ledray,"JOURNAL OF EMERGENCY NURSING,",1998
487,N8aAlLT0C8oJ,Northwest region seal and sea lion (Pinniped) managment map of seal and sea lion trouble spots,N Fisheries,"National Marine Fisheries Service, Seattle, Washington,",
499,M1dA2StifZgJ,The effects of latency and occupancy on the performance of dsm multiprocessors,"C Holt, M Heinrich, JP Singh, JL Hennessy","Technical Report CSL-TR-95-xxx, Stanford University,",
501,NxYaoolVv64J,Incremental subgradient methods for nondifferentiable optimization,"A NediÄ?, D Bertsekas","Technical Report LIDS-P-2460, Massachusetts Institute of ",
511,mKsEnKaqMhQJ,The Credit Hour and Faculty Instructional Workload,T Ehrlich,"New Directions for Higher Education,",2003
513,VxMaWTwd3l8J,Corcus sativus Nigella sativa,KM Nadakarni,,1976
518,K1CvTrLwL_wJ,for the Pierre Auger Collaboration,M Mostafa,"Proc. 28th ICRC,(Tsukuba, Japan, 2003)",
520,454EqQMrnSYJ,Formation of Ganymede Grooved Terrain by Sequential Extensional Episodes: Implications of Galileo  ,"GC Collins, JW Head, RT Pappalardo","ICARUS-NEW YORK-,",1998
523,IQqrZBxbAlcJ,Crime in Greece in Perspective,CD Spinellis,,1997
530,Y0LjnyTjMVMJ,Covariance selection and estimation via penalized normal likelihood,"JZ Huang, N Liu, M Pourahmadi","Unpublished manuscript,",2005
541,J71GM5zkRoYJ,Building temporal structures in a layered multimedia data model,"GA Schloss, MJ Wynblatt",Proc. Second ACM International Conference on,
543,ttmY152c3vYJ,Statistics of frequency-response estimates,JL Douce,,
547,wv5fSLQb43YJ,Closed-loop balancing and singular perturbation: a new result,"L Fortuna, G Muscato, G Nunnari","Electronic Letters,",1991
557,O_SMlr3bFBMJ,"Y, Jiang and YK Ng.â??Record-boundary discovery in web documents,â??",D Embley,"Proc. ACM SIGMOD Conf,",
564,ek26aiEheesJ,STRUDEL: A Web-site Management System,"M Fernandez, J Kang, A Levy, D Suciu",,
570,lmuMLUbOd_8J,Concluding Observations.,DW Steeples,"New Directions for Higher Education,",1986
576,T-_9EOiSJMgJ,Pouchitis After Ileal Pouch-Anal Anastomosis: A Pouchitis Disease Activity Index,"WJ Sandborn, WJ Tremaine, KP Batts, JH Pemberton","MAYO CLINIC PROCEEDINGS,",1994
579,oZvlrcwAJ3cJ,Risk and Protective Factors Among Youth Offenders,"MB Carr, TA Vandiver","ADOLESCENCE-SAN DIEGO-,",2001
580,DvhLJEgyVOUJ,Schubert varieties and cycle spaces,"AT Huckleberry, JA Wolf",,
588,C5r7CWfQ0icJ,Customer data faces rough road to factory,C Stedman,"Computerworld,",
593,mVDi5C2m95sJ,Metaphorical models of thought and speech: a comparison of historical directions and metaphorical  ,EE Sweetser,"Procs. 13th Annual Meeting of the Berkeley Linguistics  &hellip;,",
603,zHtkwO0u5tYJ,The Relationship Between International Trade and Linguistic Competence,"J Stanley, D Ingram, G Chittick","Report to DEET,",
605,gfGSKwuJXO8J,Local and Global Query Optimization Mechanisms for Relational Databases,"K Satoh, M Tsuchida, F Nakamura, K Oomachi","VLDB,",1985
610,Ow2iIfOJUm0J,International Students Publications and Forms Areas of Study Program Administrators Graduate Faculty ,F Assistance,,
619,url:http://doi.wiley.com/10.1002/he.76,The Role of the Grants Officer,LW Willard,"New Directions for Higher Education,",2002
636,eBioF2UxyBoJ,Classification of the finite dimensional simple Lie algebras in prime characteristic,"AA Premet, H Strade",,
643,sxo1ryVVzFoJ,Endoscopic submucosal resection with hook knife,O TSUNEO,"&hellip;  International Endoscopy conference with live demonstration  &hellip;,",
644,M_hWK8X773IJ,"ho nson, JE Schweitzer, and ER Warkentine,â??A DBMS Facility for Handling Structured Engineering  ",J HR,Proc. 1989 ACM Engineering Design,
648,3f8I6gQNP6UJ,Behavior of dielectric barrier discharges in nitrogen/oxygen mixtures,"R Brandenburg, KV Kozlov, AM Morozov, HE Wagner, P ","Proc. 26th Int. Conf. on Phenomena in Ionized Gases (ICPIG- &hellip;,",
657,yRtmRji7lCAJ,Is splitting focal attention mediated by exogenous orienting of attention,L MacDonald,"Unpublished manuscript,",
659,ThLxMqqAxjIJ,"Ã?., Srivastava, D., and Tan, M., 1996, Semantic Data Caching and Replacement","S Dar, MJ Franklin, B JÃ³nsson",&hellip;  of the 22 thInternational Conference on Very Large Data ,
664,c3832PwQ-f4J,Electromagnetic Analysis and Design in Magnetic Resonance Imaging,J Jianming,,
665,jCXmp9zo-_wJ,Whither Engineering?â??Thinking for the Future,AV Lewis,"BT Technology Journal,",1999
667,fw5XfUh15osJ,"H. Garc ia-Molina, and Andreas Paepcke. STARTS Stanford protocol proposal for Internet retrieval and ","L Gravano, K Chang","Technical report, Computer Science Department, Stanford ",
672,vZuvXH5l1kUJ,A Conceptual Framework for the Design of Organizational Control Mechanisms,WG Ouchi,"Management Science,",1979
675,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1099600%26type%3Dpdf,Applying Cosine Series to Join Size Estimation,"C Luo, Z Jiang, WC Hou","Proceedings of the 14th ACM international conference on  &hellip;,",2005
677,Qx58CL7YX1IJ,Smart Mater. Struct,"X Wang, DDL Chung",at,
679,cRswTfcY9DIJ,The molecular portraits of breast tumors are conserved across microarray platforms,"Z Hu, C Fan, JS Marron, X He, BF Qaqish, G Karaca, ",,2005
680,hVJ0RXXsyw8J,Studies on primary hyperoxaluria,"EW Frederick, MT Rabkin, RH Richie, LH Smith","vivo demonstration of a defect in glyoxylate metabolism. N  &hellip;,",
682,url:http://portal.acm.org/citation.cfm%3Fid%3D1084805.1084817,Regular research articles,B Cooper,"ACM SIGMOD Record,",2005
684,gT0ietFXq2gJ,Rigorous Evaluation of COTS Middleware Technology,"I Gorton, A Liu, P Brebner",,
692,fdpauJ3GbekJ,Maximizing Cross-Functional New Product Teams' Innovativeness and Constraint Adherence: A Conflict  ,"K Lovelace, DL Shapiro, LR Weingart","ACADEMY OF MANAGEMENT JOURNAL,",2001
696,RpMVEA9Cc80J,Increasing success in school through priming: aa training manual,"LD Wilde, LK Koegel, RL Koegel",,1992
699,hJvqq1f9drgJ,Cardiotocography for antepartum fetal assessment,"N Pattison, L McCowan","Cochrane Database Syst Rev,",2000
704,kbZA_QpSCucJ,Reconciling Distance Functions and Level Sets,"J Gomes, O Faugeras","LECTURE NOTES IN COMPUTER SCIENCE,",1999
712,bIuzSI1xe84J,Sexual Selection and Taxonomic Diversity in Passerine Birds,"TG Barraclough, PH Harvey, S Nee","Proceedings: Biological Sciences,",1995
717,p3-PBz0dpxcJ,Integrating User Views in Database Design,"SB Navathe, R Elmasri, JA Larson","IEEE Computer,",
735,5hpvRmaH7kMJ,Emergency treatment of fever phobia,DS Nelson,"JOURNAL OF EMERGENCY NURSING,",1998
736,onlybp6SAAsJ,AD 2003. TelegraphCQ: Continuous Dataflow Processing for an Uncertain World,"S Chandrasekaran, O Cooperâ?¦",Proc. of the Conf. on Innovative Data Systems Research (CIDR,
741,kgenpnUPn2wJ,Semantic Streams: a framework for declarative queries and automatic data interpretation,"K Whitehouse, F Zhao, J Liu",,
742,_BvJZACWQnIJ,Automotive box section design under torsion. Part 1: finite element modelling strategy,"MMK Lee, T Pine, TB Jones","PROCEEDINGS-INSTITUTION OF MECHANICAL ENGINEERS PART D  &hellip;,",2000
753,peb7JzQDMVkJ,A Comparison of MPI Performance on Different MPPs,"M Resch, H Berger, T Boenisch","LECTURE NOTES IN COMPUTER SCIENCE,",1997
756,EgREwWwnDl8J,EMI prediction in system level simulation,"RF Milson, PA Jamieson, KJ Scott","11th Int Zurich EMC Symposium, Zurich, Switzerland,",
773,5wYlQQp8yzcJ,Symbolic Math Software,B Simon,"PC Magazine, August,",
780,SyssTWXCsf8J,"Plasma Etching, an Introduction 1Academic","DM Manos, DL Flamm","San Diego,",
781,EKddTPYwJNkJ,Confirmation of Traumatic Interhemispheric Subdural Hematoma by Magnetic Resonance Imaging,"VA Romano, GJ Toffol","JOURNAL OF EMERGENCY MEDICINE,",1994
785,o3sZZZUXcx0J,Video transport over wireless channels: a cycle-based approach for rate control,"M Hassan, L Atzori, M Krunz","Proceedings of the 12th annual ACM international conference  &hellip;,",2004
787,url:http://www.ingentaconnect.com/content/els/08830355/2001/00000035/00000002/art00020,Conclusion: what have we learned?,WB Elley,"INTERNATIONAL JOURNAL OF EDUCATIONAL RESEARCH,",2001
797,vYF8ANUBCCMJ,Rooted circuits of closed-set systems and a max-flow min-cut theorem for stem clutters of affine  ,"M Hachimori, M Nakamura",Submitted for,
799,e5-CTg05DkUJ,The Acute Pediatric Scrotum,"MW Schul, MA Keating","JOURNAL OF EMERGENCY MEDICINE,",1993
806,cXCXCB-8Z0gJ,Fast evolutionary strategies,"X Yao, Y Liu","PJ Angeline, e d. Proceedings of the Sixth Annual Conference &hellip;,",1997
812,8l5_eKZcCh8J,The n-Tier Hub Technology,"RA Sommer, TR Gulledge, D Bailey","SIGMOD Record,",2002
825,1a-k91qpCGgJ,ONE-IP: Techniques for Hosting a Service on a Cluster of Machines,"OP Damani, PE Chung, Y Huang, CMR Kintala, YM Wang","WWW6 / Computer Networks,",1997
826,kNnIekshkd0J,Homoplasy: Academic Press,"MJ Sanderson, L Hufford","San Diego, Calif,",
828,ybZIVXfsgd8J,"others. 1995. Ecological effects of stocked trout in naturally fishless high mountain lakes, North  ",WJ Liss,"Pacific Northwest Region, Seattle,",
834,HbyP8kT8KRoJ,"266-275, V.(1997).â??Don't Scrap It, Wrap It! A Wrapper Architecture for Legacy Data Sources.â??","M Tork Roth, PM Schwarz",Proceedings of the 23rd International Conference on Very ,
836,1U-FXQiz6lEJ,Generating machine specific optimizing compilers,"R Hoover, K Zadeck","Proceedings of the 23rd ACM SIGPLAN-SIGACT symposium on  &hellip;,",1996
838,Nn0LzB8rUPEJ,Practical Predicate Placement,JM Hellerstein,,
842,e_X6PuUGDyAJ,Before They Called It Psychopharmacology,HE Lehmann,"NEUROPSYCHOPHARMACOLOGY-SAN DIEGO-,",1993
858,yheuousc5G0J,Lineage Tracing in a Data Warehousing System,"Y Cui, J Widom",,
877,fF0AKFW7Q0wJ,Two-dimensional transesophageal echocardiography in early diagnosis and treatment of hemodynamic  ,"H Steltzer, G Blazek, A Gabriel, K Leitner, N  ","Transplant Proc,",1991
899,url:http://www.ingentaconnect.com/content/els/09505849/1999/00000041/00000013/art00045,Semantics of recursive relationships in entity-relationship model,HK Lee,"Information and Software Technology,",1999
904,mqiP6o4Ar4sJ,Enkephalin-and serotonin-like immunoreactivity in the aortico-pulmonary paraganglia of the white- ,"H Gobbi, AJA Barbosa, JC Nogueira, JM Polak, VPA  ","The Histochemical Journal,",1992
909,Nxad-c-f09gJ,Positive and Negative Global Self-Esteem: A Substantively Meaningful Distinction or Artifactors?,HW Marsh,"JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1996
927,EhefKg-BWzAJ,"The jumpers are referenced as Left, Right, and Open (see â??Jumper Settingsâ??). The jumpers and  ",J Setup,,
930,ohrUCtSjo4EJ,Independent Components Analysis and Computational Harmonic Analysis,DL Donoho,,1998
934,T-tp8YGFOgYJ,The Hyperaccessibility of Suppressed Thoughts,"DM Wegner, R Erber","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1992
940,56e8hEtm6NcJ,The utilisation of un-cultivated rural land in southern Norway during the last 2000/2500 yearsâ?? ,D Moe,"Proceedings, Ve Congrs International de la Socit dâ?? &hellip;,",
966,6HcDunM0lJYJ,Challenges for spoken dialog systems,JR Glass,,1999
971,uUvn4z2RRysJ,Equi-depth histogramsforestimatingselectivityfactorsfor multidimensional queries,"M Muralikrishna, DJ DeWitt",Proc. ACM,
976,wq4XV72UovkJ,Your wish is my command: Sanction-based obligations in a qualitative decision theory,"G Boella, L van der Torre",Procs. of AAMAS 03,
979,vIVnb1ywtxIJ,Wen mei W. Hwu. Modular interprocedural pointer analysis using access paths,BC Cheng,"Proc. ACM PLDI,",
980,MMQJJCQZ4cwJ,Origin and evolution of Auchenorrhyncha (Homoptera) based upon fossil evidence,DE Shcherbakov,"Proc. 28th Int. Congr. Entomol,",
988,AES4p4AylKYJ,Support systems and community mental health,G Caplan,"New York,",
991,_CsTI6SYZ_0J,Co-operating mobile agents for distributed parallel processing,"RG Hercock, JC Collis, DT Ndumu","Agents. Washington. Seattle,",
1003,G7Fztq8UXBoJ,Determination of the content of uranium isotopes and isotopes of transuranium elements in spent fuel ,"V Ya, AAZ Gabeskiriya, VV Mikulenokâ?¦",At.,
1007,8gTV1_0L3cYJ,Hierarchical Test Generation Based on Alternative Graph Models,J Raik,,1997
1021,B_uVZljb32AJ,Strategic Informative Advertising in a TV-Advertising Duopoly,"T Nilssen, L SÃ¸rgard",,2000
1029,0JuPgyHoQIEJ,High performance Fortran: status report,GL Steele Jr,"ACM SIGPLAN Notices,",1993
1043,_2mjU5KqoVgJ,PangA (1998) Exploratory mining and pruning optimizations of constrained association rules,"R Ng, LVS Lakshmanan, J Han",Proc. ACM SIGMOD International Conference on Management of ,
1044,H3lIzafD9CwJ,Making Explicit the Development Toward the Scholarship of Teaching,"CB Weston, L McAlpine","New Directions for Teaching and Learning,",2001
1045,G3QWq2T08SEJ,Analysis of SIGMODs Co-Authorship Graph,M Nascimentoâ?¦,"SIGMOD RECORD,",2003
1060,-XSlLQ2q8rAJ,Significance in Scale Space,"F Godtliebsen, JS Marron, P Chaudhuri","Unpublished manuscript,",1999
1071,WoWfV5bBp2kJ,When discourse becomes syntax: noun phrases and clauses as emergent syntactic units in Finnish  ,ML Helasvuo,,1997
1076,gUXM_DcWzX0J,Strategies and Resources for Enhancing Mentoring Relationships.,LM Golian,"New Directions for Adult and Continuing Education,",1995
1094,ATcel4JE-4sJ,W and Neal WE J 1970,"NW Grimes, JM Pearson, R Fane","Phil. Mag,",
1096,weqDiTjh6vEJ,1 995,GA Abbink,A SAMâ??CGE demonstration model for,
1097,Y2XmHdNrdbEJ,Undergraduate Curriculum 2000.,A Levine,"New Directions for Higher Education,",1989
1101,O_Ec3ogeWnsJ,Investigation of the three-dimensional neutron field in the IGR core,"AP Vasilâ??ev, NV Gorin, YZ Kandievâ?¦",At.,
1105,3pMR76SCtrYJ,"Swarni (1993), Mining Association Rules between Set of Items in Large Databases",I Agrawal,"Proc. Of the ACM SIGMOD Conference of Management of Data,",
1111,q9P9vX8fjVoJ,"Measures of three levels of social support: Resources, behaviors, and feelings",A Vaux,"Unpublished manuscript,",
1124,OVfbXdgb2osJ,Extendible hashing for concurrent operations and distributed data,CS Ellis,"Proceedings of the 2nd ACM SIGACT-SIGMOD symposium on  &hellip;,",1983
1125,cUc33JVbnaMJ,Hepatic artery in liver transplantation,"S Todo, L Makowka, AG Tzakis, JW Marsh Jr, FM  ","Transplant Proc,",1987
1136,m5TPCXiVi4gJ,Self-monitoring as a determinant of self-disclosure reciprocity during the acquaintance process,"DR Shaffer, JE Smith, M Tomarelli","Journal of Personality and Social Psychology,",
1139,QuIt6GiGNUcJ,The yin and yang of progress in social psychology: Seven koan,WJ McGuire,"Journal of Personality and Social Psychology,",1973
1143,duHyv8ysMIAJ,Evaluation of the effectiveness of pingers to reduce incidental entanglement of harbor porpoise in a ,"JL Laake, PJ Gearin, ME Gosho, RL DeLong","MD,",
1156,vqzsB9PS9e8J,Deformation and fracture in amorphous solids,ML Falk,,1998
1168,url:http://www.ingentaconnect.com/content/els/08830355/2001/00000035/00000004/art00031,Predicting academic performance of college students in the United States and in Estonia,LW Anderson,"INTERNATIONAL JOURNAL OF EDUCATIONAL RESEARCH,",2001
1171,IrmQWySHNAsJ,Programming Application for Microsoft Windows,J Richer,,1999
1179,5BIgRdEmosgJ,Constraints for the Web,"A Borning, R Lin, K Marriott",,
1181,HM5mZYGPMk8J,High-End Computing on SHV Workstations Connected with High Performance Network,"LP Huse, H Bugge",,
1198,HUlazBB0e4MJ,Amoebic liver abscess,OP Kapoor,,
1200,odTLs54Ndu0J,The USENET Cookbook - an Experiment in Electronic Publishing,BK Reid,,
1211,FNslZpFOPRQJ,Management of technology IVâ??the creation of wealth,"T Khalil, B Bayraktar","&hellip;  of the Fourth International Conference on Management of  &hellip;,",
