tid,address,authors,booktitle,date,editor,id,institution,journal,month,note,pages,publisher,tech,title,type,volume,year
109,,"Fahlman, S. E.",T.,(1988).,"In G. E. Hinton,",109,,,,,,,,Faster-learning variations on back-propagation.,,,
111,"San Mateo, CA:","Fahlman, S.E.",In Proc. 1988 Connectionist Models Summer School.,(1988),,111,,,,,,Morgan Kauffman,,Faster learning variations on backpropagation: An empirical study.,,,
119,"San Mateo, 1989.",S.E. Fahlman.,"Proceedings of the 1988 Connectionist Models Summer School,",,"In D. Touret-zky, G. Hinton, and T. Sejnowski, editors,",119,,,,,"pages 38-51,",Morgan Kaufmann.,,Fast-learning variations on back-propagation: An empirical study.,,,
123,"San Mateo, CA:","Fahlman, S.","Proceedings of the 1988 Connectionist Models Summer School,",1988.,"In D. Touretzky, G. E. Hinton, and T. J Sejnowski (Eds),",123,,,,,"38-51,",Morgan Kaufmann,,E . Faster-learning variations of backpropagation : An empirical study.,,,
125,"San Mateo, CA.","Fahlman, S. E.","Proceedings of the 1988 Connectionist Models Summer School,",1989.,"In Touretzky, D., Hinton, G., and Sejnowski, T., editors,",125,,,,,"pages 38-51,","Mor-gan Kaufmann,",,Fast-learning variations on back-propagation: An empirical study.,,,
126,"San Mateo, CA,","Fahlman, S. E.","Proceedings of 1988 Connectionist Models Summer School,",,"Touretzky, D., Hinton, G and Sejnowski T. (Eds.)",126,,,,,pp. 38-51.,"Morgan Kaufmann,",,(1988) Faster-Learning Variations on Back-Propagation: An Empiri cal Study.,,,
130,,"S. Fahlmann,","Proceedings of the 1988 Connectionist Models Summer School,",1988.,,130,,,,,"pp 38-51,",,,"Faster-Learning Variations on BackPropagation: An Empirical Study,",,,
131,,"S. Fahlmann,","Proceedings of the 1988 Connectionist Models Summer School,",1988.,,131,,,,,"pp 38-51,",,,"Faster-Learning Variations on BackPropagation: An Empirical Study,",,,
134,,S.E. Fahlman.,"In Proceedings of the 1988 Connectionist Models Summer School,",1988.,,134,,,,,,,,Faster-learning variations on back-propagation: An empirical study.,,,
142,,S. E.,"in Proceedings of the 1988 Connectionist Summer School,",,,142,,,,,,Morgan Kauf-mann.,,"Fahlman (1988): Faster-Learning Variations on Back-Propagation: An Empirical Study,",,,
147,"Pittsburgh, PA,",Scott E. Fahlman.,,1988.,,147,"School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,",An empirical study of learning speed in back-propagation networks.,,,
163,"Pittsburgh, PA - USA,",S. E. Fahlman.,,1988.,,163,"Computer Science Department - Carnegie-Mellon,",,,,,,"Technical Report CMU-CS-88-162,",An empirical study of learning speed in back-propagation networks.,,,
164,,"Fahlman, S.E.",In Proceedings of the 1988 Connectionist Models Summer School.,1988.,,164,,,,,,Morgan-Kaufmann.,,An Empirical Study of Learning Speed in Back-Propagation Networks.,,,
165,,"Fahlman, S.E.",In Proceedings of the 1988 Connectionist Models Summer School.,1988.,,165,,,,,,Morgan-Kaufmann.,,An Empirical Study of Learning Speed in Back-Propagation Networks.,,,
167,,S. Fahlman.,,1988.,,167,"Carnegie Mellon University,",,,,,,"Technical report,",An empirical study of learning speed in back-propagation networks.,,,
168,"PA,","S. E. Fahlman,",,(1988).,,168,"School of Computer Science, Carnegie Mellon University, Pitts-burgh,",,,,,,"Tech--nical Report CMU-CS-88-162,","An Empirical Study of Learning Speed in Backpropagation Networks,",,,
172,"Pittsburgh, PA,",Scott E. Fahlman.,,1988.,,172,"School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,",An empirical study of learning speed in back-propagation networks.,,,
176,"Pittsburgh, PA,",Scott E. Fahlman.,,1988.,,176,"School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,",An empirical study of learning speed in back-propagation networks.,,,
177,"Pittsburgh, PA,","Fahlman, S.:",,1988.,,177,"Carnegie Mellon University,",,,,,,"CMU-CS-88-162,","An Empirical Study of Learning Speed in Back-Propagation Networks,",,,
180,"Pittsburgh, PA,","Fahlman, S.E.",,1988.,,180,"Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,","An empirical study of learning speed in backpropagation networks,",,,
184,"Pittsburgh, PA,",S. E. Fahlman.,,1988.,,184,"Carnegie-Mellon University,",,,,,,"Technical Report CMU-CS-88-162,",An empirical study of learning speed in backpropagation networks.,,,
185,"Pittsburgh, PA,",Scott E. Fahlman.,,1988.,,185,"School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,",An empirical study of learning speed in back-propagation networks.,,,
186,,"S. E. Fahlman,",,"1988,",,186,,,,,,,CMU-CS-88-162.,"of Learning Speed in Back-Propagation Networks,",,,
187,"Pittsburgh, PA.","Fahlman, Scott E.",,1988.,,187,"Computer Science Department, Carnegie Mellon University,",,,,,,Technical Report CMU-CS-88-162.,An Empirical Study of Learning Speed in Back-Propagation Networks.,,,
192,"Pittsburgh, PA:","Fahlman, S.E. and Lebiere, C.,",,1991.,,192,"Carnegie-Mellon University,",,,,,,"(technical report), CMU-CS-90-100,","The Cascade-Correlation Learning Architecture,",,,
193,"Pittsburgh, PA:",S.E. Fahlman and C. Lebiere:,,1991.,,193,"Carnegie-Mellon University,",,,,,,"(technical report), CMU-CS-90-100,","The Cascade-Correlation Learning Architecture,",,,
201,"Pittsburgh, PA.","Fahlman, S. E. and Lebiere, C.",,(1990).,,201,"School of Computer Science, Carnegie-Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",The Cascade-correlation Learning Architecture.,,,
202,"Pittsburgh, PA:","Fahlman, S. E., & Lebiere, C.",,(1989).,,202,"Carnegie Mellon University, Computer Science Department.",,,,,,Technical rep. CMU-CS-90-100).,Cascade-correlation learning architecture,,,
210,"Pittsburgh, PA 15213,","S. E. Fahlman and C. Lebiere,",,1990.,,210,"School of Computer Science, Carnegie Mellon University,",,,,,,"Tech. Rep.  CMU-CS-90-100,","The Cascade-Correlation learning architecture,",,,
211,,S. E. Fahlman and C. Lebiere.,,1990.,,211,"Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",The cascade-correlation learning architecture.,,,
230,"Pittsburgh, PA 15213,",S. E. Fahlman and Christian Lebiere.,,1990.,,230,"School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",The cascade-correlation learning architecture.,,,
231,,"S. Fahlman and C. Lebiere,",,1990.,,231,,,,,,,"CMU Tech Report CMU-CS-90-100,","The Cascade-Correlation Learning Architecture,",,,
233,"Pittsburgh, PA 15213.","Fahlman, S. and Lebiere, C.",,(1990).,,233,"School of Computer Science, Carnegie-Mellon University,",,,,,,"CMU-CS-90-100,",The Cascade-Correlation Learning Architecture.,,,
235,"Pittsburgh, PA,","S. Fahlman and C. Lebiere,",,1990.,,235,"School of Computer Science, Carnegie-Mellon University,",,,,,,"Tech. Rep.  CMU-CS-90-100,","The cascade-correlation learning architecture,",,,
240,"Pittsburgh, PA,",S. E. Fahlman and C. Lebiere.,,1990.,,240,"School of Computer Science, Carnegie-Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",The cascade-correlation learning architecture.,,,
242,"Pittsburgh, PA.","Fahlman, S. E. & Lebiere, C.",,(1990).,,242,"School of Computer Science, Carnegie-Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",The Cascade-correlation Learning Architecture.,,,
248,,Scott E. Fahlman and Christian Lebiere.,"In ,",1990.,,248,,,,,"pages 524-532,",,,The Cascade-Correlation learning architecture.,,,
249,"San Mateo, CA.","Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,",249,,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,
252,"San Mateo, CA.","Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,",252,,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,
257,"San Mateo, CA.","Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,",257,,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,
258,"San Ma-teo, CA.","Fahlman, S. & Lebiere, C.",Advances in Neural Information Processing Systems (volume 2).,(1989).,"In Touretzky, D., editor,",258,,,,,,"Morgan Kaufmann,",,The cascade-correlation learning architecture.,,,
272,,"Fahlman, S. E. and Lebiere, C.",In Neural Information Processing Systems,1990.,"Touretzky, D. S. (ed).",272,,,,,pp 524-532.,"Morgan-Kauffman,",,The Cascade Correlation Learning Architecture.,,2.,
280,,"Fahlman, S. E., & Lebiere, C.","Advances in 43 Neural Information Processing Systems,",(1990).,,280,,,,,524-532.,,,The cascade correlation architecture.,,"2,",
281,,"Fahlman, S. E., & Lebiere, C.","Advances in Neural Information Processing Systems,",(1990).,,281,,,,,524-532.,,,The cascade correlation architecture.,,"2,",
285,"San Mateo, CA.","Fahlman, S. E., & Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky, D. S. (Ed.),",285,,,,,pp. 524-532.,"Morgan Kaufmann,",,The cascade-correlation learning architecture.,,"2,",
287,"San Mateo, CA:","Fahlman, S. E., and Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky, D. S., editor,",287,,,,,524-532.,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,"2,",
308,,"Fahlman, S.E. & Lebiere, C.","In:Advances in Neural Information Processing Systems,",(1990),ed. D.S. Touretzky.,308,,,,,,Morgan Kaufmann.,,The cascade-correlation architecture.,,,
309,,"Fahlman, S.E. and Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,,309,,,,,pp. 524-532.,Morgan Kaufmann.,,The Cascade-Correlation Learning Architecture.,,"II,",
310,,"Fahlman, S.E. and Lebiere, C.,","NIPS,",1990.,,310,,,,,"pp. 524-532,","Morgan Kaufmann,",,"The Cascade Correlation Learning Architecture,",,"Vol. 2,",
311,"Denver, Colorado.","Fahlmann, S. E. and Lebiere, C.","In Advances in Neural Information Processing Systems 2 (NIPS-2),",(1989).,,311,,,,,,,,The cascade-correlation learning architecture.,,,
313,,S. E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,(1990),"In D. S. Touretzky, (ed.),",313,,,,,pages 524-532.,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,"volume2,",
315,"Denver, CO,",S. Fahlman and C. Lebiere.,In Adv. in Neural Info. Processing Systems,1989.,,315,,,,,"pages 524-532,",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,volume2,
319,,S. Fahlman and C. Lebiere.,"Advances in Neural Information Processing Systems,",1990.,"In D. Touretzky, editor,",319,,,,,pages 524-532.,"Morgan Kaufmann,",,The cascade-correlation learning architecture.,,"volume 2,",
323,"San Mateo, CA,","S. E. Fahlman AND C. Lebiere,",in Advances in Neural Information Processing Systems,1990.,"(D.  S. Touretzky, Ed.),",323,,,,,"pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architec ture,",,2,
328,,"S. Fahlman and C. Lebiere,",in Advances in Neural Information Processing Systems,1990.,"(D. Touretzky, ed.),",328,,,,"(San Mateo),","pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"vol. 2,",
332,,S.E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,ed. D.S. Touretsky.,332,,,,,"524-532,",,,The cascade-correlation learning architecture.,,"2,",
340,"San Mateo, CA,",S. E. Fahlman and C. Lebiere.,"Advances in Neural Information Processing Systems,",1990.,"In D. S. Touretzky, editor,",340,,,,,"pages 524-532,",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,"volume 2,",
342,San Mateo:,"Fahlman, S.E. and Lebiere C.","In Advances in Neural Information Processing Systems II (Denver 1989),","(1990),","ed. D.S. Touretzky,",342,,,,,524-532.,Morgan Kaufmann.,,The Cascade-Correlation Learning Architecture.,,,
349,,Scott E. Fahlman and Christian Lebiere.,"In [13],",1990.,,349,,,,,"pages 524-532,",,,The Cascade-Correlation learning architec-ture.,,,
350,,Scott E. Fahlman and Christian Lebiere.,"In [13],",1990.,,350,,,,,"pages 524-532,",,,The Cascade-Correlation learning architec-ture.,,,
352,"San Mateo, CA,",S.E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,"In D. S. Touretzky, editor,",352,,,,,"pages 524-532,","IEEE, Morgan Kaufmann.",,The cascade-correlation learning architecture.,,"2,",
355,,"S. Fahlman and C. Lebiere,",in Neural Information Systems,1990.,"Ed.,  D. Touretzky,",355,,,,,pp. 524-532.,"Morgan-Kauffman,",,"The cascade correlation learning algorithm,",,"2,",
363,"San Mateo, CA,",S. E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Structures,1990.,"In D. S. Touretsky, editor,",363,,,,,pages 524532.,"Morgan Kauf mann,",,The cascade-correlation architecture.,,"2,",
366,"Los Altos, CA.","S. Fahlmann, C. Lebiere,",Advances in Neural Information Processing,,,366,,,,,"pp 524-532,",Morgan Kaufmann Publishers:,,"The Cascade-Correlation Learning Architecture,",,"2,",
370,,"Fahlman, Scott E.,",in Advances in Neural Information Processing Systems,(1990).,,370,,,,,,Morgan Kaufman,,"The Cascade-Correlation Learning Architecture,",,"2,",
375,,Scott E. Fahlman and Christian Lebiere.,In Advances in Neural Information Processing Systems,1990.,"Touretzky, Ed.",375,,,,,,"Morgan Kauffman,",,The Cascade-Correlation Learning Architecture.,,"2,",
376,"San Mateo,",S.E. Fahlman and C. Lebiere.,"Advances in Neural Information Processing Systems,",1990.,"In D.S. Touretzky, editor,",376,,,,,"pages 524-532,",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,"volume 2,",
380,"San Mateo, CA,",S. Fahlman and C. Lebiere.,"Advances in Neural Information Processing Systems,",1990.,"In D. Touretzky, editor,",380,,,,,"pages 524-532,","IEEE, Morgan Kaufmann,",,The cascade-correlation learning architecture.,,,
385,"San Mateo, CA,","S.E. Fahlman and C. Lebiere,",Advances in Neural Information Processing Systems,1990.,,385,,,,,"2, pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"Vol.2,",
387,,"Fahlman, S. E. & Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky (Ed.),",387,,,,,,Morgan Kauffman.,,The cascade-correlation learning architecture.,,2.,
389,,"Fahlman, S. E. and Lebiere, C.",In Neural Information Systems,1990.,"Touretzky, D. S. (ed).",389,,,,,pp 524-532.,"Morgan-Kauffman,",,The Cascade Correlation Learning Architecture.,,2.,
393,"Denver, Colorado,","S. E. Fahlman and C. Lebiere,",in Neural Information Processing Systems,"1990,","Editors D. Touretzky,",393,,,,,pp. 524-532.,"Morgan Kaufmann Publishers, Inc.,",,"The Cascade-Correlation Learning Architecture,",,"2,",
396,"San Mateo, CA:","Fahlman, S. E.",Advances in Neural Information Processing Systems,(1991).,"In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors,",396,,,,,190-205.,Morgan Kaufmann.,,The recurrent cascade-correlation architecture.,,"3,",
403,"San Mateo, CA:","Fahlman, S. E.","NIPS 3,",(1991).,"In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors,",403,,,,,pages 190-196.,Morgan Kaufmann.,,The recurrent cascade-correlation learning algorithm.,,,
404,,"Fahlmann, S.E.(1990).","InAdvances in Neural Information Processing Systgems,",,,404,,,,,pp.380-387.,,,The recurrent cascade-correlation architecture.,,,
409,"San Mateo, California,",Scott E. Fahlman.,Advances in Neural Information Processing Systems,1991.,"In R. P. Lippmann, J. E. Moody, and D. S. Touretzky, editors,",409,,,,,"pages 190-196,",Morgan Kaufmann Publishers.,,The recurrent cascade-correlation architecture.,,"3,",
410,"San Mateo, California,",Scott E. Fahlman.,Advances in Neural Information Processing Systems,1991.,"In R. P. Lippmann, J. E. Moody, and D. S. Touretzky, editors,",410,,,,,"pages 190-196,",Morgan Kaufmann Publishers.,,The recurrent cascade-correlation architecture.,,"3,",
411,"San Mateo, CA,",S. Fahlman.,Advances in Neural Information Processing Systems,1991.,"In R. Lippmann, J. Moody, and D. Touretzky, editors,",411,,,,,pages 190 196.,"Morgan Kaufmann,",,The recurrent cascade-correlation architecture.,,"3,",
413,,"Fahlman, Scott E.,",in Advances in Neural Information Processing Systems,(1991).,,413,,,,,,Morgan Kaufman,,"The Recurrent Cascade-Correlation Architecture,",,"3,",
414,"(San Mateo, CA),","S. Fahlman,",in Advances in Neural Information Pro--cessing Systems,1991.,"R. Lippmann, J. Moody, and D. Touretzky, eds.",414,,,,,"pp. 190-196,","Morgan Kaufmann Publishers,",,"The recurrent cascade-correlation architecture,",,3,
420,,"Scott E. Fahlman,",,1991.,,420,"Dept. of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-91-100,","The Recurrent Cascade-Correlation Architecture,",,,
424,,"S. E. Fahlman, L. D. Baker and J. A. Boyan,",,1996.,,424,"CMU-CS-TR-96-184, Carnegie Mellon University,",,,,,,"Technical Report,","The Cascade 2 Learning Architecture,",,,
425,,"S. E. Fahlman, L. D. Baker and J. A. Boyan,",,1996.,,425,"CMU-CS-TR-96-184, Carnegie Mellon University,",,,,,,"Technical Report,","The Cascade 2 Learning Architecture,",,,
428,,"R. Forchheimer and O. Fahlander,","in Proceedings Picture Coding Symposium (PCS-83), Davis,",1983,,428,,,,,"pp. 113-114,",,,"Low bit-rate coding through animation,",,,
434,"New York, NY","Knoop, J. and Steffen, B.,","in Proceedings of the Fourth International Conference on Compiler Construction,",(1992).,U. Kastens and P. ed.,434,,,,"Lecture Notes in Computer Science,",pp.  125-140,"Pfahler,Springer-Verlag,",,"The interprocedural coincidence theorem,",,"Vol. 641,",
436,"New York, NY","Knoop, J. and Steffen, B.,","in Proceedings of the Fourth International Conference on Compiler Construction,",(1992).,"U. Kastens and P. Pfahler, ed.",436,,,,"Lecture Notes in Computer Science,",pp.125-140,"Springer-Verlag,",,"The interprocedural coincidence theorem,",,"Vol. 641,",
439,"New York, NY","Knoop, J. and Steffen, B.,","in Proc. of the Fourth Int. Conf. on Comp. Construct.,",(1992).,U. Kastens and P. ed.,439,,,,"Lec. Notes in Comp. Sci.,","5-7,","Pfahler,Springer-Verlag,",,"The interprocedural coincidence theorem,",,"Vol. 641,",
441,"New York, NY","Knoop, J. and Steffen, B.,","in Proceedings of the Fourth International Conference on Compiler Construction,",(1992).,U. Kastens and P. ed.,441,,,,"Lecture Notes in Computer Science,",pp. 125-140,"Pfahler,Springer-Verlag,",,"The interprocedural coincidence theorem,",,"Vol. 641,",
447,,J. Knoop and B. Steffen.,"Proceedings of the Fourth International Conference on Compiler Construction, Lecture Notes in Computer Science",1992.,"In U. Kastens and P. Pfahler, editors,",447,,,,,pages 125-140.,"Springer Verlag,",,The interprocedural coincidence theorem.,,"Vol. 641,",
448,,J. Knoop and B. Steffen.,"Proceedings of the Fourth International Conference on Compiler Construction, Lecture Notes in Computer Science",1992.,"In U. Kastens and P. Pfahler, editors,",448,,,,,pages 125-140.,"Springer Verlag,",,The interprocedural coincidence theorem.,,"Vol. 641,",
452,,"Kriegel, H.P., Heep S., Fahldiek A., Mysliwitz N.","Proc. 4th Int. Conf. DEXA 1993,",,,452,,,,,pp. 349-360.,,,Query Processing of Geometric Objects with Free Form Boundaries in Spatial Databases.,,,
466,,"Poggio T, Fahle M, and Edelman S.",,1992.,,466,,"Science,",,,"1018-1021,",,,Fast perceptual learning in visual hyperacuity.,,256,
477,"Bedford, Massachusetts,","Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White.",,1990.,,477,,,,"ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72",,"Digital Press,",,,,,
478,"Bedford, Massachusetts,","Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White.",,1990.,,478,,,,"ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72",,"Digital Press,",,,,,
481,,"S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski andS.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Weldel, W. Wenzel, J. Wnek, and J. Zhang.",,1991.,,481,"Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-91-197,",The monk's problems: A performance comparison of different learning algorithms.,,,
483,"Pittsburgh, PA,","Thrun, S.B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzerowski, S., Fahlman, S.E., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R.S., Mitchell, T., Pachowicz, P., Vafaie, H., Van de Velde, W., Wenzel, W., Wnek, J., and Zhang, J.,",,1991.,,483,"Carnegie Mellon University,",,,,,,"CMU-CS-91-197,","The MONKS Problems: A Performance Comparison of Different Learning Algorithms,",,,
486,,"Thrun, S., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzeroski, S., Fahlman, S., Fisher, D., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R., Mitchell, T., Pachowicz, P., Reich, Y., Vafaie, H., Van de Welde, W., Wenzel, W., Wnek, J., & Zhang, J.",,(1991).,,486,"Pittsburgh, PA: Carnegie Mellon.",,,,,,"(Technical Report CMU-CS-91-197),",The MONK's Problem: A Performance Comparison of Different Learning Algorithms.,,,
487,,"Thrun, S.; Bala, J.; Bloedorn, E.; Bratko, I.; Cestnik, B.; Cheng, J.; De Jong, K.; Dzeroski, S.; Fahlman, S.; Fisher, D.; Hamann, R.; Kaufman, K.; Keller, S.; Kononenko, I.; Kreuziger, J.; Michalski, R.; Mitchell, T.; Pachowicz, P.; Reich, Y.; Vafaie, H.; de Weldel, W. V.; Wenzel, W.; Wnek, J.; and Zhang, J.",,1991.,,487,Carnegie Mellon University.,,,,,,"Technical Report CMU-CS-91-197,",The monk's problems: A performance comparison of different learning algorithms.,,,
488,"Pittsburgh, PA,","Thrun, S.B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K.A., Dzeroski, S., Fahlman, S.E., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R.S., Mitchell, T., Pachowicz, P., Vafaie, H., Van de Velde, W., Wenzel, W., Wnek, J. and Zhang, J.,","Computer Science Reports,",December l991.,,488,"CMU-CS-91-197, Carnegie Mellon University,",,,,,,,"The MONK's problems: A Performance Comparison of Different Learning Algorithms,",,,
