idDBLP,idScholar
conf/sigmod/AgrawalES03,Wrue2IkpGyEJ
conf/sigmod/AgrawalGGR98,_LE5T2vKPUcJ
conf/sigmod/AgrawalGGR98,1rW7ao6gK-QJ
conf/sigmod/AgrawalGGR98,DHbEJyv20WMJ
conf/sigmod/AgrawalGGR98,EQ0ys8s10vcJ
conf/sigmod/AgrawalGGR98,rSTewQ1dQkYJ
conf/sigmod/AgrawalGGR98,v9JW-UJCD-YJ
conf/sigmod/AgrawalGGR98,x8fDHaNkSUIJ
conf/sigmod/AgrawalGGR98,x92Yw8H9uH4J
conf/sigmod/AgrawalGGR98,y55xkFQJvxAJ
conf/sigmod/AgrawalK03,ewoQO00BuFoJ
conf/sigmod/AgrawalS00,ufPUBsN4eg0J
conf/sigmod/Ahn94,5s6b10Hik30J
conf/sigmod/AltinelABFSZ99,4m_zFz0kP7cJ
conf/sigmod/AltinelABFSZ99,ShFgK7Iev-QJ
conf/sigmod/AmbiteABKMMMPT98,iE-UE2bDGZ8J
conf/sigmod/AmbiteABKMMMPT98,L7XmLpQLXBIJ
conf/sigmod/AmbiteABKMMMPT98,YAkpVC1qgaIJ
conf/sigmod/Amer-YahiaCLS01,DFubU20j1OIJ
conf/sigmod/Amer-YahiaCLS01,VzfXEsmoyUcJ
conf/sigmod/Amer-YahiaCLS01,wGxcAPsmHgIJ
conf/sigmod/Amer-YahiaCLS01,WsCqveNDjjUJ
conf/sigmod/Amer-YahiaFSX03,7-b5YXuGJS0J
conf/sigmod/Amer-YahiaFSX03,fm69LHjS4T0J
conf/sigmod/AndersonAF98,_EbKUPc1jYAJ
conf/sigmod/AndersonBKW98,H6eMdbXATmkJ
conf/sigmod/AndersonBKW98,j6v2b9hN-R4J
conf/sigmod/AndersonBKW98,zabWzVjkZNYJ
conf/sigmod/AnkerstBKS99,GFTU2PvKY_gJ
conf/sigmod/AnkerstBKS99,hEemQ37_mPcJ
conf/sigmod/AnkerstBKS99,Hj3vyh0TJVsJ
conf/sigmod/AnkerstBKS99,jSUcrxtXhw4J
conf/sigmod/AnkerstBKS99,K1ZdQsRoNloJ
conf/sigmod/AnkerstBKS99,rgEDmTFPFY4J
conf/sigmod/AntonJLPZZ02,89P3EdEDuOEJ
conf/sigmod/ArasuBBDIRW03,1DKKwROqEeYJ
conf/sigmod/ArasuBBDIRW03,7D59wPTtkdcJ
conf/sigmod/ArasuBBDIRW03,eXulm3jwflAJ
conf/sigmod/ArasuG03,jp9ptMpdoGwJ
conf/sigmod/ArasuG03,zN8ngmWNDlgJ
conf/sigmod/ArefBV95,K7mfVCHc3noJ
conf/sigmod/Arpaci-DusseauACHP97,6_FvrRYnxHYJ
conf/sigmod/Arpaci-DusseauACHP97,aCCAyNhJFtsJ
conf/sigmod/Arpaci-DusseauACHP97,E_eOZJYat6IJ
conf/sigmod/Arpaci-DusseauACHP97,OaNzji_-7tsJ
conf/sigmod/AshleyFHLNP95,9uxj2XzGt9UJ
conf/sigmod/AshleyFHLNP95,FnnILIjz08EJ
conf/sigmod/AshleyFHLNP95,t0Wd_YW4n3cJ
conf/sigmod/AshleyFHLNP95,tL67lYBCRO4J
conf/sigmod/AshleyFHLNP95,ZkK-ilu3tY0J
conf/sigmod/Atkinson95,url:http://portal.acm.org/citation.cfm%3Fid%3D223874
conf/sigmod/AtzeniT97,i2LI1TWifbYJ
conf/sigmod/AtzeniT97,KFmRUQEedY8J
conf/sigmod/Aulakh98,xFK4CkKj14EJ
conf/sigmod/AvnurHLORRRW98,bEu_llku9NMJ
conf/sigmod/BabcockCD03,mbhZ3gSR3NMJ
conf/sigmod/Bampahl95,MbgdgwgZCIUJ
conf/sigmod/BarbaraI94,7N0H3ra1FFsJ
conf/sigmod/BarbaraI94,bTYTn8VG5hIJ
conf/sigmod/BarbaraI94,F7azEOfg-Q0J
conf/sigmod/BarbaraI94,fMuom_ogj4MJ
conf/sigmod/BarbaraI94,GXhaGGajWZkJ
conf/sigmod/BarbaraI94,gyC0D8oJbQMJ
conf/sigmod/BarbaraI94,kooQijVBMscJ
conf/sigmod/BarbaraI94,UI4WYndJlyIJ
conf/sigmod/BarbaraI94,XfvqAOX1qo4J
conf/sigmod/BarbosaMKL02,ueKnwQCE3nIJ
conf/sigmod/BarclaySG00,v6Rokk9Eht8J
conf/sigmod/BarclaySG00,Yiyko_0KiEIJ
conf/sigmod/BargaL99,hf84fEpX5agJ
conf/sigmod/BaruFGHJPW95,C60KJG_xVm0J
conf/sigmod/BaruFGHJPW95,mFOSML8c0s4J
conf/sigmod/BaruGLMPVC99,3SHIgRrrL5QJ
conf/sigmod/BaruGLMPVC99,arQIThq-W4gJ
conf/sigmod/BaruGLMPVC99,mXKKjAJUm-oJ
conf/sigmod/BaruGLMPVC99,wsNuAYMG0QEJ
conf/sigmod/BaruGLMPVC99,wTXunETZhPwJ
conf/sigmod/Bayardo98,htTH8PrZ0dYJ
conf/sigmod/Bayardo98,Ls7vkMLcYmkJ
conf/sigmod/Bayardo98,mvD-z59XDYoJ
conf/sigmod/Bayardo98,O05yYxasf6UJ
conf/sigmod/Bayardo98,t7cKx4raSM0J
conf/sigmod/Bayardo98,wHaeR7DBDTUJ
conf/sigmod/BenediktCFFR03,T5ZdpquqfJ0J
conf/sigmod/BerchtoldBK98,1tZ74y0DNLIJ
conf/sigmod/BerchtoldBK98,4Uf5sjXgwhoJ
conf/sigmod/BerchtoldBK98,5bjtbk4ZdZIJ
conf/sigmod/BerchtoldBK98,fTYVIbi40sAJ
conf/sigmod/BerchtoldBK98,hoi0T_8So4gJ
conf/sigmod/BerchtoldBK98,j46yGNUAS-IJ
conf/sigmod/BerchtoldBK98,rivzCRXhoAkJ
conf/sigmod/BerchtoldBK98,vrlNTuVexE4J
conf/sigmod/BerchtoldK97,DNVHTz7tMywJ
conf/sigmod/BerchtoldK97,lYpquDAEzrIJ
conf/sigmod/BerchtoldK98,9UYo0M1RV7oJ
conf/sigmod/BerchtoldK98,irJbh9rrinoJ
conf/sigmod/BerchtoldK98,pKKu82IYP9EJ
conf/sigmod/BerchtoldK98,PKMN5Cdy7KcJ
conf/sigmod/BerensonBGMOO95,-CQaLTpGJLQJ
conf/sigmod/BerensonBGMOO95,FIpzjIEyMgMJ
conf/sigmod/BerensonBGMOO95,gWmqoNZHKAAJ
conf/sigmod/BerensonBGMOO95,KpQrgYyji34J
conf/sigmod/BerensonBGMOO95,-lYgZoLNtioJ
conf/sigmod/BerensonBGMOO95,MOGnM6t6l3MJ
conf/sigmod/BerensonBGMOO95,xvAw7wQgenoJ
conf/sigmod/BerensonBGMOO95,zguNkU2zLY0J
conf/sigmod/BergstraesserBPS99,4Ha7Bs5Vq3MJ
conf/sigmod/BergstraesserBPS99,qcZ2tYThtK0J
conf/sigmod/Bernstein96,EvuLCpyVqWgJ
conf/sigmod/BersonGM95,AdvsjAZhCc8J
conf/sigmod/BersonGM95,YkPqPzGFnZIJ
conf/sigmod/BersonGM95,-A4ypXVd348J
conf/sigmod/BersonGMJ94,bw_c9Mk0_7IJ
conf/sigmod/BersonGMJ94,gQAPUymwcAIJ
conf/sigmod/BersonGMJ94,IfRMoLIaeZ0J
conf/sigmod/BersonGMJ94,wsG_Q2jbgCAJ
conf/sigmod/BertinoCF01,JSzfxAgs4pgJ
conf/sigmod/BettiniWBJ95,c57d3rgd3IcJ
conf/sigmod/BettiniWBJ95,wZkNJJn90yAJ
conf/sigmod/BhargavaGI95,TXvfEP4WTD0J
conf/sigmod/BhattacharyaMBNHS02,tsQbSCfQTooJ
conf/sigmod/Bierman03,vQcfluHWCeAJ
conf/sigmod/BilirisDGJR94,3Lzo6p8X-n4J
conf/sigmod/BilirisDGJR94,lG6uSYhEGnQJ
conf/sigmod/Blakeley94,VLd1PgYIoN8J
conf/sigmod/BlakeleyD00,ZSR-MThg9UEJ
conf/sigmod/BlakeleyP98,yotsUgKBK44J
conf/sigmod/BlohsfeldKS99,PQbi3PaRh84J
conf/sigmod/BohannonDGKLNS03,83wqw4ciNWoJ
conf/sigmod/BohannonMR01,ChD3-mp23f8J
conf/sigmod/BohmA96,978pJCGhaGoJ
conf/sigmod/BohmBKK01,C4XcBh6anhAJ
conf/sigmod/BohrerBBCFHKKMNRRSUUW97,oulaZpEWkMQJ
conf/sigmod/BohrerBBCFHKKMNRRSUUW97,SvL_dU_R8msJ
conf/sigmod/BohrerBBCFHKKMNRRSUUW97,uPx8w3k7NyQJ
conf/sigmod/BohrerBBCFHKKMNRRSUUW97,wF2-sxlGAu4J
conf/sigmod/BohrerBBCFHKKMNRRSUUW97a,JntLVX4TPi0J
conf/sigmod/BohrerBBCFHKKMNRRSUUW97a,NiBdZXS0TCMJ
conf/sigmod/Bonnet02,bqyt1789jJ8J
conf/sigmod/BorkarDS01,8fu2bhk_i9EJ
conf/sigmod/BorkarDS01,8zFEVer1rBUJ
conf/sigmod/BorkarDS01,nsoA6Gcc_jsJ
conf/sigmod/BornhovdAKMPR03,4qtu0-tW0IcJ
conf/sigmod/BornhovdAKMPR03,7lPu8hBgKksJ
conf/sigmod/BouguettayaBH99,ER8571wXl6EJ
conf/sigmod/BouguettayaBH99,U-Kd4GQ_vCMJ
conf/sigmod/BratsbergT00,jVWhNoPA0CcJ
conf/sigmod/BraumandlKK99,X7jjMIXx8qUJ
conf/sigmod/BraumandlKK99,ywe7qzk4E5MJ
conf/sigmod/BreitbartKRSS99,XV2lpkhWCsYJ
conf/sigmod/BressanGFJHKLMPQSS97,_1drQdYrtmsJ
conf/sigmod/BressanGFJHKLMPQSS97,1akMDtKXUFAJ
conf/sigmod/BressanGFJHKLMPQSS97,jJuSPh63bZ0J
conf/sigmod/BressanGFJHKLMPQSS97,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D0294191CI
conf/sigmod/BreunigKKS01,3ET_IEkoGjYJ
conf/sigmod/BreunigKKS01,h-tyLTytlh4J
conf/sigmod/BreunigKKS01,LxyVmHubIfUJ
conf/sigmod/BreunigKNS00,4ZBs-U7sOk0J
conf/sigmod/BreunigKNS00,8lIwxMfoZN4J
conf/sigmod/BreunigKNS00,KILdAgEb2OsJ
conf/sigmod/BreunigKNS00,vezxTIGxNywJ
conf/sigmod/Brewer98,k4UNrsGeUuAJ
conf/sigmod/BrinDG95,7mNCkZ7D-R8J
conf/sigmod/BrinDG95,JsKYXyM6IaEJ
conf/sigmod/BrinDG95,QmhdqC_PIWsJ
conf/sigmod/BrinkhoffKSS94,IINRwK8hovkJ
conf/sigmod/BrinkhoffKSS94,qk4kfo7BXvUJ
conf/sigmod/BrinkhoffKSS94,RWhfLTpLoQUJ
conf/sigmod/BrinMUT97,0cOrb6RuPW0J
conf/sigmod/BrinMUT97,A7Mm5kFK3zwJ
conf/sigmod/BrinMUT97,aOBNgdooDHAJ
conf/sigmod/BrinMUT97,APKRvVY4Ah8J
conf/sigmod/BrinMUT97,bjZ8SxYnrd0J
conf/sigmod/BrinMUT97,CnTgirrsL3EJ
conf/sigmod/BrinMUT97,FtMoh58D330J
conf/sigmod/BrinMUT97,JBB4svDpBF8J
conf/sigmod/BrinMUT97,swPpkmm8SdYJ
conf/sigmod/BrinMUT97,VBB3teN9P6EJ
conf/sigmod/BrinMUT97,vIwsSOGQOWAJ
conf/sigmod/BrinMUT97,ZAjbM4H53aUJ
conf/sigmod/BrodskyK95,6t_N5axEm7cJ
conf/sigmod/BrodskyK95,SFmnhrhoQzgJ
conf/sigmod/BrownCL96,H4A7nUWyXtQJ
conf/sigmod/BrunoC02,Gz0uaD8l3T4J
conf/sigmod/BrunoC02,KAf2DUUVabIJ
conf/sigmod/BrunoCG01,8KJ9XFv1ESAJ
conf/sigmod/BrunoCG01,SGmfFHnOf4IJ
conf/sigmod/BrunoCG01,XWF4kOtaoJkJ
conf/sigmod/BryanMCLG94,nbU-wr3ivUIJ
conf/sigmod/BuchmannDZH95,4pl5VSwjXj0J
conf/sigmod/BuchmannDZH95,MoNBLfTlYg0J
conf/sigmod/BuchmannDZH95,QzpePwRoku8J
conf/sigmod/BumbulisB02,Ev27auQiecUJ
conf/sigmod/BunemanKTT02,cKIQyzazkYEJ
conf/sigmod/Bussler01,UYIeOe280OwJ
conf/sigmod/Bussler02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D564801%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
conf/sigmod/CallanCD99,eWVreKOw_QgJ
conf/sigmod/CallanCD99,hqItKlvGzJIJ
conf/sigmod/CandanLLHA01,E1oiXxVyfXwJ
conf/sigmod/CandanLLHA01,efYVCK07AwMJ
conf/sigmod/CandanLLHA01,T6NrBxCU2moJ
conf/sigmod/Carey94,Lj8CI8ALd9UJ
conf/sigmod/CareyCNVDRSM99,W6ROObWo3bIJ
conf/sigmod/CareyDFHMNSSTTWZ94,3_X-dmpUEWMJ
conf/sigmod/CareyDFHMNSSTTWZ94,5wcgt7bNx7YJ
conf/sigmod/CareyDFHMNSSTTWZ94,jMc3U-zRTPEJ
conf/sigmod/CareyDFHMNSSTTWZ94,PPV8eOf-uooJ
conf/sigmod/CareyDFHMNSSTTWZ94,vF-KpOq9TdIJ
conf/sigmod/CareyDNAGS97,mt8Q1YmVRkMJ
conf/sigmod/CareyDNAGS97,xc1E6MOfP80J
conf/sigmod/CareyDNAGS97,Y1Z4i3_4l00J
conf/sigmod/CareyDNAGS97,Zkgpz6ZsutsJ
conf/sigmod/CareyFZ94,_Dtj6cJQFAQJ
conf/sigmod/CareyFZ94,EN1nFWJxnoIJ
conf/sigmod/CareyFZ94,UBpDljYCfGgJ
conf/sigmod/CareyK97,2OPEy9_6BlEJ
conf/sigmod/CareyK97,b_lpj8wu7BEJ
conf/sigmod/CareyK97,yuAO6FZOXmQJ
conf/sigmod/CareyMN97,dBgA1e-6LvkJ
conf/sigmod/CareyMN97,u64n4yMnma4J
conf/sigmod/CarinoKKB01,a9HFF_bwiH4J
conf/sigmod/CasatiS01,7H9j9z0x_3UJ
conf/sigmod/CatarciS01,frbExwv4DiwJ
conf/sigmod/CatarciS94,pryJrhEGI2sJ
conf/sigmod/CatarciS94,yaaZKZCP3soJ
conf/sigmod/Cattell94,zSoTbEtLuqEJ
conf/sigmod/Chakrabarti99,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D304231%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
conf/sigmod/Chakravarthy97,5Ng-bLUNAsQJ
conf/sigmod/Chakravarthy97,pCsAI2xXTPoJ
conf/sigmod/Chakravarthy97,xAwNq-a4ju0J
conf/sigmod/Chamberlin03,_F5D4QMbZ0sJ
conf/sigmod/ChandrasekaranCDFHHKMRS03,MNuT46WJZaQJ
conf/sigmod/ChandrasekaranCDFHHKMRS03,onlybp6SAAsJ
conf/sigmod/ChangC01,XbmULzOYzZUJ
conf/sigmod/ChangG99,10FYofnRROUJ
conf/sigmod/ChangG99,8Yt1Mba9-wQJ
conf/sigmod/ChangG99,BYkCvtDCxzcJ
conf/sigmod/ChangG99,vjxJ_rBwdMkJ
conf/sigmod/ChangH02,4zxRX5K-YSsJ
conf/sigmod/ChangH02,OuMumdGAaq8J
conf/sigmod/ChanI98,39AOIRe9qSQJ
conf/sigmod/ChanI98,63t-u0Menw4J
conf/sigmod/ChanI98,VC7Jbwgn_O0J
conf/sigmod/ChanI99,uLiEqn5nA_IJ
conf/sigmod/Chaudhuri97,9GsZHpVf2_cJ
conf/sigmod/Chaudhuri97,QkyXMep2bWsJ
conf/sigmod/ChaudhuriD97,4zZ7Lxt4PPIJ
conf/sigmod/ChaudhuriD97,D7w6TQwatE0J
conf/sigmod/ChaudhuriD97,gY652XXjHB8J
conf/sigmod/ChaudhuriD97,jsapF3OoWXcJ
conf/sigmod/ChaudhuriDN01,lCQ0HZYyYNcJ
conf/sigmod/ChaudhuriDN01,qfohkpyTawoJ
conf/sigmod/ChaudhuriDY95,0LRr6nTypA4J
conf/sigmod/ChaudhuriDY95,aaQEdfkjWN8J
conf/sigmod/ChaudhuriG96,Fh1QPZpWHUMJ
conf/sigmod/ChaudhuriGGM03,H5IdN0_MQw4J
conf/sigmod/ChaudhuriGGM03,mNdoyLMYPqgJ
conf/sigmod/ChaudhuriGN02,y461yNb2GEcJ
conf/sigmod/ChaudhuriGS03,OFGtGwUHhUQJ
conf/sigmod/ChaudhuriKN03,ES6QyfgebIcJ
conf/sigmod/ChaudhuriMN99,clNmwzm-5acJ
conf/sigmod/ChaudhuriMN99,GL8XEeYm7GsJ
conf/sigmod/ChaudhuriMN99,U0w9W7YcsZwJ
conf/sigmod/ChaudhuriN98a,AiXOfJPvvpUJ
conf/sigmod/ChaudhuriN98a,JyEX0YVMP5oJ
conf/sigmod/ChaudhuriN98a,Y-kXztd20YQJ
conf/sigmod/ChawatheG97,5O88Bum19wAJ
conf/sigmod/ChawatheG97,JLeihu2aUqYJ
conf/sigmod/ChawatheG97,oHUiSrycKdgJ
conf/sigmod/ChawatheRGW96,vBlDkLyxeQkJ
conf/sigmod/ChawatheRGW96,xPkLZK36UBUJ
conf/sigmod/ChenCPPSTM00,Ab6MIDVDzhAJ
conf/sigmod/ChenDLT00,url:http://portal.acm.org/citation.cfm%3Fid%3D342009.336560
conf/sigmod/ChenGK01,8OgkUeiawO0J
conf/sigmod/ChengKP03,egF3o1jH_kgJ
conf/sigmod/ChengKP03,kSt-Pqp2ilYJ
conf/sigmod/ChenGMV02,IqV3EploPP4J
conf/sigmod/ChenJDTW00,5Trj9q_RI8YJ
conf/sigmod/ChenJDTW00,EKNLKC2nEGwJ
conf/sigmod/ChenJDTW00,fg5EE6R7xYwJ
conf/sigmod/ChenJDTW00,JcnZJ-eE2XsJ
conf/sigmod/ChenJDTW00,KlxPr0YoE_sJ
conf/sigmod/ChenJDTW00,OsfWKJek9L8J
conf/sigmod/ChenR94,4Hhh-d__bksJ
conf/sigmod/ChenR94,7Edh53sUX7kJ
conf/sigmod/ChenR94,hlQJGQCSurIJ
conf/sigmod/ChenR94,WJDiW8pl0OcJ
conf/sigmod/ChenWZ98,NuwRNfDPpTcJ
conf/sigmod/ChenZCKR01,15Xnu2VYNAQJ
conf/sigmod/ChenZCKR01,q49c-IEX7N8J
conf/sigmod/ChenZCKR01,RHoy5iOHsJwJ
conf/sigmod/CherniackZ96,c9Humx2-EMgJ
conf/sigmod/ChoG00,s7K6rICx3fkJ
conf/sigmod/ChoG00,yUZCropW2lQJ
conf/sigmod/Chong98,W-6r_OOEHLUJ
conf/sigmod/ChooOLCGBPS96,I0KBB-n-eF8J
conf/sigmod/ChooOLCGBPS96,Ljpkq7MPqeEJ
conf/sigmod/ChooOLCGBPS96,O-TrhFwhKM8J
conf/sigmod/ChooOLCGBPS96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D280357%26type%3Dpdf%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222
conf/sigmod/ChoSG00,ilJdCU_qODkJ
conf/sigmod/ChristophidesACS94,dGbuUkhWNhMJ
conf/sigmod/ChristophidesACS94,MNQLc3rxq2kJ
conf/sigmod/ChristophidesACS94,T8v6sQ1R3zoJ
conf/sigmod/ChristophidesACS94,wOEzWDOEIjwJ
conf/sigmod/ChristophidesACS94,WYSBGO-zyoEJ
conf/sigmod/ChristophidesCM96,nDl2k1YSi8AJ
conf/sigmod/ChristophidesCM96,q3Y-Mlx2sUsJ
conf/sigmod/ChungMS02,mEfTTKdu6soJ
conf/sigmod/ChungMS02,n8tscFMeBtwJ
conf/sigmod/ChungMS02,UmPir9n5JloJ
conf/sigmod/ChungMS02,vA_YTBbNegEJ
conf/sigmod/CluetDSS98,63Y-t4R2RycJ
conf/sigmod/CluetDSS98,i2rbviV_9VgJ
conf/sigmod/CluetDSS98,lOZF0Ee3rUQJ
conf/sigmod/CluetDSS98,q9yRMEgjLOAJ
conf/sigmod/CluetDSS98,VZreOrzvcYEJ
conf/sigmod/CluetDSS98,W5KcKrhKY_YJ
conf/sigmod/Cohen98,_ICk4vgjlgsJ
conf/sigmod/Cohen98,PSQ-qYD4aiAJ
conf/sigmod/Cohen98a,qfD_kxYt-dsJ
conf/sigmod/CohenM03,bQv5hYB-JIEJ
conf/sigmod/ColbyGLMT96,1kGIXDE6G90J
conf/sigmod/ColbyGLMT96,MgphE2z3NqYJ
conf/sigmod/ColbyGLMT96,qZppq83SJEYJ
conf/sigmod/ColbyGLMT96,tGBhWHHU7hsJ
conf/sigmod/ColbyKLMR97,0FohHTWs5toJ
conf/sigmod/ColbyKLMR97,fDiU6std8e0J
conf/sigmod/ColbyKLMR97,pJ6RYfffFg8J
conf/sigmod/ColeG94,_6wwPJEGUiAJ
conf/sigmod/ColeG94,Lg8yEjB8jmAJ
conf/sigmod/ColeG94,z_W8jZ203sUJ
conf/sigmod/ColletC95,vP27NkXI4MEJ
conf/sigmod/ConsensM94,u7rv6LAF8s8J
conf/sigmod/CookWZ94,LiIWlw3oNgUJ
conf/sigmod/CorralMTV00,TsShfxPwF6YJ
conf/sigmod/CranorGJSS02,89Avc7qz9YoJ
conf/sigmod/CranorGJSS02,Up9QQITiHzAJ
conf/sigmod/CranorJSS03,b0ayPKpqTwsJ
conf/sigmod/CranorJSS03,eXt7Nvd060MJ
conf/sigmod/CranorJSS03,gya0M9b1KrgJ
conf/sigmod/CrescenziMM02,pI0WktymowwJ
conf/sigmod/CruzALRZ97,YWWvQnGCpDEJ
conf/sigmod/CruzJ99,vXMwU21-7HMJ
conf/sigmod/CuiOTS03,qx5oR09jmMwJ
conf/sigmod/DanS95,nTu7PUukM1wJ
conf/sigmod/DanS95,qjHzY4uEG7gJ
conf/sigmod/DarR94,TtV6gGLQ9NMJ
conf/sigmod/DasGR03,JaJKfzmaEBYJ
conf/sigmod/DasuJMS02,POt1WbTBB4cJ
conf/sigmod/DasuJMS02,Qywc8AsElxEJ
conf/sigmod/DasuJMS02,zTF5z0v_nh0J
conf/sigmod/DattaDTVSR02,0m_Q5tf3oDAJ
conf/sigmod/DattaDTVSR02,orxvLy4vVEQJ
conf/sigmod/DattaDTVSR02,RKbKtLWjDLEJ
conf/sigmod/DavisonG95,Ed8EH4p2vBMJ
