tid,id,title,authors,venue,year
764,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D8810G2C0231EC,Rare Earths--Applications and Technology,"CK Gupta, TS Krishnan","Bombay, India, 25-26 Sept. 1986,",1986
773,5wYlQQp8yzcJ,Symbolic Math Software,B Simon,"PC Magazine, August,",
774,4dgu1WgYoDUJ,"Calculation and mapping of critical loads in Europe, Status report 1993, RIVM Report 259101003","RJ Downing, JP Hetteling, PAM de Smet",,
775,WCMOCNj_Tp0J,Assessment of Neonatal Diaphragmatic Paralysis Using Magnetic Phrenic Nerve Stimulation,"GF Rafferty, A Greenough, G Dimitriou, MI Polkey,  ",,
778,wubaXvkwzk8J,Simulating P2P Networks,"MT Schlosser, SD Kamvar","Technical report, Stanford University,",
805,url:http://portal.acm.org/citation.cfm%3Fid%3D354384.354543%26dl%3DGUIDE%26dl%3DACM%26type%3Dseries%26idx%3DSERIES316%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Multimedia%2520Conference%26CFID%3D11111111%26CFTOKEN%3D2222222,Analyzing blood cell image to distinguish its abnormalities (poster session),"KS Kim, PK Kim, JJ Song, YC Park","Proceedings of the eighth ACM international conference on  &hellip;,",2000
811,flaguScUIo8J,Read-only transactions in a distributed database,"H Garcia-Molina, G Wiederhold","ACM Transactions on Database Systems,",1982
813,RzxYgka_RC4J,Object-Oriented and Conventional Analysis and Design Methodologies,"RG Fichman, CF Kemerer",,
832,8QL1zOGtTPQJ,Sources of solutes in precipitation and surface runoff of mixed-conifer and alpine catchments in the ,MR Williams,,1997
834,HbyP8kT8KRoJ,"266-275, V.(1997).â??Don't Scrap It, Wrap It! A Wrapper Architecture for Legacy Data Sources.â??","M Tork Roth, PM Schwarz",Proceedings of the 23rd International Conference on Very ,
841,twBCessT_7sJ,"Volunteering Computing, a preliminary concept and project proposal",LFG Sarmenta,,1996
850,mAUD5IjmXtkJ,Personal communication,B Goyette,,1999
872,LHB5vacxZxUJ,Influence of sulphate groups in the binding of peanut agglutinin. Histochemical demonstration with  ,"JA Martinez-Menarguez, J Ballesta, M Aviles, JF  ","The Histochemical Journal,",1992
879,jOpSoGOrQnoJ,Preparation for the Role of Teacher as Part of Induction into Faculty Life and Work,S Johnston,"NEW DIRECTIONS FOR TEACHING AND LEARNING,",1997
882,6YNkvhnxOuAJ,Data Compression for Bitmap Indexes,Y Chen,,
903,MqQNwFiRyc0J,The silent crisis: the state of rain forest nature preserves,"CP van Schaik, J Terborgh, B Dugelby","See Kramer,",
915,qfuh1wl8cuIJ,â??Equations with two distinct masses,HJ Bhabha,"Phil. Mag,",
928,N_e95C7SIuYJ,The quasi-cylindrical shock tube,W Chester,,1954
930,ohrUCtSjo4EJ,Independent Components Analysis and Computational Harmonic Analysis,DL Donoho,,1998
934,T-tp8YGFOgYJ,The Hyperaccessibility of Suppressed Thoughts,"DM Wegner, R Erber","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1992
940,56e8hEtm6NcJ,The utilisation of un-cultivated rural land in southern Norway during the last 2000/2500 yearsâ?? ,D Moe,"Proceedings, Ve Congrs International de la Socit dâ?? &hellip;,",
944,Cw5kQP0ekNwJ,A Dual WM/FP System,D Kirovskiâ?¦,"Technical Report No. MSR-TR-2001-57, Microsoft Research,",
945,XeK-exduCywJ,A new efficient algorithm for computing Grobner basis,JC Faugere,"Proceedings of MEGA,",1998
950,ZE-qKY1WtEsJ,Models of light reflection for computer synthesized pictures,JF Blinn,"ACM SIGGRAPH Computer Graphics,",1977
954,9p_jhDoerZUJ,The Iliad: the Trojan war,"M Stephanides, G Stephanides",,1991
969,91aclF_THQwJ,A Mediator System for Model-based Information Integration,"B LudÃ¤scher, A Gupta, M Martone",Int. Conf.,
973,6dUWeRNSehUJ,Experimental Astronomy,"M Barbera, A Collura, A Dara, M Leone, FR Powell,  ",,1996
974,FzQJ4sjA7cYJ,Responding to Journals in a Learning Process,TJ Fenwick,"New Directions for Adult and Continuing Education,",2001
980,MMQJJCQZ4cwJ,Origin and evolution of Auchenorrhyncha (Homoptera) based upon fossil evidence,DE Shcherbakov,"Proc. 28th Int. Congr. Entomol,",
981,GEjyU8sjNbUJ,Overview of reverse engineering and reuse research,PAV Hall,"Information and Software Technology,",1992
983,2VDywjpBKAcJ,Mitigation of Denial of Service Attacks,J MÃ¶lsÃ¤,,
994,1J2ubL0l2UMJ,K: A High-Level Knowledge Base Programming Language for Advanced Database Applications,YM Shyy,,
995,81tq2S0IGYcJ,Have you hugged an editor today?,R Raskin,"PC Magazine,",
1016,0VkVsSsdtBAJ,Coordinating Mechanisms in Care Provider Groups: Relational Coordination as a Mediator and Input  ,JH Gittell,"MANAGEMENT SCIENCE,",2002
1018,nkZCOasEJyMJ,The Architecture of Simplicity,D Miller,"The Academy of Management Review,",1993
1020,RG2aEx3ey7EJ,"Mission to planet Earth/Earth Observing System reference handbook, NASA Goddard Space Flight Center, ","G Asrar, R Greenstone","MD,",
1038,DFXKdJJtFsQJ,Active storage for large-scale data mining and multimedia applications,"E Riedel, G Gibson, C Faloutsos",,
1040,QlSaVou-Zt4J,Fast Algorithms for Mining Association Rules. 20th Int,"R Agrawal, R Skrikant","Conf. on Very Large Databases (VLDB). Santiago de Chile, ",
1041,ku3xN0cfXI4J,Minimization of non-linear approximation functions,K Madsen,,1985
1042,Xap2YVYzYrQJ,An Aristotelian Understanding of Object-Oriented Programming,D Rayside,,
1045,G3QWq2T08SEJ,Analysis of SIGMODs Co-Authorship Graph,M Nascimentoâ?¦,"SIGMOD RECORD,",2003
1048,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290595%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,Report on the 5th International Workshop on Knowledge Representation Meets Databases (KRDBâ??98),A Borgida,"SIGMOD Record,",1998
1076,gUXM_DcWzX0J,Strategies and Resources for Enhancing Mentoring Relationships.,LM Golian,"New Directions for Adult and Continuing Education,",1995
1077,skrWzZpwK-QJ,First Lakhtin Memorial Lecture: International Federation for Heat Treatment and Surface Engineering,T Bell,"Zurich, Switzerland",
1081,_KH0dNRDurQJ,Bitwidth Aware Global Register Allocation,"S Tallam, R Gupta",,
1086,yGEaTajCLAgJ,Labour shortage aired at World IT Congress,P Thibodeau,"Computerworld,",
1090,mB8W6em6zi8J,Mohamed Zc aÃ¯t. Querying Shapes of Histories,"Rb akkesh Agrawal, G Psaila, EL Wimmers",,
1091,NTNnyuJeDZEJ,Formal methods are a surrogate for a more serious software concern,R Glass,"IEEE Computer,",
1113,oTBW6Du0J3wJ,VOLTAGE COLLAPSE AND TRANSIENT ENERGY FUNCTION ANALYSES OF AC/DC SYSTEMS,CA Canizares,,1991
1121,wn2O9TxUdKkJ,The effects of atmospheric turbulence on the interference of the direct and ground reflected waves,"V Ostashev, S Clifford, R Lataitis, P Blanc-Benon, ","Proc. 29th Inter-Noise, Nice,",
1128,DVosiDS4TloJ,A Vision Driven Automatic Assembly Unit: Robust Bin Picking,"G Bachler, M Berger, R Rohrer, S Scherer, A Pinz",,
1132,cwAgE7E49GQJ,Modelling Security Policies in Hypermedia and Web-Based Applications,"P Diaz, I Aedo, F Panetsos","LECTURE NOTES IN COMPUTER SCIENCE,",2001
1147,ga3PAEII_KcJ,A uniqueness result concerning a robust regularized least-squares solution,"AH Sayed, H Chen",submitted for,
1148,jksAN1GfbR8J,Formation of radiocative iodine emission at nuclear power plants with RBMK-1000 reactors,"VG Kritskii, NI Ampelogova, VI Krupennikovaâ?¦",At.,
1169,F1hM1hj0CU8J,Removal of heavy metal ions and humic substances from water by ultrafiltration membranes,"M Kabsch-Korbutowicz, T Winnicki","ENVIRONMENT PROTECTION ENGINEERING,",1995
1174,kuQbULhm4dwJ,Estimation of Parameters in Nonlinear Distributed Systems,"HT BANKS, KA MURPHY","Proceedings of the 23rd Conference on Decision and Control,  &hellip;,",
1176,IVWPCLaGIPcJ,Ramakrishnan R. Livny M (1996) BIRCH: An Efficient Data Clustering Method for Very Large Database,T Zhang,Proceedings of the 1996 ACM SIGMOD International Conference ,
1187,aovCRhocZUcJ,Bluetooth-based sensor networks,"P Bonnet, A Beaufour, MB Dydensborg, M Leopold","ACM SIGMOD Record,",2003
1205,vSWSMSSao4sJ,"Standards in Practice, Grades K-2",LK Crafton,,
1210,url:http://doi.wiley.com/10.1002/ev.1311,Where angels fear to tread and why,RA Berk,"New Directions for Program Evaluation,",1982
1213,RD9ubUNQl-QJ,Lactate production under fully aerobic conditions: the lactate shuttle during rest and exercise,GA Brooks,"Fed Proc,",1986
1231,F8AfimazwXQJ,On the destructive mechanical effects of the gas bubbles liberated by the passage of intense sound  ,FD Smith,"Phil. Mag,",
1243,qhHZQJwSm7kJ,The Notre Dame Long-Range Plan.,TO'Meara,"New Directions for Higher Education,",1984
1245,vX3zhfwtZ2wJ,Handling Summary Information in a Database Denvability,H Sato,Proc ACM,
