tid,address,authors,booktitle,date,editor,id,institution,journal,month,note,pages,publisher,tech,title,type,volume,year
102,Menlo Park:,"Fahlman S, Touretzky D and van Roggen W,","In Proc IJCAI-81,",,,102,,,,International Joint Conferences on AI.,"257-263,",,,"Cancellation in a Parallel Semantic Network,",,,
104,,"Fahlman, S. & Hinton, G.",,(1987).,,104,,"Computer,",,,100-109.,,,Connectionist architectures for artificial intelligence.,,"20,",
108,"San Mateo, CA.","Fahlman, S.",Proc. of the Connectionist Model Summer School.,(1988).,"In Touretzky, D. , Hinton, G. , and Sejnowski, T. , (eds.),",108,,,,,,"Morgan Kaufmann,",,Faster-learning variations on backpropagation: An empirical study.,,,
109,,"Fahlman, S. E.",T.,(1988).,"In G. E. Hinton,",109,,,,,,,,Faster-learning variations on back-propagation.,,,
111,"San Mateo, CA:","Fahlman, S.E.",In Proc. 1988 Connectionist Models Summer School.,(1988),,111,,,,,,Morgan Kauffman,,Faster learning variations on backpropagation: An empirical study.,,,
113,,"Fahlman, S.E.",Proceedings of the 1988 Connectionist Models Summer School.,(1988).,,113,,,,,pp. 38-51.,Morgan Kaufmann.,,Fast-Learning Variations on BackPropagation: An Empirical Study.,,,
115,San Mateo).,"Fahlman, S.E.","Proceedings of the 1988 Connectionist Models Summer School,",1989.,"In D. Touretzky, G. Hinton & T. Sejnowski, eds.",115,,,,,38-51,"(Morgan Kaufman,",,Fast-learning variations on back-propagation: an empirical study.,,,
116,"Pittsburgh, PA,","Fahlman, S.E.","Proceedings of the 1988 Connectionist Models Summer School,",1989.,"In D. Touretzky, G. Hinton & T. Sejnowski, eds.",116,,,,,38-51,"(Morgan Kaufman, San Mateo).",,Fast-learning variations on back-propagation: an empirical study.,,,
121,,Scott E. Fahlman.,,1988.,,121,"Carnegie Mellon University, School of Computer Science,",,,120 Bibliography,,,"Technical Report CMU-CS-88-162,",Faster learning variations on back-propagation: An empirical study.,,,
125,"San Mateo, CA.","Fahlman, S. E.","Proceedings of the 1988 Connectionist Models Summer School,",1989.,"In Touretzky, D., Hinton, G., and Sejnowski, T., editors,",125,,,,,"pages 38-51,","Mor-gan Kaufmann,",,Fast-learning variations on back-propagation: An empirical study.,,,
126,"San Mateo, CA,","Fahlman, S. E.","Proceedings of 1988 Connectionist Models Summer School,",,"Touretzky, D., Hinton, G and Sejnowski T. (Eds.)",126,,,,,pp. 38-51.,"Morgan Kaufmann,",,(1988) Faster-Learning Variations on Back-Propagation: An Empiri cal Study.,,,
129,"San Mateo, CA:","Fahlman, S. E.","Proceedings of the 1988 Connectionist Models Summer School,",1988.,"In D. Touretzky, G. E. Hinton, and T. J Sejnowski (Eds),",129,,,,,,"Morgan Kaufmann Publishers , 38-51,",,Faster-learning variations of backpropagation : An empirical study.,,,
136,,S. Fahlman.,"Proceedings of the 1988 Connectionist Models Summer School,",1988.,"In D. Touretzky, G. Hinton, and T. Sejnowsky, editors,",136,,,,,pages 38-51.,"Morgan-Kauffman,",,Faster-learning variations on backpropagation: an empirical study.,,,
147,"Pittsburgh, PA,",Scott E. Fahlman.,,1988.,,147,"School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,",An empirical study of learning speed in back-propagation networks.,,,
156,"Pittsburgh, PA.","Fahlman, S. E.",,1988.,,156,"School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,",An Empirical Study of Learning Speed in Backpropagation Networks.,,,
164,,"Fahlman, S.E.",In Proceedings of the 1988 Connectionist Models Summer School.,1988.,,164,,,,,,Morgan-Kaufmann.,,An Empirical Study of Learning Speed in Back-Propagation Networks.,,,
166,,Scott E. Fahlman.,,1988.,,166,"CMU Department of Computer Science,",,,,,,"Technical Report CMU-CS-88-162,",An empirical strudy of learning speed in back-propagation networks.,,,
172,"Pittsburgh, PA,",Scott E. Fahlman.,,1988.,,172,"School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,",An empirical study of learning speed in back-propagation networks.,,,
178,,S. E. Fahlman.,,1988.,,178,,,,,,,"Technical Report CMU-CS-88-162, Carnegie-Mellon Universtity Technical Report,",An empirical study of learning speed in back propagation networks.,,,
182,,"S. E. Fahlman,",,(1988).,,182,Carnegie-Mellon Computer Science Rpt.,,,,,,CMU-CS-88-162,"An Empirical Study of Learning Speed in Back-propagation Networks,",,,
189,,"Scott Fahlman,",,1988.,,189,"Department of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,","An Empirical Study of Learning Speed in BackPropagation Networks,",,,
191,,"Scott Fahlman,",,1988.,,191,"Department of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,","An Empirical Study of Learning Speed in BackPropagation Networks,",,,
193,"Pittsburgh, PA:",S.E. Fahlman and C. Lebiere:,,1991.,,193,"Carnegie-Mellon University,",,,,,,"(technical report), CMU-CS-90-100,","The Cascade-Correlation Learning Architecture,",,,
194,"Pittsburgh, PA:",S.E. Fahlman and C. Lebiere:,,1991.,,194,"Carnegie-Mellon University,",,,,,,"(technical report),  CMU-CS-90-100,","The Cascade-Correlation Learning Architecture,",,,
195,"Pittsburgh, PA 15213.","Fahlman, S. E. & Lebiere, C.",,"(1990),",,195,"School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-90-100,","The Cascade-Correlation learning architec ture,",,,
199,"Pittsburgh, PA.","Fahlman, S. E. and Lebiere, C.",,(1990).,,199,"School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",The Cascade-Correlation learning architecture.,,,
201,"Pittsburgh, PA.","Fahlman, S. E. and Lebiere, C.",,(1990).,,201,"School of Computer Science, Carnegie-Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",The Cascade-correlation Learning Architecture.,,,
209,"Pittsburgh, PA 15213.","Fahlman, S. and Lebiere, C.",,(1990).,,209,"School of Computer Science, Carnegie-Mellon University,",,,,,,"CMU-CS-90-100,",The Cascade-Correlation Learning Architecture.,,,
210,"Pittsburgh, PA 15213,","S. E. Fahlman and C. Lebiere,",,1990.,,210,"School of Computer Science, Carnegie Mellon University,",,,,,,"Tech. Rep.  CMU-CS-90-100,","The Cascade-Correlation learning architecture,",,,
212,,"S. E. Fahlman and C. Lebiere,",,1990,,212,,,,,,,"Technical Report:  CMU-CS-90-100,","The Cascade-Correlation Learning Architecture,",,,
216,"Pittsburgh, PA,","Fahlman, S. E., and Lebiere, C.",,1990.,,216,"School of Computer Science, Carnegie Mellon University,",,,,,,"Tech. Rep.  CMU-CS-90-100,",The Cascade-Correlation learning architecture.,,,
217,"Pittsburgh, PA,","Fahlman, S. E., and Lebiere, C.",,1990.,,217,"School of Computer Science, Carnegie Mellon University,",,,,,,"Tech. Rep.  CMU-CS-90-100,",The Cascade-Correlation learning architecture.,,,
218,"Pittsburgh, PA,","Fahlman, S. E., and Lebiere, C.",,1990.,,218,"School of Computer Science, Carnegie Mellon University,",,,,,,"Tech. Rep.  CMU-CS-90-100,",The Cascade-Correlation learning architecture.,,,
219,"Pittsburgh, PA,","Fahlman, S. E., and Lebiere, C.",,1990.,,219,"School of Computer Science, Carnegie Mellon University,",,,,,,"Tech. Rep.  CMU-CS-90-100,",The Cascade-Correlation learning architecture.,,,
220,,S.E. Fahlman and C. Lebiere.,,1990.,,220,"Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",The cascade-correlation learning architecture.,,,
228,"Pittsburgh, PA 15213.","Fahlman, S. and Lebiere, C.",,(1990).,,228,"School of Computer Science, Carnegie-Mellon University,",,,,,,"CMU-CS-90-100,",The Cascade-Correlation Learning Architecture.,,,
230,"Pittsburgh, PA 15213,",S. E. Fahlman and Christian Lebiere.,,1990.,,230,"School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",The cascade-correlation learning architecture.,,,
231,,"S. Fahlman and C. Lebiere,",,1990.,,231,,,,,,,"CMU Tech Report CMU-CS-90-100,","The Cascade-Correlation Learning Architecture,",,,
233,"Pittsburgh, PA 15213.","Fahlman, S. and Lebiere, C.",,(1990).,,233,"School of Computer Science, Carnegie-Mellon University,",,,,,,"CMU-CS-90-100,",The Cascade-Correlation Learning Architecture.,,,
235,"Pittsburgh, PA,","S. Fahlman and C. Lebiere,",,1990.,,235,"School of Computer Science, Carnegie-Mellon University,",,,,,,"Tech. Rep.  CMU-CS-90-100,","The cascade-correlation learning architecture,",,,
251,"San Mateo, CA.","Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,",251,,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,
252,"San Mateo, CA.","Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,",252,,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,
256,"San Mateo, CA.","Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,",256,,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,
257,"San Mateo, CA.","Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,",257,,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,
258,"San Ma-teo, CA.","Fahlman, S. & Lebiere, C.",Advances in Neural Information Processing Systems (volume 2).,(1989).,"In Touretzky, D., editor,",258,,,,,,"Morgan Kaufmann,",,The cascade-correlation learning architecture.,,,
260,"Palo Alto, CA.","Fahlman, S. & Lebiere, C.",Advances in Neural Information Processing Systems (volume 2).,(1990).,"In Touretzky, D., editor,",260,,,,,,"Morgan Kaufmann,",,The cascade-correlation learning architecture.,,,
268,,"Fahlman, S. E. & Lebiere, C.","In Advances in Neural Information Processing Systems,",(1990).,,268,,,,,(pp.  524532).,,,The cascade correlation architecture.,,Volume 2,
269,"Denver,","Fahlman, S. E. & Lebiere, C.","In Advances in Neural Information Processing Systems,",1989.,,269,,,,,"pages 524-532,",CO. Morgan Kaufmann.,,The cascade-correlation learning architecture.,,"volume 2,",
270,,"Fahlman, S. E. and Lebiere, C.","In Advances in Neural Information Processing Systems,",(1990),"Touretzky, D. S. ed.",270,,,,,pp. 524-532.,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,"vol. 2,",
272,,"Fahlman, S. E. and Lebiere, C.",In Neural Information Processing Systems,1990.,"Touretzky, D. S. (ed).",272,,,,,pp 524-532.,"Morgan-Kauffman,",,The Cascade Correlation Learning Architecture.,,2.,
276,,"Fahlman, S. E. and Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky (Ed.),",276,,,,,,Morgan Kauffman.,,The cascade-correlation learning architecture.,,2.,
280,,"Fahlman, S. E., & Lebiere, C.","Advances in 43 Neural Information Processing Systems,",(1990).,,280,,,,,524-532.,,,The cascade correlation architecture.,,"2,",
283,"San Mateo, CA:","Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,D. S. Touretzky (Ed.),283,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,Vol. 2).,
284,,"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,,284,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,2.,
287,"San Mateo, CA:","Fahlman, S. E., and Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky, D. S., editor,",287,,,,,524-532.,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,"2,",
293,"San Mateo, CA:","Fahlman, S. E., and Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky, D. S., editor,",293,,,,,524-532.,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,"2,",
294,,"Fahlman, S. and Lebiere C.",,(1991).,,294,,,,,,,,The Cascade Correlation Learning Architecture.,,,
298,,"Fahlman, S. and Lebiere, C.",Advances in Neural Information Processing Structures,(1990).,"In Touretzky, D. S., editor,",298,,,,,pages 524-532.,Mor-gan Kaufmann.,,The cascade-correlation architecture.,,"2,",
306,"Denver, CO.","Fahlman, S., and Lebiere, C.",In Advances in Neural Information Processing Systems,(1989).,,306,,,,,524-532.,,,The cascade-correlation learning architecture.,,"2,",
315,"Denver, CO,",S. Fahlman and C. Lebiere.,In Adv. in Neural Info. Processing Systems,1989.,,315,,,,,"pages 524-532,",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,volume2,
320,"San Mateo, 1990.",S.E. Fahlman and C. Lebiere.,"Advances in Neural Information Processing Systems,",,"Touretzky, editor,",320,,,,,"pages 524-532,",Morgan Kaufmann.,,The cascade-correlation learn-ing architecture. In D.S.,,"volume 2,",
322,"Denver, CO","S. E. Fahlman and C. Lebiere,","In Advances in Neural Information Processing Systems,","(1989),",,322,,,,,524-532.,,,"The Cascade-Correlation Learning Architecture,",,"volume 2,",
332,,S.E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,ed. D.S. Touretsky.,332,,,,,"524-532,",,,The cascade-correlation learning architecture.,,"2,",
340,"San Mateo, CA,",S. E. Fahlman and C. Lebiere.,"Advances in Neural Information Processing Systems,",1990.,"In D. S. Touretzky, editor,",340,,,,,"pages 524-532,",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,"volume 2,",
346,"Los Altos, CA.","Fahlmann, Scott, C. Lebiere.",in Advances in Neural Information Processing,,,346,,,,,pp. 524-532.,Morgan Kaufmann Publishers:,,The Cascade-Correlation Learning Architechture.,,2.,
349,,Scott E. Fahlman and Christian Lebiere.,"In [13],",1990.,,349,,,,,"pages 524-532,",,,The Cascade-Correlation learning architec-ture.,,,
350,,Scott E. Fahlman and Christian Lebiere.,"In [13],",1990.,,350,,,,,"pages 524-532,",,,The Cascade-Correlation learning architec-ture.,,,
352,"San Mateo, CA,",S.E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,"In D. S. Touretzky, editor,",352,,,,,"pages 524-532,","IEEE, Morgan Kaufmann.",,The cascade-correlation learning architecture.,,"2,",
356,"San Mateo, CA:","Fahlman, S.E. and Lebiere, C.","Advances in Neural Information Processing,","1990,","D.S. Touretzky, (Ed.)",356,,,,,pp. 524-532.,"Morgan Kauffman,",,"The cascade-correlation learning architecture,",,"vol. 2,",
358,,S.E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,"In D. S. Touretzky, editor,",358,,,,,,"Morgen Kaufmann,",,The cascade-correlation learning architecture.,,2.,
363,"San Mateo, CA,",S. E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Structures,1990.,"In D. S. Touretsky, editor,",363,,,,,pages 524532.,"Morgan Kauf mann,",,The cascade-correlation architecture.,,"2,",
367,,Scott E. Fahlman and Christian Lebiere.,"In [22],",1990.,,367,,,,38 REFERENCES,"pages 524-532,",,,The Cascade-Correlation learning architecture.,,,
375,,Scott E. Fahlman and Christian Lebiere.,In Advances in Neural Information Processing Systems,1990.,"Touretzky, Ed.",375,,,,,,"Morgan Kauffman,",,The Cascade-Correlation Learning Architecture.,,"2,",
378,,Scott E. Fahlman and Christian Lebiere.,"In Advances in Neural Information Processing Systems II,",1990.,,378,,,,,pages 524-532.,"Morgan Kauf-man,",,The cascade-correlation learning architecture.,,,
379,"San Mateo, CA,",S. E. Fahlman and C. Lebiere.,Neural Information Processing Systems,1990.,"In D.S. Touretzky, editor,",379,,,,,pages 524-532.,"Morgan-Kauffman,",,The cascade correlation learning algorithm.,,"2,",
380,"San Mateo, CA,",S. Fahlman and C. Lebiere.,"Advances in Neural Information Processing Systems,",1990.,"In D. Touretzky, editor,",380,,,,,"pages 524-532,","IEEE, Morgan Kaufmann,",,The cascade-correlation learning architecture.,,,
381,"San Mateo, CA,",S. Fahlman and C. Lebiere.,"Advances in Neural Information Processing Systems,",1990.,"In D. Touretzky, editor,",381,,,,,"pages 524-532,","IEEE, Morgan Kaufmann,",,The cascade-correlation learning architecture.,,,
387,,"Fahlman, S. E. & Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky (Ed.),",387,,,,,,Morgan Kauffman.,,The cascade-correlation learning architecture.,,2.,
389,,"Fahlman, S. E. and Lebiere, C.",In Neural Information Systems,1990.,"Touretzky, D. S. (ed).",389,,,,,pp 524-532.,"Morgan-Kauffman,",,The Cascade Correlation Learning Architecture.,,2.,
391,San Mateo:,"Fahlman, S.E. and Lebiere C.","In Advances in Neural Information Processing Systems II (Denver 1989),","(1990),","ed. D.S. Touretzky,",391,,,,,524-532.,Morgan Kaufmann.,,The Cascade-Correlation Learning Architecture.,,,
394,,S. E. Fahlman and C. Lebiere,"in Advances in Neural Information Systems II,","1990,","D. E. Touretzky, ed.",394,,,,,pp. 524-532,Morgan Kaufmann.,,"The Cascade-Correlation Learning Architecture,",,,
398,"San Mateo, CA:","Fahlman, S. E.",Advances in Neural Information Processing Systems,(1991).,"In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors,",398,,,,,190-205.,Morgan Kaufmann.,,The recurrent cascade-correlation architecture.,,"3,",
399,"San Mateo, CA:","Fahlman, S. E.",Advances in Neural Information Processing Systems,(1991).,"In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors,",399,,,,,190-205.,Morgan Kaufmann.,,The recurrent cascade-correlation architecture.,,"3,",
405,"San Mateo, California,",Scott E. Fahlman.,Advances in Neural Information Processing Systems,1991.,"In R. P. Lipp-mann, J. E. Moody, and D. S. Touretzky, editors,",405,,,,,"pages 190-196,",Morgan Kaufmann Publishers.,,The recurrent cascade-correlation architecture.,,"3,",
409,"San Mateo, California,",Scott E. Fahlman.,Advances in Neural Information Processing Systems,1991.,"In R. P. Lippmann, J. E. Moody, and D. S. Touretzky, editors,",409,,,,,"pages 190-196,",Morgan Kaufmann Publishers.,,The recurrent cascade-correlation architecture.,,"3,",
415,,Scott E. Fahlman and David B. McDonald.,"Advanced Language Implementation,",1991.,"In Peter Lee, editor,",415,,,,,pages 137-156.,"The MIT Press,",,Design considerations for CMU common lisp.,,"chapter 6,",
416,,Scott E. Fahlman and David B. McDonald.,"Advanced Language Implementation,",1991.,"In Peter Lee, editor,",416,,,,,pages 137-156.,"The MIT Press,",,Design considerations for CMU common lisp.,,"chapter 6,",
424,,"S. E. Fahlman, L. D. Baker and J. A. Boyan,",,1996.,,424,"CMU-CS-TR-96-184, Carnegie Mellon University,",,,,,,"Technical Report,","The Cascade 2 Learning Architecture,",,,
425,,"S. E. Fahlman, L. D. Baker and J. A. Boyan,",,1996.,,425,"CMU-CS-TR-96-184, Carnegie Mellon University,",,,,,,"Technical Report,","The Cascade 2 Learning Architecture,",,,
428,,"R. Forchheimer and O. Fahlander,","in Proceedings Picture Coding Symposium (PCS-83), Davis,",1983,,428,,,,,"pp. 113-114,",,,"Low bit-rate coding through animation,",,,
436,"New York, NY","Knoop, J. and Steffen, B.,","in Proceedings of the Fourth International Conference on Compiler Construction,",(1992).,"U. Kastens and P. Pfahler, ed.",436,,,,"Lecture Notes in Computer Science,",pp.125-140,"Springer-Verlag,",,"The interprocedural coincidence theorem,",,"Vol. 641,",
439,"New York, NY","Knoop, J. and Steffen, B.,","in Proc. of the Fourth Int. Conf. on Comp. Construct.,",(1992).,U. Kastens and P. ed.,439,,,,"Lec. Notes in Comp. Sci.,","5-7,","Pfahler,Springer-Verlag,",,"The interprocedural coincidence theorem,",,"Vol. 641,",
442,"S pringer-Verlag, New York, NY","Knoop, J. and Steffen, B.,","in Proceedings of the Fourth International Conference on Compiler Construction,",(1992).,U. Kastens and P. ed.,442,,,,"Lecture Notes in Computer Science,",pp.125-140,"Pfahler,",,"The interprocedural coincidence theorem,",,"Vol. 641,",
452,,"Kriegel, H.P., Heep S., Fahldiek A., Mysliwitz N.","Proc. 4th Int. Conf. DEXA 1993,",,,452,,,,,pp. 349-360.,,,Query Processing of Geometric Objects with Free Form Boundaries in Spatial Databases.,,,
454,"Paderborn, Germany,","K.G. Langendoen and P.H. Hartel, FCG:","Proceedings of the International Workshop on Compiler Construction,",1992.,"Springer Verlag LNCS 641, U. Kastens and P. Pfahler (eds),",454,,,,,"pp 278-296,",,,"a code generator for lazy functional languages, in Compiler construction (CC),",,,
455,,"David B. McDonald, Scott E. Fahlman, and Skef Wholey.",,1988.,,455,"Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-87-157,",Internal design of cmu common lisp on the IBM RT PC.,,,
460,,"Poggio, T., Fahle, M., and Edelman, S.",,(1992).,,460,,"Science,",,,1018-1021.,,,Fast perceptual learning in visual hyperacuity.,,256,
461,,"Poggio, T., Fahle, M., and Edelman, S.",,(1992).,,461,,"Science,",,,1018-1021.,,,Fast perceptual learning in visual hyperacuity.,,256,
462,,"Poggio, T., Fahle, M., and Edelman, S.",,(1992).,,462,,"Science,",,,1018-1021.,,,Fast perceptual learning in visual hyperacuity.,,256,
465,,"T. Poggio, M. Fahle, and S. Edelman.",,1992.,,465,,"Science,",,,"1018-1021,",,,Fast Per ceptual Learning in Visual Hyperacuity.,,256,
468,,"T. Poggio, S. Edelman, and M. Fahle.",,1992.,"Y. Aloimonos (Ed.),",468,,,,,"22-30,",,,"Learning of visual modules from examples: A framework for understanding adaptive visual performance. CVGIP: Image Understanding, Special Issue on Purposive, Qualitative, Active Vision,",,56,
474,"Massachusetts,","Steele, Guy L., Jr., Fahlman, Scott E., Gabriel, Richard P., Moon, David A., Weinreb, Daniel L., Bobrow, Daniel G., DeMichiel, Linda G., Keene, Sonya E., Kiczales, Gregor, Perdue, Crispin, Pitman, Kent M., Waters, Richard C., and White, Jon L.",,1990).,,474,,,,,,"Digital Press (Bedford,",,Common Lisp: The Language (Second Edition).,,,
477,"Bedford, Massachusetts,","Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White.",,1990.,,477,,,,"ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72",,"Digital Press,",,,,,
478,"Bedford, Massachusetts,","Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White.",,1990.,,478,,,,"ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72",,"Digital Press,",,,,,
