tid,address,authors,booktitle,date,editor,id,institution,journal,month,note,pages,publisher,tech,title,type,volume,year
115,San Mateo).,"Fahlman, S.E.","Proceedings of the 1988 Connectionist Models Summer School,",1989.,"In D. Touretzky, G. Hinton & T. Sejnowski, eds.",115,,,,,38-51,"(Morgan Kaufman,",,Fast-learning variations on back-propagation: an empirical study.,,,
116,"Pittsburgh, PA,","Fahlman, S.E.","Proceedings of the 1988 Connectionist Models Summer School,",1989.,"In D. Touretzky, G. Hinton & T. Sejnowski, eds.",116,,,,,38-51,"(Morgan Kaufman, San Mateo).",,Fast-learning variations on back-propagation: an empirical study.,,,
119,"San Mateo, 1989.",S.E. Fahlman.,"Proceedings of the 1988 Connectionist Models Summer School,",,"In D. Touret-zky, G. Hinton, and T. Sejnowski, editors,",119,,,,,"pages 38-51,",Morgan Kaufmann.,,Fast-learning variations on back-propagation: An empirical study.,,,
121,,Scott E. Fahlman.,,1988.,,121,"Carnegie Mellon University, School of Computer Science,",,,120 Bibliography,,,"Technical Report CMU-CS-88-162,",Faster learning variations on back-propagation: An empirical study.,,,
125,"San Mateo, CA.","Fahlman, S. E.","Proceedings of the 1988 Connectionist Models Summer School,",1989.,"In Touretzky, D., Hinton, G., and Sejnowski, T., editors,",125,,,,,"pages 38-51,","Mor-gan Kaufmann,",,Fast-learning variations on back-propagation: An empirical study.,,,
136,,S. Fahlman.,"Proceedings of the 1988 Connectionist Models Summer School,",1988.,"In D. Touretzky, G. Hinton, and T. Sejnowsky, editors,",136,,,,,pages 38-51.,"Morgan-Kauffman,",,Faster-learning variations on backpropagation: an empirical study.,,,
141,"San Mateo, CA,",S. E. Fahlman.,"Connectionist Models Summer School: 1988 Proceedings,",,"In D. S. Touretzky, G. E. Hinton, and Sejnowski, editors,",141,,,,,"pages 38-51,",Morgan Kaufmann.,,Fast-learning variations on back-propagation: An empirical study.,,,
149,"Pittsburg, PA.","Fahlman, S. E.",,(1988),,149,"Department of Computer Science, Carnegie-Mellon University,",,,,,,Technical Report CMU-CS-88-182.,An empirical study of learning speed in backpropagation networks.,,,
157,"Pittsburgh, PA.","Fahlman, S.E.",,,,157,"Department of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report,","(1988) An Empirical Study of Learning Speed in BackPropagation Networks (CMU-CS-88-162),",,,
162,,"Fahlman, Scott.",,1988.,,162,"Department of Computer Science, Carnegie Mellon University.",,,,,,"Technical Report CMU-CS-88-162,",An empirical study of learning speed in back-propagation networks.,,,
167,,S. Fahlman.,,1988.,,167,"Carnegie Mellon University,",,,,,,"Technical report,",An empirical study of learning speed in back-propagation networks.,,,
175,"Pittsburgh, PA 15213,",Scott E. Fahlman.,,1988.,,175,"School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,",An empirical study of learning speed in back-propagation networks.,,,
177,"Pittsburgh, PA,","Fahlman, S.:",,1988.,,177,"Carnegie Mellon University,",,,,,,"CMU-CS-88-162,","An Empirical Study of Learning Speed in Back-Propagation Networks,",,,
186,,"S. E. Fahlman,",,"1988,",,186,,,,,,,CMU-CS-88-162.,"of Learning Speed in Back-Propagation Networks,",,,
187,"Pittsburgh, PA.","Fahlman, Scott E.",,1988.,,187,"Computer Science Department, Carnegie Mellon University,",,,,,,Technical Report CMU-CS-88-162.,An Empirical Study of Learning Speed in Back-Propagation Networks.,,,
190,,"Scott Fahlman,",,1988.,,190,"Department of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,","An Empirical Study of Learning Speed in BackPropagation Networks,",,,
191,,"Scott Fahlman,",,1988.,,191,"Department of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-88-162,","An Empirical Study of Learning Speed in BackPropagation Networks,",,,
193,"Pittsburgh, PA:",S.E. Fahlman and C. Lebiere:,,1991.,,193,"Carnegie-Mellon University,",,,,,,"(technical report), CMU-CS-90-100,","The Cascade-Correlation Learning Architecture,",,,
194,"Pittsburgh, PA:",S.E. Fahlman and C. Lebiere:,,1991.,,194,"Carnegie-Mellon University,",,,,,,"(technical report),  CMU-CS-90-100,","The Cascade-Correlation Learning Architecture,",,,
195,"Pittsburgh, PA 15213.","Fahlman, S. E. & Lebiere, C.",,"(1990),",,195,"School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-90-100,","The Cascade-Correlation learning architec ture,",,,
196,"Pittsburgh, PA 15213.","Fahlman, S. E. & Lebiere, C.",,"(1990),",,196,"School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-90-100,","The Cascade-Correlation learning architecture,",,,
198,"Pittsburgh, PA 15213.","Fahlman, S. E. and Lebiere, C.",,(1990).,,198,"School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",The Cascade-Correlation learning architecture.,,,
207,"Pitts-burgh,PA",S. E. Fahlman and C. Lebiere.,,1990.,,207,"School of Computer Science, Carnegie-Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",The cascade-correlation learning architecture.,,,
216,"Pittsburgh, PA,","Fahlman, S. E., and Lebiere, C.",,1990.,,216,"School of Computer Science, Carnegie Mellon University,",,,,,,"Tech. Rep.  CMU-CS-90-100,",The Cascade-Correlation learning architecture.,,,
219,"Pittsburgh, PA,","Fahlman, S. E., and Lebiere, C.",,1990.,,219,"School of Computer Science, Carnegie Mellon University,",,,,,,"Tech. Rep.  CMU-CS-90-100,",The Cascade-Correlation learning architecture.,,,
228,"Pittsburgh, PA 15213.","Fahlman, S. and Lebiere, C.",,(1990).,,228,"School of Computer Science, Carnegie-Mellon University,",,,,,,"CMU-CS-90-100,",The Cascade-Correlation Learning Architecture.,,,
232,"Pittsburgh, PA 15213.","Fahlman, S. and Lebiere, C.",,(1990).,,232,"School of Computer Science, Carnegie-Mellon University,",,,,,,"CMU-CS-90-100,",The Cascade-Correlation Learning Architecture.,,,
235,"Pittsburgh, PA,","S. Fahlman and C. Lebiere,",,1990.,,235,"School of Computer Science, Carnegie-Mellon University,",,,,,,"Tech. Rep.  CMU-CS-90-100,","The cascade-correlation learning architecture,",,,
236,"Pittsburgh, PA 15213,",S.E. Fahlman and C. Lebiere.,,1991.,,236,"School of Computer Science Carnegie Mellon University,",,,,,,"Technical report,",The cascade-correlation learning architecture.,,,
240,"Pittsburgh, PA,",S. E. Fahlman and C. Lebiere.,,1990.,,240,"School of Computer Science, Carnegie-Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",The cascade-correlation learning architecture.,,,
241,"Pittsburgh, PA,",Scott E. Fahlman and Christian Lebiere.,,1990.,,241,"School of Computer Science, Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",The Cascade-Correlation learning architecture.,,,
242,"Pittsburgh, PA.","Fahlman, S. E. & Lebiere, C.",,(1990).,,242,"School of Computer Science, Carnegie-Mellon University,",,,,,,"Technical Report CMU-CS-90-100,",The Cascade-correlation Learning Architecture.,,,
248,,Scott E. Fahlman and Christian Lebiere.,"In ,",1990.,,248,,,,,"pages 524-532,",,,The Cascade-Correlation learning architecture.,,,
260,"Palo Alto, CA.","Fahlman, S. & Lebiere, C.",Advances in Neural Information Processing Systems (volume 2).,(1990).,"In Touretzky, D., editor,",260,,,,,,"Morgan Kaufmann,",,The cascade-correlation learning architecture.,,,
263,"San Mateo, CA.","Fahlman, S. E. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,",263,,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,
269,"Denver,","Fahlman, S. E. & Lebiere, C.","In Advances in Neural Information Processing Systems,",1989.,,269,,,,,"pages 524-532,",CO. Morgan Kaufmann.,,The cascade-correlation learning architecture.,,"volume 2,",
276,,"Fahlman, S. E. and Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky (Ed.),",276,,,,,,Morgan Kauffman.,,The cascade-correlation learning architecture.,,2.,
281,,"Fahlman, S. E., & Lebiere, C.","Advances in Neural Information Processing Systems,",(1990).,,281,,,,,524-532.,,,The cascade correlation architecture.,,"2,",
282,"San Mateo, CA:","Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,D. S. Touretzky (Ed.),282,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,Vol. 2).,
283,"San Mateo, CA:","Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,D. S. Touretzky (Ed.),283,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,Vol. 2).,
284,,"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,,284,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,2.,
285,"San Mateo, CA.","Fahlman, S. E., & Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky, D. S. (Ed.),",285,,,,,pp. 524-532.,"Morgan Kaufmann,",,The cascade-correlation learning architecture.,,"2,",
287,"San Mateo, CA:","Fahlman, S. E., and Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky, D. S., editor,",287,,,,,524-532.,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,"2,",
289,"San Mateo, CA:","Fahlman, S. E., and Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky, D. S., editor,",289,,,,,524-532.,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,"2,",
311,"Denver, Colorado.","Fahlmann, S. E. and Lebiere, C.","In Advances in Neural Information Processing Systems 2 (NIPS-2),",(1989).,,311,,,,,,,,The cascade-correlation learning architecture.,,,
314,,Fahlman S. and Lebiere C.,Advances in Neural Information Processing Systems,(1990).,"In D. Touretzky (Ed),",314,,,,,,Morgan Kaufmann.,,The Cascade Correlation Learning Architecture.,,"volume2,",
322,"Denver, CO","S. E. Fahlman and C. Lebiere,","In Advances in Neural Information Processing Systems,","(1989),",,322,,,,,524-532.,,,"The Cascade-Correlation Learning Architecture,",,"volume 2,",
328,,"S. Fahlman and C. Lebiere,",in Advances in Neural Information Processing Systems,1990.,"(D. Touretzky, ed.),",328,,,,"(San Mateo),","pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"vol. 2,",
332,,S.E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,ed. D.S. Touretsky.,332,,,,,"524-532,",,,The cascade-correlation learning architecture.,,"2,",
341,"San Mateo, CA,",S. E. Fahlman and C. Lebiere.,"Advances in Neural Information Processing Systems,",1990.,"In D. S. Touretzky, editor,",341,,,,,"pages 524-532,",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,"volume 2,",
342,San Mateo:,"Fahlman, S.E. and Lebiere C.","In Advances in Neural Information Processing Systems II (Denver 1989),","(1990),","ed. D.S. Touretzky,",342,,,,,524-532.,Morgan Kaufmann.,,The Cascade-Correlation Learning Architecture.,,,
345,"San Mateo, CA,","Fahlman, S. E. and Lebiere, C.","Advances in Neural Information Processing Systems,",1990.,"In Touretzky, D., editor,",345,,,,,pages 524-532.,"Morgan Kaufmann,",,The cascade-correlation learning architecture.,,"volume 2,",
349,,Scott E. Fahlman and Christian Lebiere.,"In [13],",1990.,,349,,,,,"pages 524-532,",,,The Cascade-Correlation learning architec-ture.,,,
353,"San Mateo, CA,",S.E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,"In D. S. Touretzky, editor,",353,,,,,"pages 524-532,","IEEE, Morgan Kaufmann.",,The cascade-correlation learning architecture.,,"2,",
355,,"S. Fahlman and C. Lebiere,",in Neural Information Systems,1990.,"Ed.,  D. Touretzky,",355,,,,,pp. 524-532.,"Morgan-Kauffman,",,"The cascade correlation learning algorithm,",,"2,",
360,"San Mateo, CA:","Fahlman, S. E., and Lebiere, C.",Advance in Neural Information Processing Systems,1990.,"(Ed) In Touretzky, D.",360,,,,,"524-532,","Morgan Kaufmann Publishers,",,The Cascade-Correlation Learning Architecture.,,"Vol 2,",
364,San Mateo.,S. Fahlman and C. Lebiere.,"Advances in Neural Information Processing Systems,","1989, 1990.","In D. Touretzky, editor,",364,,,,,"pages 524-532,","Morgan Kaufmann,",,The cascade-correlation learning architecture.,,"volume 2,",
371,"(San Mateo, CA),","S. Fahlman,",in Advances in Neural Information Processing Systems,1990.,"D. Touretzky, ed.",371,,,,,"pp. 524- ed.532,","Morgan Kaufmann Publishers,",,"The cascade-correlation learning architecture,",,2,
379,"San Mateo, CA,",S. E. Fahlman and C. Lebiere.,Neural Information Processing Systems,1990.,"In D.S. Touretzky, editor,",379,,,,,pages 524-532.,"Morgan-Kauffman,",,The cascade correlation learning algorithm.,,"2,",
387,,"Fahlman, S. E. & Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky (Ed.),",387,,,,,,Morgan Kauffman.,,The cascade-correlation learning architecture.,,2.,
388,San Francisco:,"Fahlman, S., and Lebiere, C.,","Advances in Neural Information Processing Systems,",1990.,"in Touretzky, D., (ed.),",388,,,,,"pp. 524-532,","Morgan Kaufmann,",,"The Cascade-Correlation Learning Architecture,",,"2,",
392,"Denver, Colorado,",S. E. Fahlman and Lebiere C.,in Neural Information Processing Systems,"(1990),","Editors D. Touretzky,",392,,,,,pp. 524-532.,"Morgan Kauf-mann Publishers, Inc.,",,"The Cascade-Correlation Learning Architecture,",,"2,",
393,"Denver, Colorado,","S. E. Fahlman and C. Lebiere,",in Neural Information Processing Systems,"1990,","Editors D. Touretzky,",393,,,,,pp. 524-532.,"Morgan Kaufmann Publishers, Inc.,",,"The Cascade-Correlation Learning Architecture,",,"2,",
399,"San Mateo, CA:","Fahlman, S. E.",Advances in Neural Information Processing Systems,(1991).,"In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors,",399,,,,,190-205.,Morgan Kaufmann.,,The recurrent cascade-correlation architecture.,,"3,",
402,"San Mateo, CA:","Fahlman, S. E.",Advances in Neural Information Processing Systems,(1991).,"In Lippmann, R. P., Moody, J. E., and Touretzky, D. S., editors,",402,,,,,pages 190-196.,Morgan Kaufmann.,,The recurrent cascade-correlation learning algorithm.,,"3,",
410,"San Mateo, California,",Scott E. Fahlman.,Advances in Neural Information Processing Systems,1991.,"In R. P. Lippmann, J. E. Moody, and D. S. Touretzky, editors,",410,,,,,"pages 190-196,",Morgan Kaufmann Publishers.,,The recurrent cascade-correlation architecture.,,"3,",
414,"(San Mateo, CA),","S. Fahlman,",in Advances in Neural Information Pro--cessing Systems,1991.,"R. Lippmann, J. Moody, and D. Touretzky, eds.",414,,,,,"pp. 190-196,","Morgan Kaufmann Publishers,",,"The recurrent cascade-correlation architecture,",,3,
416,,Scott E. Fahlman and David B. McDonald.,"Advanced Language Implementation,",1991.,"In Peter Lee, editor,",416,,,,,pages 137-156.,"The MIT Press,",,Design considerations for CMU common lisp.,,"chapter 6,",
421,,Scott E. Fahlman.,"Innovative Applications of Massive Parallelism,",1993.,"In James Geller, editor,",421,Stanford University.,,,"Working Notes, Spring Symposium Series,",pages 85-89.,"AAAI,",,Some thoughts on NETL 15 years later.,,,
427,,"Fahln, L.E.; C.G.Brown; O.Stahl; C.Carlsson.",In proceedings of the InterCHI93 conference (Amsterdam).,1993.,,427,,,,,43-48.,"ACM, NY:",,A Space Based Model for User Interaction in Shared Synthetic Environments.,,,
428,,"R. Forchheimer and O. Fahlander,","in Proceedings Picture Coding Symposium (PCS-83), Davis,",1983,,428,,,,,"pp. 113-114,",,,"Low bit-rate coding through animation,",,,
435,"New York, NY","Knoop, J. and Steffen, B.,","in Proceedings of the Fourth International Conference on Compiler Construction,",(1992).,"U. Kastens and P. Pfahler, ed.",435,,,,"Lecture Notes in Computer Science,",pp. 125-140,"Springer-Verlag,",,"The interprocedural coincidence theorem,",,"Vol. 641,",
436,"New York, NY","Knoop, J. and Steffen, B.,","in Proceedings of the Fourth International Conference on Compiler Construction,",(1992).,"U. Kastens and P. Pfahler, ed.",436,,,,"Lecture Notes in Computer Science,",pp.125-140,"Springer-Verlag,",,"The interprocedural coincidence theorem,",,"Vol. 641,",
439,"New York, NY","Knoop, J. and Steffen, B.,","in Proc. of the Fourth Int. Conf. on Comp. Construct.,",(1992).,U. Kastens and P. ed.,439,,,,"Lec. Notes in Comp. Sci.,","5-7,","Pfahler,Springer-Verlag,",,"The interprocedural coincidence theorem,",,"Vol. 641,",
443,"New York, NY","Knoop, J. and Steffen, B.,","in Proceedings of the Fourth International Conference on Compiler Construction,",(1992).,U. Kastens and P. ed.,443,,,,"Lecture Notes in Computer Science,",pp.125-140,"Pfahler,Springer-Verlag,",,"The interprocedural coincidence theorem,",,"Vol. 641,",
451,,"Kriegel, H.P., Heep S., Fahldiek A., Mysliwitz N.","Proc. 4th Int. Conf. DEXA 1993,",,,451,,,,,pp. 349-360.,,,Query Processing of Geometric Objects with Free Form Boundaries in Spatial Databases.,,,
454,"Paderborn, Germany,","K.G. Langendoen and P.H. Hartel, FCG:","Proceedings of the International Workshop on Compiler Construction,",1992.,"Springer Verlag LNCS 641, U. Kastens and P. Pfahler (eds),",454,,,,,"pp 278-296,",,,"a code generator for lazy functional languages, in Compiler construction (CC),",,,
455,,"David B. McDonald, Scott E. Fahlman, and Skef Wholey.",,1988.,,455,"Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-87-157,",Internal design of cmu common lisp on the IBM RT PC.,,,
461,,"Poggio, T., Fahle, M., and Edelman, S.",,(1992).,,461,,"Science,",,,1018-1021.,,,Fast perceptual learning in visual hyperacuity.,,256,
463,,"Poggio, T., Fahle, M., and Edelman, S.",,(1992b).,,463,,"Science,",,,1018-1021.,,,Fast perceptual learning in visual hyperacuity.,,256,
465,,"T. Poggio, M. Fahle, and S. Edelman.",,1992.,,465,,"Science,",,,"1018-1021,",,,Fast Per ceptual Learning in Visual Hyperacuity.,,256,
474,"Massachusetts,","Steele, Guy L., Jr., Fahlman, Scott E., Gabriel, Richard P., Moon, David A., Weinreb, Daniel L., Bobrow, Daniel G., DeMichiel, Linda G., Keene, Sonya E., Kiczales, Gregor, Perdue, Crispin, Pitman, Kent M., Waters, Richard C., and White, Jon L.",,1990).,,474,,,,,,"Digital Press (Bedford,",,Common Lisp: The Language (Second Edition).,,,
477,"Bedford, Massachusetts,","Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White.",,1990.,,477,,,,"ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72",,"Digital Press,",,,,,
483,"Pittsburgh, PA,","Thrun, S.B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzerowski, S., Fahlman, S.E., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R.S., Mitchell, T., Pachowicz, P., Vafaie, H., Van de Velde, W., Wenzel, W., Wnek, J., and Zhang, J.,",,1991.,,483,"Carnegie Mellon University,",,,,,,"CMU-CS-91-197,","The MONKS Problems: A Performance Comparison of Different Learning Algorithms,",,,
484,,"Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michal-ski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang.",,1991.,,484,"Carnegie Mellon University,",,,,,,"Technical Report CS-CMU-91-197,",The MONK's problems A performance comparison of different learning algorithms.,,,
485,,"Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michal-ski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang.",,1991.,,485,"Carnegie Mellon University,",,,,,,"Technical Report CS-CMU-91-197,",The MONK's problems A performance comparison of different learning algorithms.,,,
486,,"Thrun, S., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzeroski, S., Fahlman, S., Fisher, D., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R., Mitchell, T., Pachowicz, P., Reich, Y., Vafaie, H., Van de Welde, W., Wenzel, W., Wnek, J., & Zhang, J.",,(1991).,,486,"Pittsburgh, PA: Carnegie Mellon.",,,,,,"(Technical Report CMU-CS-91-197),",The MONK's Problem: A Performance Comparison of Different Learning Algorithms.,,,
491,"Pittsburgh, PA - USA,","S. B. Thrun, J. Bala, E. Bloendorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. D^zeroski, S. E. Fahlman, D. Fisher, R. Hamann, K. Kauf-man, S. Keller, I. Kononenko, J. Kreuziger, R. S. Michalski, T. Mitchell, P. Pachovicz, Y. Re-ich, H. Vafaie, W. Van de Welde, W. Wentzel, J. Wnek, and J. Zhang.",,1991.,,491,"School of Computer Science, Carnegie-Mellon University.,",,,,,,"Technical Report CMU-CS-91-197,",The monk's problems a performance comparison of different learning algorithms.,,,
508,,"S. B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. de Jong, S. Dze-roski, S. E. Fahlman, D. Fisher, R. Hamann, K. Kaufaman, S. Keller, I. Kononenko, J. Kreusiger, R. S. Michalski, T. Mitchell, P. Pachowitz, Y. Reich, H. Vafaic, W. Van de Weldel, W. WEnzel, J. Wnek, and J. Zhang.",,1991.,,508,"Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-91-197,",The monk's problems: a performance comparison of different learning algorithms.,,,
511,,"S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Weldel, W. Wenzel, J. Wnek, and J. Zhang.",,1991.,,511,"Carnegie Mellon University,",,,,,,"Technical Report CMU-CS-91-197,",The monk's problems: A performance comparison of different learning algorithms.,,,
513,,"Thrun, S. B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., D zeroski, S., Fahlman, S. E., Fisher, D., Hamann, R., Kauf-man, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R. S., Mitchell, T., Pachowicz, P., Reich, Y., Vafaie, H., Van de Velde, W., Wenzel, W., Wnek, J., and Zhang, J.",,(1991).,,513,Carnegie Mellon University.,,,,,,"Technical Report CMU-CS-91-197,",The MONK's Problems: a performance comparison of different learning algorithms.,,,
519,,"Thurn, S. B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzeroski, S., Fahlman, S. E., Fisher, D., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R. S., Mitchell, T., Pachowicz, P., Reich, Y., Vafaie, H., Van de Welde, W., Wenzel, W., Wnek, J., and Zhang, J.:",,1991.,,519,"Carnegie Mellon University,",,,The training and test data sets for the MONK's problems are available at the ftp site ics.uci.edu,,,"CMU-CS-91-197,","`The MONK's problems: A performance comparison of different learning algorithms',",,,
521,,"Walter, J., Henke-Fahle, S. & Bonhoeffer, F.","Development 101,",,,521,,,,,909-913.,,,1987 Avoidance of posterior tectal membranes by temporal retinal axons.,,,
528,,"White, M. & Fahlman, S. E.",,"(1994),",,528,,,,Available by anonymous ftp to ftp.cs.cmu.edu in the /afs/cs/project/connect/bench directory.,,,,"Neural-bench benchmark collection,",,,
