tid,id,title,authors,venue,year
106,6kZN4cd0zWAJ,Evaluating Administrators.,DP Hoyt,"New Directions for Higher Education,",1982
111,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3DA8622976AH,Observations of frontal zone structures with a VHF Doppler radar and radiosondes,"MF LARSEN, J ROETTGER","Conference on Radar Meteorology, 22 nd, Zurich, Switzerland,",1984
114,BPdmg5Ipu9kJ,"Survey of Job Shop Scheduling Techniques, NISTIR, National Institute of Standards and Technology,  ","A Jones, LC Rabelo","MD,",
130,UC4EaQQMXU0J,Waiting Times For Stationary Processes,"I Kontoyiannis, A Recurrence","Technical Report No. 92, Stanford University, July",
148,K6Zu6bla8GgJ,Estimating DNA sequence entropy,JK Lanctot,,
154,K-Z4In4KMTQJ,Unsupervised Image Segmentation by Stochastic Reconstruction,"V Metzler, R Vandenhouten, J Krone, R Grebe",,
161,JeTFKz0CmxEJ,Legal Studies and Mediation.,J Rifkin,"New Directions for Higher Education,",1980
168,JRhHVF7f7rwJ,Î³-spectrometric determination of the content of natural radionuclides in ground water,"A Mukhamedov, GV Poteshkin, US Salikhbaevâ?¦",At.,
169,yPeKQ2D1dRgJ,Controlled trial of Internet based treatment for chronic back pain,"M Buhrman, S FÃ¤ltenhag, L StrÃ¶m, G Andersson","Unpublished manuscript,",
176,KrVgTXcNPPUJ,"Selectivity Estimation in Spatial Databases, ACM SIGMOD Intl","S Achaya, V Poosala, S Ramaswamy","Conference on Management of Data,",
208,j3iZLktsE0IJ,Transportation and World Development,JC Lowe,"Economic Geography,",1988
211,HX8P7Bn5TvsJ,Lowering security overhead in link state routing,"RC Hauser, T Przygienda, G Tsudik","Computer Networks,",1999
212,0grY-Lst84sJ,SafetyNet: A language-based approach to programmable networks,"I Wakeman, A Jeffrey, T Owen, D Pepper","Computer Networks,",2001
226,6ZkXlK72UB4J,Audit and feedback: effects on professional practice and health care outcomes,"G Jamtvedt, JM Young, DT Kristoffersen, O Thomson, ","Cochrane Database Syst Rev,",2003
230,X2PE6K7uezQJ,The future of fiber-optic computer networks,PE Greenâ?¦,,
231,Wsn2olnrk6MJ,Exposed points in spaces of bounded analytic functions.,SD Fisher,,1967
245,AYQDZpFXQjAJ,The house mouse: atlas of embryonic development,K Theiler,,1989
252,0wVMAyv_P5kJ,Socioeconomic Restructuring and Regional Change: Rethinking Growth in the European Community.,A Rodriguez-Pose,"Economic Geography,",1994
258,eI0vrkds9PcJ,Correlation-dispersion method of measuring the output of a water-water power reactor,"LN Bogachek, KA Gazaryan, VV Lyenkoâ?¦",At.,
259,RD-KmJCXk3wJ,The stakeholder approach to evaluation: Origins and promise,CH Weiss,"New Directions for Program Evaluation,",1983
268,x2suKNGm4TAJ,Contractual types,O Nierstrasz,"submitted for publication,",2003
274,NP13J8S06XYJ,Optimal selection of supply voltages and level-conversion during data-path scheduling under resource ,"M Johnson, K Roy","Proceedings of the 1996 IEEE/ACM International Conference on &hellip;,",
281,GcZFuzekOiAJ,The Discovery of the Individual 1050-1200,C Morris,,
285,SxkA8bJooH4J,Social Experimentation,H Riecken,,
293,hAs6tnivceIJ,Dec. 1981.[Black 1985] AP Black. Supporting Distributed Applications: Experience with Eden,CA Grove,Proc. 10th ACM Symp. Operating,
306,9jPrZSfTe2cJ,The Undergraduate Curriculum and Distance Education.,GE Miller,"New Directions for Adult and Continuing Education,",1995
308,RvcmFAQHwz0J,What Teachers Can Do to Relieve Problems Identified by International Students,DS Lee,"New Directions for Teaching and Learning,",1997
310,bD6OhI2EaJAJ,The LILOG knowledge representation system,"T Bollinger, U Pletat","ACM SIGART Bulletin,",1991
315,w2P_uyY3BGAJ,Australian Women in IT,"L von Hellens, S Nielsen","COMMUNICATIONS-ACM,",2001
319,-KlYy6YZRcgJ,Syntactic accidents in program analysis,"D Damian, O Danvy",Proceedings of the 2000 ACM SIGPLAN International Conference,
322,08QDvcElXwwJ,Collapse analysis of reinforced concrete frames under earthquake [A],"CM Liu, XL Liu","Proc. Int. Conf. on Concrete,",1992
328,Ire7Kl3ccqcJ,A direct particle simulation method for hypersonic rarified ow,JD McDonald,"Technical Report 411, Stanford University, March",
329,Uai7mRS_HQwJ,Hierarchical dynamic router,"K Kawamura, M Umeda, H Shiraishi","Proceedings of the 23rd ACM/IEEE conference on Design  &hellip;,",1986
341,G8iDRkwfaqQJ,"Irrigation management transfer in Nigeria: a case ofÂ® financial sustainability for operation,  ",IK Musa,"International Conference on Irrigation Management Transfer,",
349,xl9Mz-YyR-wJ,The evolution of polyandry,"JA Zeh, DW Zeh",,1996
355,8jhe9EF3BtUJ,pp. 4-5,P Assessment,,
360,usC5w5B3S_IJ,Experience building the open OODB query optimizer,A Joseâ?¦,Proceedings of ACM,
368,lSA4_CV5roAJ,Guide to finding pediatric injury prevention public education materials,T Smith,"JOURNAL OF EMERGENCY NURSING,",1997
369,url:http://ieeexplore.ieee.org/iel5/9193/29143/01314551.pdf%3Farnumber%3D1314551,Recent developments in SiC power devices and related technology,"J MillÃ¡n, P Godignon, D Tournier",,
376,WjD01QHCjvcJ,Fast Ion Dynamics in TEXTOR measured by Collective Thomson Scattering,"H Bindslev, L Porte, JA Hoekzema, D van Eester, A  ",,
390,Mc7dagP3gtoJ,Repeated lumbar or ventricular punctures in newborns with intraventricular hemorrhage,A Whitelaw,"Cochrane Database Syst Rev,",2001
398,_GGgRRl38TgJ,Measurement of low-level strain birefringence in optical elements using a photoelastic modulator,TC Oakberg,"Proc. SPIE,",1996
403,lscRCDC0PGkJ,Mitochondrial carbonic anhydrase in osteoclasts and two different epithelial acid-secreting cells,"EK Karhukorpi, P Lakkakorpi, N Carter, S Dodgson,  ","The Histochemical Journal,",1992
432,2EMLBdsxzWgJ,A psychological taxonomy of trait-descriptive terms: The interpersonal domain,JS Wiggins,"Journal of Personality and Social Psychology,",
434,Y8HMa1ZZE6sJ,CURE: An Efficient Clustering Algorithm for Large Databases,"G Sudipto, R Rastogi, K Shim","Proceedings of ACM SIGMOD International Conference on  &hellip;,",
435,TnnGbQoTybAJ,Algorithm 63: partition,CAR Hoare,"Communications of the ACM,",1961
444,sXd0gz-ePSkJ,Cross-Cultural Field Study.,J Duley,"New Directions for Higher Education,",1974
448,udwyuDAKb4UJ,Oral or topical nasal steroids for hearing loss associated with otitis media with effusion in  ,"CC Butler, JH van der Voort","Cochrane Database Syst Rev,",2002
459,6R1Snq9kHxAJ,FUSE: Lightweight Guaranteed Distributed Failure Notification,"J Dunagan, NJA Harvey, MB Jones, D Kostic, M  ","Submitted for publication,",2004
465,46FVYbhr0WoJ,Querying Multiple Features of Groups in Relational Databases,"D Chatziantoniou, KA Ross","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1996
467,qrf5iH3OjpcJ,Commuting with delay prone buses,M Datar,,
468,hK_2w16gHYAJ,In: ATLAS Mundial Encarta,PP de los Libres-Uruguaiana,"Microsoft Corporation,",2001
469,A-5Q8iqYbvQJ,The Placement Allocation Program: A Practical Solution to the Disk File Assignment Problem,J Wolf,"Proc. ACM SIGMETRICS Conf,",
483,url:http://www.springerlink.com/index/L22781T60477677P.pdf,Recent BT patents,GM MacLarty,"BT Technology Journal,",2005
489,5fGxMmQQEykJ,IMHEXR MCFC stack scale-up,"T BENJAMIN, G REZNIKO, R DONELSONâ?¦","Proceedings of the 27th Intersociety Energy Conversion  &hellip;,",1992
511,mKsEnKaqMhQJ,The Credit Hour and Faculty Instructional Workload,T Ehrlich,"New Directions for Higher Education,",2003
516,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1027583%26type%3Dpdf,A content based image retrieval system based on the fuzzy ARTMAP architecture,"M Uysal, F Yarman-Vural","Proceedings of the 12th annual ACM international conference  &hellip;,",2004
520,454EqQMrnSYJ,Formation of Ganymede Grooved Terrain by Sequential Extensional Episodes: Implications of Galileo  ,"GC Collins, JW Head, RT Pappalardo","ICARUS-NEW YORK-,",1998
525,ZlDMwysmH-0J,R-trees: A Dynamic Index Structure for Spatial Searching,A Guttrnan,"Proceedings of the SIGMOD conference, Boston, June,",
529,xKQ3w_8n154J,Polysaccharides from Corallina officinalis,"JR Turvey, PR Simpson","Proc. Int. Seaweed Symp,",
537,SB31pnOioMcJ,30. PP Edwards and MJ Sienko,L Francis,"Acc. Chem. Res,",
543,ttmY152c3vYJ,Statistics of frequency-response estimates,JL Douce,,
546,1pxtzlCLlk8J,Autonomous mobile robot navigation and learning,"CR Weisbin, JR Einstein, FG Pin",,
553,7RfIyu2r4-kJ,The weakest failure detectors to solve certain fundamental problems in distributed computing,"C Delporte-Gallet, H Fauconnier, R Guerraoui, V  ",,
559,mA1QbRiCXRAJ,J. Oral Laser Appl,"M Strassl, A Kasenbacher, E Wintner",at,
574,D1f1Uq41ae8J,Khordeh Avesta,F Shahzadi,"San Diego,",
576,T-_9EOiSJMgJ,Pouchitis After Ileal Pouch-Anal Anastomosis: A Pouchitis Disease Activity Index,"WJ Sandborn, WJ Tremaine, KP Batts, JH Pemberton","MAYO CLINIC PROCEEDINGS,",1994
580,DvhLJEgyVOUJ,Schubert varieties and cycle spaces,"AT Huckleberry, JA Wolf",,
582,GmI6Eh8pCnkJ,Microsoft Excel Data Analysis and Business Modeling,WL Winston,,2004
588,C5r7CWfQ0icJ,Customer data faces rough road to factory,C Stedman,"Computerworld,",
605,gfGSKwuJXO8J,Local and Global Query Optimization Mechanisms for Relational Databases,"K Satoh, M Tsuchida, F Nakamura, K Oomachi","VLDB,",1985
609,BZLkF_YQCiYJ,"Out of the depths, an autobiographical study of mental disorder and religious experience.",AT Boisen,,1960
617,glLXyAIPPkIJ,Determination of low levels of cadmium in blood by electrothermal atomization and atomic absorption  ,"HT Delves, J Woodward","At Spectrosc,",
622,lx43M93LPHcJ,Providing Focus for Financial Management.,AJ Falender,"New Directions for Higher Education,",1983
623,MSdOR1yOGKcJ,Kanata: adaptation and evolution in data sharing systems,"P Andritsos, A Fuxman, A Kementsietsidis, RJ  ","ACM SIGMOD Record,",2004
629,rCahZZaAhqcJ,"Automatic acquisition of the lexical semanl, ics of verbs fl'om sentence frames","M Webster, M Mm'cus","Procs of A CL&#39;89,",
633,gWvmT46wdooJ,Inside Visual C++ 6 (mit CD),"D Kruglinski, G Sheperd, S Wingo",,
639,nqhb6Cyu7RMJ,"S. Peyt on Jones, A Short-cut to Deforestation","A Gill, J Launchbury",Proc. ACM,
644,M_hWK8X773IJ,"ho nson, JE Schweitzer, and ER Warkentine,â??A DBMS Facility for Handling Structured Engineering  ",J HR,Proc. 1989 ACM Engineering Design,
661,V--R0Nh61UwJ,Older Learners: A Viable Clientele.,KM O'Donnell,"New Directions for Higher Education,",1980
669,CtLgOhQzVrwJ,Participation in the ICZM Processes: Mechanisms and Procedures needed,G King,"&hellip;  Study for the European Demonstration Programme on ICZM,",
677,Qx58CL7YX1IJ,Smart Mater. Struct,"X Wang, DDL Chung",at,
679,cRswTfcY9DIJ,The molecular portraits of breast tumors are conserved across microarray platforms,"Z Hu, C Fan, JS Marron, X He, BF Qaqish, G Karaca, ",,2005
680,hVJ0RXXsyw8J,Studies on primary hyperoxaluria,"EW Frederick, MT Rabkin, RH Richie, LH Smith","vivo demonstration of a defect in glyoxylate metabolism. N  &hellip;,",
690,hBm5FifM1y4J,Explaining away political crimes.,"HF Dahl, Ã? SÃ¸rensen","Unpublished manuscript,",
697,5BeWf7KPL88J,Learning a word processing system with training wheels and guided exploration,"R Catrambone, JM Carroll","ACM SIGCHI Bulletin,",1986
704,kbZA_QpSCucJ,Reconciling Distance Functions and Level Sets,"J Gomes, O Faugeras","LECTURE NOTES IN COMPUTER SCIENCE,",1999
705,1btlNbfxIaIJ,"Broadband pilot project brings architects, builders together onlineâ??â??",S Lais,"Computerworld,",
710,vtk5MXDp0d4J,Integration of asynchronous and self-checking multiple-valued current-mode circuits based on dual- ,"T Hanyu, M Kameyama",,
712,bIuzSI1xe84J,Sexual Selection and Taxonomic Diversity in Passerine Birds,"TG Barraclough, PH Harvey, S Nee","Proceedings: Biological Sciences,",1995
730,JclQFC-1s18J,From Ternary Relationship to Relational Tables: A Case Against Common Beliefs,"SIGMOD RECORD, 2002","SIGMOD RECORD,",2002
735,5hpvRmaH7kMJ,Emergency treatment of fever phobia,DS Nelson,"JOURNAL OF EMERGENCY NURSING,",1998
743,QP644DCdXsgJ,Theory of Dielectrical Optical Waveguides,D Marcuse,"Academic, San Diego,",
749,sA7TNyWDhPAJ,Balneotherapy for rheumatoid arthritis and osteoarthritis,"AP Verhagen, HC de Vet, RA de Bie, AG Kessels, M  ","Cochrane Database Syst Rev,",2000
761,0pxb_vNzUDsJ,Reference Reconciliation in Complex Information Spaces,"X Dong, A Halevy, J Madhavan",,
764,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D8810G2C0231EC,Rare Earths--Applications and Technology,"CK Gupta, TS Krishnan","Bombay, India, 25-26 Sept. 1986,",1986
773,5wYlQQp8yzcJ,Symbolic Math Software,B Simon,"PC Magazine, August,",
776,dqIJgNdPShcJ,Animal models to study Escherichia coli O157: H7 isolated from patients with haemorrhagic colitis,", ME Potter, LW Riley, TJ Barrett, PA Blake, CA  ","Lancet i,",1983
777,7ZnuUiiR3igJ,"Spin Vector, Shape, and Size of the Amor Asteroid (6053) 1993 BW~ 3","P Pravec, M Wolf, L Sarounova, AW Harris, JK  ","ICARUS-NEW YORK-,",1997
785,o3sZZZUXcx0J,Video transport over wireless channels: a cycle-based approach for rate control,"M Hassan, L Atzori, M Krunz","Proceedings of the 12th annual ACM international conference  &hellip;,",2004
792,jjhaBNByh5QJ,Multimode spectral coding of speech at low bit rates,A Das,,1996
794,cixQCxoXzvUJ,Using signal proceesing to analyze wireless data traffic,"C Partridge, D Cousins, A Jackson, R Krishnan, T  ",Proceedings of ACM workshop on Wireless,
799,e5-CTg05DkUJ,The Acute Pediatric Scrotum,"MW Schul, MA Keating","JOURNAL OF EMERGENCY MEDICINE,",1993
813,RzxYgka_RC4J,Object-Oriented and Conventional Analysis and Design Methodologies,"RG Fichman, CF Kemerer",,
814,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3DA8622969AH,The Colorado wind-profiling network- A summary of performance,"RG STRAUCH, KB EARNSHAW, DA MERRITT, KP MORAN, K  ","Conference on Radar Meteorology, 22 nd, Zurich, Switzerland,",1984
817,sbptAqgBfJcJ,Id Nouveau: Quick reference guide,R Nikhil,"Technical report, MIT Laboratory for Computer Science, Cambridge",
822,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1099672%26type%3Dpdf,ViPER: Augmenting Automatic Information Extraction with Visual Perceptions,"K Simon, G Lausen","Proceedings of the 14th ACM international conference on  &hellip;,",2005
824,JlS5P7ZUhp0J,"l, J. Gerlach, and T. Kropf. An Efficient Algorithm for Real-Time Model Checking",J Fro,Proc. EDAA/ACM/IEEE,
833,CehzPbrqQGwJ,"D vanWilligen, AWS Helwig, Vincent. Loran-C&amp;Galileo, An European navigation solution",O GWA,"Proc of the 29th Annual Technical Symposium of the  &hellip;,",
834,HbyP8kT8KRoJ,"266-275, V.(1997).â??Don't Scrap It, Wrap It! A Wrapper Architecture for Legacy Data Sources.â??","M Tork Roth, PM Schwarz",Proceedings of the 23rd International Conference on Very ,
836,1U-FXQiz6lEJ,Generating machine specific optimizing compilers,"R Hoover, K Zadeck","Proceedings of the 23rd ACM SIGPLAN-SIGACT symposium on  &hellip;,",1996
843,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D20021212029380MT%26recid%3DA7340050AH,Use of MLS elevation data for flare-out guidance(Microwave landing system elevation data or  ,LL SANDERS,"National Aerospace Meeting, Washington, D. C, Proceedings,",1973
849,kVyCxLcnO1cJ,What should be optimized in a decision tree,"N Berkman, T Sandholm","Technical report, University of Massachusetts at Amherst,",
851,A7WoAzxOJ9YJ,Hilbert R-tree: An Improved R-tree using Fractals,"I Kamel, C Faloutsos",,
853,_KhRTON1GyMJ,Dynamic pricing by software agents,"JO Kephart, JE Hanson, AR Greenwald","Computer Networks,",2000
859,0VjT7172hiIJ,Using Cooperative Learning with Students Who Have Attention Deficit Hyperactivity Disorder. Pull-out ,"HE Taylor, S Larson","Social Studies and the Young Learner,",1998
866,VqTL9bzyQscJ,A complete mechanization of!-order type theory.&quot;,"T Pietrzykowski, DC Jensen",Proceedings of ACM Annual Conference,1972
867,FNZSP9LMtt4J,A case of Nocardia epidural abscess,"AL Harvey, J Myslinski, L Ortiz","JOURNAL OF EMERGENCY MEDICINE,",1998
870,NgoCn-0pJqUJ,The Internet: A Learning Environment,R McGreal,"New Directions for Teaching and Learning,",1997
871,aPu0IggUnDAJ,Efficient Multicarrier Realization of Full-Rate Space-Time Orthogonal Block Coded Systems,"B Farhang-Boroujeny, C Schlegel",Submitted for,
885,wVXxtf9ByQMJ,Influence of genetic polymorphism on the cadmium induction of cytochrome P450 2A6,"S Satarug, K Kiyotani, M Fujieda, H Yamazaki, P  ",,
887,FQfrKKspbAIJ,A role for B lymphocyte stimulator (BLyS) in SjÃ¶grenâ??s syndrome,"X Mariette, S Roux, JE Gottenberg, F Desmoulins, J ",,
890,lWvs05_LcmUJ,Sustainable community indicators: Guideposts for local planning. Community Environmental Council,J Zachary,"Inc., Santa Barbara, California,",
892,Ep4gXpTRFUcJ,History of the development of medical information systems at the Laboratory of Computer Science at  ,GO Barnett,"Proceedings of ACM conference on History of medical  &hellip;,",1987
896,_SWzuVA-BfgJ,Interoperability of peer-to-peer file sharing protocols,"SM Lui, SH Kwok",,
901,mUnigwfHKSwJ,SIL: Modeling and Measuring Scalable Peer-to-Peer Search Networks,"BF Cooper, H Garcia-Molina","LECTURE NOTES IN COMPUTER SCIENCE,",2004
905,url:http://doi.wiley.com/10.1002/bit.260140201,Biotech no IogydB io en g in ee ri ng,"AE HUMPHREY, HR BUNGAY, FJS SCHULTZ, RP CANALE, AF ","MD,",1972
906,8YF1CbLHmUEJ,Quantitative histochemical determination of succinic dehydrogenase activity in skeletal muscle  ,"CE Blanco, GC Sieck, VR Edgerton","The Histochemical Journal,",1988
907,FIEB8Mx6gkEJ,"Declaration on Religious Liberty Dignitatis humanae, n. 3. 4 Ibid. 9 Ibid. n. 65",II Vatican Council,,
911,Af3VWGy3cSMJ,Carnegie Mellon University,R Cyert,"New Directions for Higher Education,",1988
927,EhefKg-BWzAJ,"The jumpers are referenced as Left, Right, and Open (see â??Jumper Settingsâ??). The jumpers and  ",J Setup,,
928,N_e95C7SIuYJ,The quasi-cylindrical shock tube,W Chester,,1954
930,ohrUCtSjo4EJ,Independent Components Analysis and Computational Harmonic Analysis,DL Donoho,,1998
932,BNnrEe6MZD4J,Indexing and retrieval of video based on spatial relation sequences,"S DaÄ?taÅ?, A Ghafoor","Proceedings of the seventh ACM international conference on  &hellip;,",1999
934,T-tp8YGFOgYJ,The Hyperaccessibility of Suppressed Thoughts,"DM Wegner, R Erber","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1992
945,XeK-exduCywJ,A new efficient algorithm for computing Grobner basis,JC Faugere,"Proceedings of MEGA,",1998
960,EYTMYnikAh0J,Interoperating geographic information systems,MF Goodchildâ?¦,,1999
962,xfilpHdWUiUJ,Some observations on Saint-Venant's principle.,BA Boley,,1957
966,6HcDunM0lJYJ,Challenges for spoken dialog systems,JR Glass,,1999
970,b7e8t-GtlYMJ,Query processing techniques in the summary-table-by-example database query language,"G Ã?zsoyoÄ?lu, V Matos, M Ã?zsoyoÄ?lu","ACM Transactions on Database Systems (TODS),",1989
981,GEjyU8sjNbUJ,Overview of reverse engineering and reuse research,PAV Hall,"Information and Software Technology,",1992
984,4Cca6h2mOLoJ,Patterns of contact and communication in scientific collaboration,"R Kraut, C Egido, J Galegher","Proc ACM CSCW,",
990,mcvg0-VoKkYJ,A unifying model of physical databases,"DS Batory, CC Gotlieb","ACM Transactions on Database Systems,",1982
991,_CsTI6SYZ_0J,Co-operating mobile agents for distributed parallel processing,"RG Hercock, JC Collis, DT Ndumu","Agents. Washington. Seattle,",
992,suRM3zI6_sUJ,ION CURRENT FLUCTUATIONS IN ARTIFICIAL ION TRACK PORES-POWER SPECTRUM AND GENERALIZED ENTROPY,"A WOLF, Z SIWY, YE KORCHEV, N REBER, R SPOHR","CELLULAR AND MOLECULAR BIOLOGY LETTERS,",1999
993,EAnU3sDkXAwJ,Monomial realization of crystal graphs for Uq (A (1) n),JA Kim,,
1001,0MU6n8A37JQJ,Naturalistic study of evaluation utilization,MC Alkin,"New Directions for Program Evaluation,",1980
1002,OLqUmDD7-gIJ,Dynamics of RED [A],"D Lin, R Morris","Proceedings of SIGCOMM,",1997
1004,RIMXEUkCRhAJ,On the spectral gap of the M/M/N/N queue,"C Fricker, P Robert, D Tibi","Unpublished manuscript,",
1006,8unPFhv3TWEJ,ConcurrentuseofB-treeswith variable-length entries,WG KellerAM,"SIGMOD Rec,",
1010,zyXyTW7sX_sJ,Reduction of the cost of erythropoietin therapy by coadministration of L-carnitine in hemodialysis  ,"D Karvadias, C Fortounas, J Tsouchnikas, T  ","EDTA 32nd Congress, Athens, Greece,",
1029,0JuPgyHoQIEJ,High performance Fortran: status report,GL Steele Jr,"ACM SIGPLAN Notices,",1993
1045,G3QWq2T08SEJ,Analysis of SIGMODs Co-Authorship Graph,M Nascimentoâ?¦,"SIGMOD RECORD,",2003
1061,9jagQPCUtZoJ,Top 20 Montana,"M Links, NY Times, SC Statutesâ?¦",,
1069,nXXsBK34SZQJ,Eigenstructure assignment in descriptor linear systems by output feedback,GR Duan,"IEE Proceedings Part D: Control Theory and Applications,",
1079,RR7eZMq0fNcJ,The Impact of CASE on IS Professionals' Work and Motivation to Use CASE,"J Iivari, J Maansaari",,
1085,4Mau9U9Dv2UJ,"Otitis media in dairy calves, a preliminary case report","GM DeChant, GA Donovan","28th Ann. Conv. Proc. Am. Assoc. Bov. Pract,",
1090,mB8W6em6zi8J,Mohamed Zc aÃ¯t. Querying Shapes of Histories,"Rb akkesh Agrawal, G Psaila, EL Wimmers",,
1099,9qYCh56nCtMJ,A comparison of approaches to the evolution of homogeneous multi-robot teams,M Quinn,,
1103,c60sKv5NoSoJ,How state regulatory agencies address privatization: The case of wastewater treatment,"JG Heilman, GW Johnson","New Directions for Program Evaluation,",1991
1108,-yWhIert0dcJ,User-level operating system extensions based on system call interposition,A Alexandrov,,1999
1118,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3DN9210555AH,Examples of VLF emissions recorded in the auroral zone(Abstract Only),"J MANNINEN, T TURUNEN, T TURUNEN","Proceedings of the 25 th Annual Conference of the Finnish  &hellip;,",1991
1126,66ETi80OPHIJ,"Kosower, E. M",NR Intermediates,"Acc. Chem. Res,",
1130,Ov7qPfAqIQEJ,Preparing Teachers for Urban Schools: Lessons from Thirty Years of School Reform.,L Weiner,,1993
1133,9esu1fHUJwwJ,"Mining Assocation Rules Between Sets of Items in Large Datatabes, ACM SIGMOD","R Agrawal, T Imielinski, A Suami","Conference on Management of Data, Washington, DC,",
1134,PLjMiTrxVxkJ,Transition to adulthood in Italy,F Ongaro,"Transition to adulthood,",
1136,m5TPCXiVi4gJ,Self-monitoring as a determinant of self-disclosure reciprocity during the acquaintance process,"DR Shaffer, JE Smith, M Tomarelli","Journal of Personality and Social Psychology,",
1139,QuIt6GiGNUcJ,The yin and yang of progress in social psychology: Seven koan,WJ McGuire,"Journal of Personality and Social Psychology,",1973
1148,jksAN1GfbR8J,Formation of radiocative iodine emission at nuclear power plants with RBMK-1000 reactors,"VG Kritskii, NI Ampelogova, VI Krupennikovaâ?¦",At.,
1155,OI6s-rhMr4AJ,"Correlates of Adolescent Pregnancy in La Paz, Bolivia: Findings from a Quantitative-Qualitative  ","V Lipovsek, AM Karim, EZ Gutierrez, RJ Magnani","ADOLESCENCE-SAN DIEGO-,",2002
1156,vqzsB9PS9e8J,Deformation and fracture in amorphous solids,ML Falk,,1998
1160,UYZuYVgXxrUJ,Riverine Acoustic Sensors System (RASS) Demonstration,"RL Smith, TJ Walter","MTI 93TR38 Report for NSWC Demonstration, September,",
1163,7sh8NJV5TzoJ,Compiled by Salley Oberlin and Joyce Cox,C Yearbook,,1989
1169,F1hM1hj0CU8J,Removal of heavy metal ions and humic substances from water by ultrafiltration membranes,"M Kabsch-Korbutowicz, T Winnicki","ENVIRONMENT PROTECTION ENGINEERING,",1995
1186,K8h1DxXmpr4J,A Survey of EMS Users at DARCOM.,"RR Panko, RU Panko","Computer Networks,",
