theta,delta,popper_time_sec,train_precision,train_recall,tp,fn,tn,fp,rules,size,val_precision,val_recall,val_f1,test_precision,test_recall,test_f1
3.5,0.4,356,0.85,0.78,14239,3971,15618,2592,,183,0.05689961413609359,0.9935828877005347,0.10763526821920982,0.08248081841432225,0.9985486211901307,0.15237532759957184
3.5,0.25,883,0.88,0.77,13971,4239,16346,1864,,196,0.3065989847715736,0.9810503519220357,0.4671909243264149,0.3321405335068315,0.9931906614785992,0.4978059483178937
3.5,0.2,1236,0.89,0.74,13475,4735,16513,1697,,142,0.3354986625907528,0.9653655854865311,0.4979441372465617,0.41332230037236245,0.9823008849557522,0.5818287711124054
3.5,0.15,2017,0.89,0.68,12427,5783,16713,1497,,105,0.44114583333333335,0.9474272930648769,0.6019900497512438,0.5662949194547707,0.9379168804515136,0.7062005022213637
3.5,0.1,3458,,,,,,,,,,,,,,
4,1,299,0.80,0.79,14306,3904,14549,3661,,166,0.04538431826960216,0.9994683678894205,0.08682600161644151,0.0549859214790416,1.0,0.10424010474368013
4,0.6,303,0.82,0.78,14277,3933,15119,3091,,152,0.04721719911593329,0.9994683678894205,0.09017435307096433,0.05612189567292051,1.0,0.10627920110900035
4,0.4,329,0.84,0.78,14268,3942,15410,2800,,154,0.051859262964815744,0.9957310565635006,0.09858410819949281,0.06159528206350152,0.9995166747220879,0.11603961507168306
4,0.25,904,0.88,0.77,14029,4181,16347,1863,,187,0.3065989847715736,0.9810503519220357,0.4671909243264149,0.3321405335068315,0.9931906614785992,0.4978059483178937
4,0.2,1147,0.89,0.74,13475,4735,16513,1697,,142,0.3354986625907528,0.9653655854865311,0.4979441372465617,0.41332230037236245,0.9823008849557522,0.5818287711124054
4,0.15,2514,0.89,0.60,10915,7295,16927,1283,,87,0.434918648310388,0.8496332518337408,0.5753311258278145,0.7787913340935005,0.7951105937136205,0.7868663594470046
4,0.1,3787,,,,,,,,,,,,,,
