tid,artist,category,genre,id,title,tracks,year
19,pearl jam,data,hard rock,100021,yield,brain of j faithfull no way given to fly wishlist pilate do the evolution untitled mfc low light in hiding push me pull me all those yesterdays ,1998
21,175r,data,jpop,100024,songs,inst ã â â ã âºâº ã æ â œã æ â ã æ â¼ã æ â ã â šâ ã æ â ã æ â ã æ â ã â šâ ã â šâº album version party ã æ ã æ æ ã æ â ã æ â¼ã æ â ã â šâ ã æ â ã â ã â šâ ã â ã â ¹ã âºâº ã æ â ã â ã â â album version ã â âºã â ã â â žã ë ã â end ofã â â ã â å ã â â ¹ã â â ã â ã æ å ã æ â¼ã æ å ã â šâ¹ã æ ë ã æ â ã æ æ ã â šâ cccd data ,2003
22,variousce italiennes disc 1 ,data,,100025,la dolce vita les tubes dance italiens les chansons dance italiennes disc 1 ,boys summertime love sabrina one for you one for me la bionda i m a lover andrea dolce vita ryan paris tarzan boy jungle boy masterpiece gazebo comanchero moon ray don t cry tonight savage disco band scotch around my dream silver pozzoli future brain den harrow b project pink project ,
23,day after tomorrow,data,pop,100026,elements,high spirit time of destiny ã â šã â šå ã âµã â šå ã å ã â â ã â â ã â šâ ã â ã â ã â sentence stay in my heart oval losing myself funny days morning glow grow naturally flower of youth ,2003
24,v a,data,ccm,100027,ãƒã âºâ¹ cd 09 ,â ã â ã ã ã ã ãœ â¼â â â³â ãœ ã ã â ã â³âªâ â â ã â â â½ãƒâ ã â ã ã ãšâ ã ã â âµã ã ã ã ã ã ãœâ â â³ã ã ãœâ ã â â â½ãœâ¾ã ã ã ã ã â ã ã ãœ â³âªâ â ã â ã ã â â âµã ã ã âµâµâ½ãƒã ã â¹ã ã ã â ãƒâ â âºâ ã ãœ â¾ã â³ã â ãžã ã ã ãœ â â â¾ã ã ãœ â ã â ã ã ã â â â ã³ ã ã â½ãƒâ¹ã â ã â ã ã ã â½ã ã ã â ã â ã say ã ãœã â â ã â â ã ãœâ ã â â â¼ã â ã ã â â ã ã ã ã ãœâ â â ã ã ãžã â âµâ ã ã 2 â¹ãšâ ã³â³âª â³â ã ã â â â â â ã ã ãœ ã ã â ã ã ã ã âº ã ã âºãžâ âµ â³âªã ã â ã âµâµâ â ã ã²ãˆâ â³âªâ ã³ â ã â ã ã ã â ã ,2001
25,jazz signatures,data,data,100028,jazz signatures, duke ellington take the a train artie shaw begin the beguine glenn miller in the mood duke ellington mood indigo fats waller ain t misbehavin jelly roll morton orginal jelly roll blues louis armstrong basin street blues original dixieland jazz band tiger rag dizzy gillespie night in tunisia benny goodman sing sing sing duke ellington cotton tail coleman hawkins body and soul lena horne stormy weather ,1998
28,spartak,data,electronic,100031,golem,sigo viviendo leconseil lunaire naprzod vorwã rts tiden seerã uberjenny pour le grec i hate you excited body beat elven song f the army love letter for michelle ciao ciao ceaussescu ,1990
29, v8 5e,data,,100032, v8 5e,3 l f4o1b8 3 8 3 8 c 3d h z 32 3j8 88g 3j g bx0 n5r l 0hhw8i g6 o 190 3 g6 gr6 1nav so in love if you want my lovin pass me the mic someday ,
30,ã â šã å â ã å å ã â â¾,data,pop,100034,lucy,lucy ã æ å¾ã æ â ã â šâ ã æ ã â šâ ã â šâ¹ã æ ë ã æ â ã æ å ã â ã â âº ã â šâ ã æ â ã â šâ ã æ â ã â šâ ã æ â ã â â ã å â ã å â ã â â ã â šå ã â ã âµâ ã â žã â šâ¹ã â šâ ã æ â¼ã æ ë life is good honey bunny tã â šâ ã æ â ã æ â ž ã â âºã â â ã â ã ëœå rule ã â â²ã â âªã â ºã âªã â žã â â ã â â ã â ã â ã â ëœã â ã â å ã â ¹ã â šâ ã å â ã â œâ ã â šâ ã å â ã â ã â šâ ¹ ,2001
32,dj irish,data,trance,100036,assorted trance vol 8,1 leama requiem for a dream leama s dream mix perfecto 2 quantum mechanics entrophy underworld recordings 3 planisphere hosanna green martian 4 york the awakening hiver hammer remix liquid music 5 andy jay powell mike nero skyliner hiver hammer remix audioplast 6 freebase shiva my angel mix xtc 7 green martian wizardry tranceportation 8 queen vanguard flash tomcraft remix frisbee tracks 9 gtr vs the shrink nervous breakdown gtr trance mix essential dance music 10 paul kershaw god s children pants corset remix sundissential 11 jon the dentist atto secondo phoenix uprising ,2003
33,sportfreunde stiller,data,data,100037,die gute seite,wie lange sollen wir noch warten komm schon ein kompliment sportbeat auf der guten seite independent international 7 tage 7 nã chte tage wie dieser der fortschritt 10 1 hurra wir fliegen ,
36,barbara streisand,data,easy listening,100040,a love like ours,i ve dreamed of you isn t it a pity the island love like ours if you ever leave me we must be loving right if i never met you it must be you just one lifetime if i didn t love you wait the music that makes me dance data ,1999
37,italo house,data,rave,100041,12 in mixes,rfx dr felix relax your body fpi project going back to my roots double dee feat dany found love african business african business secchi feat orlando johnson i say yeah wareband feat ted robinson party children tc 1992 funky guitar tfo feat dj f farfa just keep in your love jk you make me feel good glam hell s party sharon s wonderful alex party alex party giorgio prezioso get on up ,
38,deux,data,data,100042,forever,intor deux forever â³âªâ â âµâ¹â¾ã âºã â¾ã â ã ã ã â¾ãºâ¾ã â ã â ã ã ã â ã â ã â½ãƒ â¹â ã â âºã â¼ã â â â¼â go go go ãˆã âµã â¾ã â ã ã ã â³âªã ã â½â½ã ã â ã â â â ã â â â ã â â â â â¾ãˆâ â â¼â â¾ã ã ã â³â²ã ãš ,
40,various,data,data,100044,custom music cd,angelina you re all that i need atlantic star masterpiece cd 2 track 3 cd 2 track 6 cd 2 track 14 atlantic star i ll remember you for real for all of my life cd 4 track 11 cd 4 track 10 subway and 702 this little game we play lannie s amanda perez god send me an angel inoj rather be alone genuine my pony ,
41,matsuka phonics,data,data,100045,let s study phonics 2,alphabet song phonics alpahbet p1 p2 p3 p4 p5 p6 p7 p8 p9 p10 p11 p15 p16 magic e song p17 18 p18 p19 20 p20 p21 22 p22 p23 p24 p25 p26 p27 p28 p29 p30 31 p32 digraphs p33 p34 p35 p36 p37 p38 p39 p42 p43 p44 p45 p46 47 p48 ,2002
42,kool savas,data,deutsch rap,100046,euer bester freund mix cd,comet intro hã nde hoch intro no transatlantic remix fehdehandschuh skit dj rauchstyles ein rhyme early this morning kauf kauf ich weiãÿ nicht wie skit dj rauchstyles no 1 merkst du was dunne moment of ein mann armee neongelb joe budden lumidee skit fuck peter bei mir d u t katch blend elefanten rap de radio freestyle old school good in us nein live skit deutschland nr 1 fick uns boyz in da hood boom skit amar 16 bars voodoo therapie bauernhof optik boom lass rap wenn acapella kã nig von deutschland keiner auãÿer uns kiss fm hooo x und quer ready to rumple warum rappst du usa brechen das schweigen bitte spitte tash skit 10 gebote renexekution renexekution live weg zum ziel eon skit that smut changes ercandize wir sind profis maceo of de la soul sd tat tag egal was du tust ashanti rmx urban radio mya outro ,2004
43,robotika,data,data,100047,dance,i wanna love you yum yum spacer my love slave to the rhythm do it now it gonna be alright hello vicky i know there s something on lonely times excalibur it turns up ,
44,the breeders,data,rock,100048,pod,glorious doe happiness is a warm gun oh hellbound when i was a painter fortunately gone iris opened only in 3 s lime house metal man ,1990
46,phallus,data,metal,100050,reason,save us reason seviin monster take it back hello there virginity creature of hate invaluable angry ocean killing time monster ,2003
47,ã â â ã â å½ã â¾ã â ã â šë ã â ,data,jpop,100051,home,fat mama ã â šâ ã æ â ã æ â ã æ å ã æ âªã æ â³ ã â šâ ã æ â ã æ âª ã æ â ã æ â³ã â šâ ã æ â ã æ å ã æ â³ ã â šâ¹ã â šâ ã æ âªã æ â¼ã æ å ã æ â³ 97 ã ã â ã â ã âªã â žã â³â ã â šâ³ã æ å ã æ â ã æ â ¹ã â šâ ã â šâ¹ã â ã âµ ã æ â ã â šâ ã â ã â â ã â šâ ã ëœâ¼ã â¼â ã â one more time one more chance ã æ â ã â šâµã â â ã â ã â â home ,1997
48,rolling stones,data,data,100052,giant stadium 17 08 1994 cd 2,band itroduction honky tonk woman happy the worst love is strong monkey man start me up street fighting man it s only rock n roll brown sugar jumping jack flash ,1994
50,nakama1,data,speech,100055,cd5 chapters 8 9,nakama 1 world languages japanese by makino hatasa hatasa isbn 0 618 11344 4 1998 track01 chapter 8 part a pronunciation 5 02 track02 part b speaking and listening comprehensive activities language i 3 52 track03 language ii 5 50 track04 language iii 5 57 track05 language iv 5 25 track06 language v 2 55 track07 chapter 9 part a pronunciation 4 35 track08 part b speaking and listening comprehension activities language i 7 00 track09 language ii 6 31 track10 language iii 4 46 track11 language iv 2 06 track12 language v 7 48 ,audio cd program
51,various artists,data,dance,100056,essential selection winter 97 cd1 ,david holmes gritty shaker deep dish stranded club mix the brand new heavies you ve got a friend booker t dub soul ii soul pleasure dome booker t mix industry standard vol 1 what you want east 57th street saturday full intention club mix the heartists belo horizonti morales remix sex o sonique i thought it was you all saints never ever booker t dub armand van helden ultrafunkula sneak s mongolian beats mix double 99 rip groove goldie feat krs one digital armand van helden s garage mix poppers presents aura every little time baby blue mix dreamon the beat scratchers groove ,1997
52,ã ë â ã å â ã â šã â ,data,jpop,100057,infinity eighteen vol 1,intro identification track infinity 18 be together shadow dancing mix don t need to say good bye happy new millennium 2g mix my wish if you wanna be with me our days orchestral winter mix ã â šã â ã å ã â ã â ã â ã â¼å ã â žã â ã â ã â winter buzz night sky evidence of love breakin my heart outro vol 2 available in april ,2000
53,green day,data,,100058,dookie,burn out having a blast chump long view welcome to paradise pulling teeth basket case she sassafras roots when i come arround coming clean emenius sleepus in the end f o d ,
54,ã å â ã â²â ã â â ã â ,data,rock,100059,super live ã â â ã å â ã â â ã â œã â â disc 1,introduction ã â â ã â â ã å ã â šâ žã â ã â šâ ¹ã å ã â â ã â ã æ â ã æ â œã æ â ã å â ã â¾å ã â ã â â žã å ã â šâ ã æ â ã æ â ã æ â ã â ã â ã æ â ã â šâ ã æ ë ã â šâ ã æ â ã æ â ã â ¹â ã â žã â â ã â ¹ã â ã ë â ã â å ã â ã æ âªã æ ã æ â ã æ â¼ã æ â ã â âº ã â šâµã æ â ã â šâ ã â šâ ã â šâ ã â â¹ã â â ã æ â ã â šâ ã æ â ã æ â ã â šâ ã â šâºã æ â ã æ â ã â šâ ã æ â³ ã æ ë ã æ â ã æ â ã æ âªã æ â³ã æ â ã æ ã â šâ¹ ã â æ ã ë ã â šâ ¹ã â šâµã æ â³ã â šâ ã æ æ ã æ ë ,1990
55,various,wh11109 2,data,100060,windhamhillsampler 92,1992 wideasleep 1992 michaelmanring charlotte 1992 alexdegrassi bleu 1992 nightnoise chava ssong 1992 michaelhedges daydreams 1992 schonberg scott thumbelina 1992 markisham octoberwedding 1992 montreux others the 1992 davidtorn escapeofthecircusponies 1992 lizstory gavotte kodaly 1992 modernmandolinquartet everydeepdream 1992 philipaaberg thousandmilestare the 1992 willackerman ,
57,various artists,data,,100063,an audio cd of african american oral traditions,kevin everod quashie and stuart l twite ghana ewe atsiagbekor michael larue i just come from the fountain kevin everod quashie and stuart l twite bars fight bill mcadoo go down moses kevin everod quashie and stuart l twite on being brought from afric a to america kevin everod quashie and stuart l twite pick a bale of cotton kevin everod quashie and stuart l twite backwater blues bernice reagon come by hyar kevin everod quashie and stuart l twite remembering slavery 1 kevin everod quashie and stuart l twite remembering slavery 2 kevin everod quashie and stuart l twite the rebirth of sojourner t ruth kevin everod quashie and stuart l twite harriet tubman ruby dee what if i am a woman ossie davis if there is no struggle there is no freedom paul robeson swing low sweet chariot booker t washington address at the atlanta exposition the fisk jubilee singers i couldn t hear nobody pray arna bontemps dawn w e b dubois crisis magazine arna bontemps the creation claude mckay if we must die langston hughes i ve known rivers langston hughes i too gwendolyn brooks song of the front yard mahalia jackson i sing because i m happy marian anderson he s got the whole world in his hands martin luther king jr mass meeting kevin everod quashie and stuart l twite wade in the water kevin everod quashie and stuart l twite angela davis sonia sanchez liberation poem nikki giovanni woman six boys in trouble zum zum ,
58,savage,data,,100064,tonight,radio a love again fugitive tonight a love again remix don t cry tonight computerized love only you turn around time magic carillon instrumental don t cry tonight extended don t cry tonight instrumental ,
59,atmo brtschitsch,data,,100065,change your life,everyday morningsun sittin green plane rockstar black sea some girls lucky people image stop taking always smiling coming home around me every night ,
60,del amitri,data,rock,100066,twisted,food for songs start with me here and now one thing left to do tell her this being somebody else roll to me crashing down it might as well be you never enough it s never too late to be alone driving with the brakes on ,1995
61,â â ã ã â½âºã ã ã â ,data,data,100067,8th,01 â ã ã ã â ã â³â ã ãœ ã ã â¾ã 02 i can wait 4u 03 â ã â â â ã â¾ã â¼ã â³ãšâ â â ã 04 âµãž â¹ã ã â ã ãœâºâ 05 âºã â¹ã 06 ã ã â½ã 07 â³ãž ã â ã ã ã ãšâ â 08 âºâ â¾ã â â â³ãƒâ â â½â 09 honeymoon 10 âµâ ãˆâ 11 ã ã â ã â ã â ã â â â â â½âºâ ã¾ã ã 12 jr ,
63,nikos hatzopoulos,data,ethnic,100069,the aegean violin,horos vlaha tzivaeri o perivolaris o katifes kalamatiano avgis o michanikos mi matzore ta paidia tis geitonias sou atzitzies roussiko balos to la ,1996
64,perseguidos,data,cumbia,100070,iii,una aventura perdoname todo no me dejes quererla dejame te quiero de que forma si no te amara un siglo sin ti no le tengas compasion te he querido olvidar que voy a hacer contigo sigo loco data ,2004
65,â ã ã ãÿâ ã ãˆâ¹,data,contemporary christian music,100071,â ãµâºâ â ã âµâµâ â ã â ã ã â ã ã â½â¾ã 6,â ã â â âºâ ã ã â¾ã â â â ã â â â ã â½ã â½ã ã ã â½ã ã ã ã ã â â â¹ã â ã³âºâ¼ã ã â ã³ â¼â¼â ã³ â ã âµã â¹ãžã â ã ãœ â¾ã ã â â³âª â³â â ã â½ã â ã âµã ã ãœâ â ã â â â â ã â¾ã â³â â ã â ã ã ã â ã â³âªã ã â¾ã â¹ã ã ã â³â â â ã âº â â â¾ãˆâ â ã ã â²â² â â â ã â ã â³âªã ã â â ã â½ã â ã â â ã â ãº â â ã ãœ â³âªã ã â â â ã â ã ã ã ã ã â ã â ã ã â ã ã ã ã â¼â ã ã â½ã ã âº â¾ã ã â â¾ãˆâ â³ â â â¾ã â â â â âµã â¾ã ã â â â ã ã ã ã ã ãžã ãšã ã â½ã ã âº ,2002
66,various artistsry cd2,data,club,100072,ministry of sound sessions eight todd terry cd2,free ultra nate it s alright i feel it nu yorican soul are you in love micheal watford pressure urban spirits movin on moodlife feat sonya rodgers back to paradise byron stingily not much heaven uptown express feat richie jones pepper m ashay bring you love visual feat b t can t you see raw grooves 3 kerri chandler spiller from rio laguna bet i get u hot brian bristol supernatural kim english ,1997
67,les vamps,data,,100073,2 eme show,innondation la madelon courrier du coeur veille tele scene de nuit matinee visite au cimetiere tranche de tartes medisances le concours commentaire ,
68,ã ã ã ã ã ã ãª,data,pop,100074,absolutã ã ã ã ãˆã 2,ã ãªã³ã ã ã ã²ã ã ã ã²ã ã ãšã ã ã ãªã ã ã ã ã ã 15 ã ã ã² ã ã³ãªã ã ã ã ã ãµ 10 ã ã ã² ã ãˆã ãƒã ã ã ã ã² ã²ã ãªã ã ã ã ã ã ãžã²ã ã ã²ã ã ã ã ã ã ã ã ã ãªã ã ã ã ã³ã²ã ã ãƒã ã ã ã ã ã ã ã ã ã ã²ã ã¹ã ã ã ã ã ã ã¼ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ãšã ã ã ã ã ã ã ã ã ãªã ãœã ã ã ã ã ã â ã² ã ã³ã ã ãªã ã ã ã ã ã ã ã ãžã ã ã ã ã ã ã ã ã ã ã ã ã ã ã 100 ã ã¾ã ã ã triplex ã ã ã ã ã ã ã ã ã ã³ã ã ã ã ã ã ã ã ã ã ãžã ã ã²ã ã ã ã ã³ã ã ã ã ã²ã ã ã ãªã ã ã ã²ã ã ã ãª ãƒã ã ã²ã ã ã ã ã³ã ã³ã¹ã ã ã ã ã ã ã ã ã ã ã ã ãšã ã ã ã ã ã ã ã ã ã ã ã ã ã ã²ã³ ã ã ã ã ã ã¼ ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ãªã ã ã ã ã ã ã ã ã ã ã ã ã mc ã ã ã ã ã ãªã ã ãšã ã ã ã ã ã ã ã ã ã ãµ ã ã ã ã³ã ã ã ã ã²ã ã ãªã ã ã ã ã ãªã ã ã ã ã ã ã ã ã ã ã ãªã ã ã ã ã ã ã ã ã ã ã ãœ ã ã ã ã ã ãªã ã ãšã ã ãªã ã ã ã ã³ã ã ã ã ã ã ã ã ã ãœã ã ã ã ã ãžã²ã ã³ã ã²ã ã ã¾ã ã ã ã¼ ãšã ã²ã ã ã ã ã¼ ã ã ã ã ã²ã ã ã ã ã ã ã¾ã ãªã ã ã ã ã ã ã ã ã ã ãž ãžã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã ã²ã ã ã ã ã ã¾ã ã ã ãƒã ã¾ãªã ã ã ã ã ã ã ,2003
69,buster b jones,folk,folk,100075,ballads barn burners,alabama jubilee three string swing sir thomas letty mostly merle ask john buster b boogie frere jacques guitarville just another rag le minuet lefty misdirected energy merci marcel skippy ,1999
70,v rios,folk,,100076,folia de s o jo o,sanfoneiro s tocava isso pula fogueira dia dos namorados l vem a rita o delegado quer prender o ant nio a bandinha do man sobe o meu bal o noites de junho sonho de papel cai cai bal o isto l com santo ant nio capelinha de mel o jo o de barro o cas rio da maria a sanfona do man o baile come a as 9 prece a santo ant nio santo ant nio n o gosta tim tim l l chegou a hora da fogueira ,
72,leon siu and david kawika kahiapo,folk,,100078,slack key praise,ekolu mea nui lokomaika i amazing grace jesu meke kanaka waiwai nu oli glad tidings jesu no ke kahuhipa ke akua mana e how great thou art medley we will glorify he touched me glory glory lord shout to the lord blessed be the lord god almighty hawai i aloha ,
73,freikorps,folk,national folk,100080,kai freikorps nordmann,isengard wenn der tag der zorn der gã tter segel weiter nordmann germane sharp immer noch dabei gib gas stolze krieger ein tag im september ,
74,detlef jã cker,folk,vocal,100081,und weiter geht s im sauseschritt,und weiter geht s im sauseschritt mein nagelneuer roboter das zappellied wir bauen einen schneemann drei schritte rã¼ckwã rts gehen das wunderinstrument das flummilied tanzlied der tiere die eisenbahn im karneval im karneval obstsalat alle kinder dieser erde unbekannt ,
75,barry mcguire,folk,oldies,100082,eve of destruction,eve of destruction she belongs to me you never had it so good sloop john b baby blue the sins of a family try to remember mr man on the street act one you were on my mind ain t no way i m gonna change my mind what exactly s the matter with me why not stop dig it while you can ,1985
76,â¼â¼â¹ãœã ã â¼ã â â â â¹â¾ã â¼â â â³â ãœ,folk,,100083,â¼â¼â¹ãœã ã â¼ã â â ,ã ã â ãƒã ã ãƒãšâ ã invite from the heaven ã ã â ã ã ã â ã â ã love of god â³â â ã â â â â ã âº ã ã²ãˆâ peace like a river â³â â âµãˆâ â¾ã oh my soul â½ãƒã ã 133ã ã psalms 133 ã ã â³âªã ã ã ã â³âªâ ã the lord my god ã ã â ã ã â ã ã¹â¾ã ã ã â ã³ praise the lord ã ã â³âªâ ã ã ãœ ã ã â½ãƒâ ã ãƒã âºâ¹ the blessing from god ã ãœâ ã â¾ãÿ 61ã ã issaiah 61 â ã â ã ã ã â ã â ã love in jesus â ã â ã ã ã â ã â ã â¹ã ã ã love in jesus instrumental only ,
77,hana a petr ulrychovi,folk,,100084,nikola suhaj loupeznik,pojdte a polette par slunnych dnu verbuju krajino krajino jezibaba rano rano a v kutecku seda erzika nikola zrada az jednou cervanky zabili ho pisen prastarych stromu ,
78,primus,folk,gospel,100085,juletoner,glã d dig du jord glade jul dejlige jul kom alle kristne jesus oh what a wonderful child nã r juleklokken kimer the greatest miracle englekor pã nattehimmel christ is born en rose sã jed skyde den yndigste rose er funden reflekser emmanuel ,1995
79,the pandanus club,folk,,100086,ho ike,e ku u sweetie ko olau hula ku u sweet lei oe ku u pua aloha ku u home a o hilo hawai i i ka hano puanani kalei aloha pili mau me oe lehua mamo ke anuenue kaupo honokahua nani e ,
81,clive gregson,folk,,100088,comfort and joy,frances o connor antidote fingerless gloves i m there for you it s you i want to hold if i was your lover catholic girl white suit of notes riding on a bus pretty peggy o string of pearls comfort and joy ,
82,various artists,folk,folk,100089,dorival caymmi,toquinho e vinicius dora agostinho dos santos saudade de itapoa maria creuza joao valentao pocho eu nao tenho onde morar ana lucia acalanto paulinho nogueira histã²ria de pescadores maria creuza saudade da bahia cauby peixoto sã² louco maria creuza marina agostinho dos santos nao tem soluã ao paulinho nogueira lã vem a baiana thereza tinoco sabado em copacabana toquinho vamos chamar o vento orchestra coro rge o que ã que a baiana tem ,
84,marco pereira,folk,folk,100091,elegia,marco pereira samba urbano canhoto da paraiba imagem marco pereira marco pereira flor das aguas garoto jorge da fusa marco pereira marco pereira ladeira de sao roque canhoto da paraiba com mais de mil marco pereira marco pereira elegia marco pereira bate coxa pixinguinha carinhoso marco pereira garoto desvairada marco pereira joã o pernambuco sons de carrilhoes marco pereira dilermando reis valsa brasileira marco pereira ze do norte mulher rendeira fantasia marco pereira ,1990
86,johnny light,folk,folk,100093,verhaal zonder woorden,verhaal zonder woorden ik heb vannacht van jou gedroomd die mooie dagen met jou el corazon na regen komt zonneschijn ik hou van jou dit mag eeuwig duren jij bent het helemaal als een droom in de nacht aan de middellandse zee waarom zie je me niet staan toe kom in m n armen als de warme stralen van de zon ,
87,keri noble,folk,pop,100094,fearless,look at me talk to me piece of my heart a dream about you about me let it rain falling love is all i know answered prayer bartender i won t if no one will listen ,2004
