idDBLP,idACM
conf/sigmod/UrhanFA98,276317
conf/sigmod/ChakrabartiDI98,276332
conf/sigmod/SubramanianV98,276333
conf/sigmod/ChanI98,276336
conf/sigmod/ChaudhuriN98,276337
conf/sigmod/FernandezFKLS98,276341
conf/sigmod/RajagopalanML98,276342
conf/sigmod/Stonebraker98,276348
conf/sigmod/AdamY98,276350
conf/sigmod/WhiteCF98,276355
conf/sigmod/Doherty98,276358
conf/sigmod/FranklinZ98,276360
conf/sigmod/LahiriJJC98,276366
conf/sigmod/NaumanS98,276369
conf/sigmod/LiS98,276374
conf/sigmod/OlstonWACELSS98,276377
conf/sigmod/AvnurHLORRRW98,276383
conf/sigmod/KornackerSH98,276384
conf/sigmod/DarEGP98,276391
conf/sigmod/ChenWZ98,276392
conf/sigmod/LiYVGPUV98,276382
conf/sigmod/TsurUACMNR98,276306
conf/sigmod/JonssonFS98,276316
conf/sigmod/SeidlK98,276319
conf/sigmod/CluetDSS98,276321
conf/sigmod/Cohen98,276323
conf/sigmod/PapadopoulosM98,276325
conf/sigmod/ZhaoDNS98,276329
conf/sigmod/Adelberg98,276330
conf/sigmod/GibbonsM98,276334
conf/sigmod/JaedickeM98,276338
conf/sigmod/MatiasVW98,276344
conf/sigmod/LarsonG98,276346
conf/sigmod/AndersonBKW98,276347
conf/sigmod/Mylopoulos98,276349
conf/sigmod/KemperKM98,276351
conf/sigmod/Eaton98,276357
conf/sigmod/Spiro98,276359
conf/sigmod/Chan98,276362
conf/sigmod/NgLK98,276364
conf/sigmod/AndersonAF98,276365
conf/sigmod/Chong98,276370
conf/sigmod/Kennamer98,276373
conf/sigmod/KiepuszewskiMO98,276379
conf/sigmod/Cohen98a,276380
conf/sigmod/LacroixSC98,276385
conf/sigmod/BaumannDFRW98,276386
conf/sigmod/Toyama98,276389
conf/sigmod/BerchtoldBBKK97,253263
conf/sigmod/RoussopoulosKR97,253276
conf/sigmod/ZhaoDN97,253288
conf/sigmod/GriffinH97,253304
conf/sigmod/BrinMUT97,253325
conf/sigmod/BrinMS97,253327
conf/sigmod/LivnyRBCDLMW97,253335
conf/sigmod/GebhardtJJ97,253344
conf/sigmod/AgrawalASY97,253355
conf/sigmod/LlirbatFS97,253357
conf/sigmod/YangM97,253361
conf/sigmod/Kramer97,253372
conf/sigmod/CruzALRZ97,253376
conf/sigmod/LivnyRBCDLMW97a,253379
conf/sigmod/ONeilQ97,253268
conf/sigmod/HoAMS97,253274
conf/sigmod/MumickQM97,253277
conf/sigmod/TsueiPK97,253279
conf/sigmod/DoppelhammerHKK97,253280
conf/sigmod/AdelbergGW97,253287
conf/sigmod/HellersteinHW97,253291
conf/sigmod/CareyK97,253302
conf/sigmod/KatayamaS97,253347
conf/sigmod/QuassW97,253352
conf/sigmod/ColbyKLMR97,253353
conf/sigmod/MotakisZ97,253359
conf/sigmod/GeorgeH97,253362
conf/sigmod/Shasha97,253368
conf/sigmod/ChaudhuriD97,253373
conf/sigmod/Chaudhuri97,253374
conf/sigmod/GoyalHKMSZ97,253377
conf/sigmod/HammerGNYBV97,253395
conf/sigmod/GingrasLSPS97,253397
conf/sigmod/GeneserethKD97,253400
conf/sigmod/BohrerBBCFHKKMNRRSUUW97a,253401
conf/sigmod/TomasicABKNR97,253402
conf/sigmod/FernandezFKLS97,253403
conf/sigmod/WangSCRZP97,253406
conf/sigmod/BerchtoldK97,253407
conf/sigmod/SeshadriP97,253408
conf/sigmod/Chakravarthy97,253409
conf/sigmod/WodtkeWWDM97,253411
conf/sigmod/IoannidisLANT97,253415
conf/sigmod/SimmenSM96,233320
conf/sigmod/OConnellISWABCCLPWW96,233321
conf/sigmod/OzdenRSS96,233322
conf/sigmod/BrownCL96,233351
conf/sigmod/ChristophidesCM96,233358
conf/sigmod/ChawatheRGW96,233366
conf/sigmod/BunemanDHS96,233368
conf/sigmod/NguyenS96,233371
conf/sigmod/Keim96,280349
conf/sigmod/Han96,280351
conf/sigmod/LeflerSW96,280354
conf/sigmod/HanFWCZK96,280356
conf/sigmod/SrikantA96,233311
conf/sigmod/FukudaMMT96,233313
conf/sigmod/SelfridgeSW96,233315
conf/sigmod/ZouS96,233325
conf/sigmod/AchyutuniON96,233326
conf/sigmod/AdaliCPS96,233327
conf/sigmod/FranklinJK96,233328
conf/sigmod/GrayHOS96,233330
conf/sigmod/HillyerS96,233332
conf/sigmod/HarinarayanRU96,233333
conf/sigmod/RaoBG96,233334
conf/sigmod/PatelD96,233338
conf/sigmod/PoosalaIHS96,233342
conf/sigmod/DohertyHR96,233344
conf/sigmod/Tajima96,233349
conf/sigmod/GarofalakisI96,233352
conf/sigmod/CookKWZ96,233354
conf/sigmod/McAuliffeCS96,233355
conf/sigmod/CherniackZ96,233356
conf/sigmod/HellersteinN96,233359
conf/sigmod/RossSS96,233361
conf/sigmod/MorpainCFP96,233362
conf/sigmod/GoyalHKMS96,233369
conf/sigmod/Bernstein96,280348
conf/sigmod/Mohan96,280350
conf/sigmod/PiatkoYLS96,280352
conf/sigmod/ChooOLCGBPS96,280357
conf/sigmod/FukudaMMT96a,280359
conf/sigmod/RothAHCCFSTW96,280363
conf/sigmod/BerensonBGMOO95,223785
conf/sigmod/AdyaGLM95,223787
conf/sigmod/ShatdalN95,223801
conf/sigmod/FaloutsosL95,223812
conf/sigmod/ParkCY95,223813
conf/sigmod/GuptaMR95,223817
conf/sigmod/HouZ95,223840
conf/sigmod/IoannidisP95,223841
conf/sigmod/DavisonG95,223845
conf/sigmod/BrinDG95,223855
conf/sigmod/Ivinskis95,223862
conf/sigmod/WoelkBJOTU95,223867
conf/sigmod/Olson95,223873
conf/sigmod/Kleissner95,223875
conf/sigmod/ImielinskiV95,223885
conf/sigmod/BrodskyK95,223788
conf/sigmod/FegarasM95,223789
conf/sigmod/GardarinMP95,223791
conf/sigmod/RoussopoulosKV95,223794
conf/sigmod/PapadiasTSE95,223798
conf/sigmod/RamaswamyK95,223809
conf/sigmod/ArefBV95,223811
conf/sigmod/SistlaW95,223844
conf/sigmod/ZhugeGHW95,223848
conf/sigmod/DanS95,223853
conf/sigmod/ChaudhuriDY95,223856
conf/sigmod/Team95c,223858
conf/sigmod/Moore95,223859
conf/sigmod/BunemanM95,223863
conf/sigmod/Ellison95,277954
conf/sigmod/Epstein95,277955
conf/sigmod/Golding95,223865
conf/sigmod/Shyy95,223866
conf/sigmod/Edelstein95,223868
conf/sigmod/Bampahl95,223870
conf/sigmod/Perna95,223872
conf/sigmod/Atkinson95,223874
conf/sigmod/Gerber95,223877
conf/sigmod/Levine95,223878
conf/sigmod/MattosM95,223881
conf/sigmod/Norrie95,223883
conf/sigmod/Gibson95,223884
conf/sigmod/AshleyFHLNP95,223888
conf/sigmod/BuchmannDZH95,223889
conf/sigmod/MassariPSC95,223890
conf/sigmod/GatziuGD95,223893
conf/sigmod/HammerGIPUW95,223896
conf/sigmod/GrossmanHQ95,223901
conf/sigmod/DreyerDS95,223902
conf/sigmod/BilirisDGJR94,191848
conf/sigmod/MohanN94,191849
conf/sigmod/ZhangNBB94,191850
conf/sigmod/ChenR94,191874
conf/sigmod/SwamiS94,191877
conf/sigmod/NybergBCGL94,191884
conf/sigmod/VingralekBW94,191889
conf/sigmod/ChristophidesACS94,191901
conf/sigmod/CareyFZ94,191911
conf/sigmod/FaloutsosRM94,191925
conf/sigmod/DarR94,191928
conf/sigmod/Martin94,191936
conf/sigmod/Vaskevitch94,191942
conf/sigmod/BilirisP94,191983
conf/sigmod/BrinkhoffKSS94a,191988
conf/sigmod/Mohan94,191990
conf/sigmod/Jagadish94,191991
conf/sigmod/Ballinger94,191944
conf/sigmod/BarbaraI94,191844
conf/sigmod/Ahn94,191847
conf/sigmod/BersonGMJ94,191852
conf/sigmod/MumickP94,191860
conf/sigmod/GravanoGT94,191869
conf/sigmod/IoannidisL94,191870
conf/sigmod/HsiaoCY94,191879
conf/sigmod/LoR94,191881
conf/sigmod/PangCL94,191882
conf/sigmod/DewanSHH94,191893
conf/sigmod/TomasicGS94,191896
conf/sigmod/ConsensM94,191898
conf/sigmod/KemperMPS94,191906
conf/sigmod/Galindo-Legaria94,191908
conf/sigmod/CareyDFHMNSSTTWZ94,191915
conf/sigmod/WhiteD94,191919
conf/sigmod/SeshadriLR94,191926
conf/sigmod/SagonasSW94,191927
conf/sigmod/Carey94,191929
conf/sigmod/DanielsDDEHJJLSSS94,191930
conf/sigmod/Cattell94,191937
conf/sigmod/Kim94,191938
conf/sigmod/Ubell94,191939
conf/sigmod/Pirahesh94,191941
conf/sigmod/Englert94,191945
conf/sigmod/Fernandez94,191947
conf/sigmod/FlokstraKS94,191951
conf/sigmod/GrossmanQ94,191965
conf/sigmod/SagonasSW94a,191970
conf/sigmod/CatarciS94,191976
conf/sigmod/BabcockO03,872764
conf/sigmod/DasGR03,872765
conf/sigmod/WangJLY03,872777
conf/sigmod/BabcockBDM03,872789
conf/sigmod/BenediktCFFR03,872792
conf/sigmod/MiloAABN03,872793
conf/sigmod/ChaudhuriGS03,872802
conf/sigmod/LometT03,872806
conf/sigmod/Bierman03,872807
conf/sigmod/PapadiasTFS03,872814
conf/sigmod/CuiOTS03,872815
conf/sigmod/DeshpandeNGS03,872818
conf/sigmod/ChengKP03,872823
conf/sigmod/DeHaanTCO03,872832
conf/sigmod/CranorJSS03,872838
conf/sigmod/AbadiCCCCEGHMRSSTXYZ03,872855
conf/sigmod/AgrawalK03,872865
conf/sigmod/GuptaLM03,872869
conf/sigmod/JagatheesanR03,872878
conf/sigmod/Ullman03,872759
conf/sigmod/GuoSBS03,872762
conf/sigmod/WitkowskiBBDFGSS03,872767
conf/sigmod/SchleimerWA03,872770
conf/sigmod/AgrawalES03,872771
conf/sigmod/SionAP03,872772
conf/sigmod/MinPC03,872775
conf/sigmod/MelnikRB03,872782
conf/sigmod/CohenM03,872787
conf/sigmod/ChaudhuriGGM03,872796
conf/sigmod/KementsietsidisAM03,872798
conf/sigmod/StoltePAG03,872800
conf/sigmod/GuptaS03,872809
conf/sigmod/PengC03,872810
conf/sigmod/MaddenFHH03,872817
conf/sigmod/KimC03,872829
conf/sigmod/PadmanabhanBMCH03,872835
conf/sigmod/GotoK03,872837
conf/sigmod/LakshmananPZ03a,872843
conf/sigmod/OoiTZGLLLNSWZ03,872845
conf/sigmod/AgichteinG03,872851
conf/sigmod/ChandrasekaranCDFHHKMRS03,872857
conf/sigmod/ZhangDWEMPMDR03,872861
conf/sigmod/PaparizosACJLNPSWWY03,872862
conf/sigmod/BohannonDGKLNS03,872863
conf/sigmod/ZhuSZ03,872866
conf/sigmod/SengarH03,872867
conf/sigmod/KornMZ03,872868
conf/sigmod/KoudasS03,872871
conf/sigmod/BunemanKTT02,564693
conf/sigmod/RiedewaldAA02,564694
conf/sigmod/MaddenSHR02,564698
conf/sigmod/ZadorozhnyRVUB02,564702
conf/sigmod/ChungMS02,564706
conf/sigmod/KaushikBNK02,564707
conf/sigmod/BrunoC02,564722
conf/sigmod/VriesMNK02,564729
conf/sigmod/GaoW02,564734
conf/sigmod/MoonWH02,564735
conf/sigmod/ProcopiucJAM02,564739
conf/sigmod/DogacTPPLKTK02,564750
conf/sigmod/BumbulisB02,564753
conf/sigmod/RaoZML02,564757
conf/sigmod/AltinelLKMPLWB02,564765
conf/sigmod/KarbhariRXD02,564773
conf/sigmod/WangTYGWP02,564774
conf/sigmod/AgrawalCD02,564782
conf/sigmod/HinneburgKW02,564784
conf/sigmod/ShashaB02a,564798
conf/sigmod/ViglasN02,564697
conf/sigmod/DattaDTVSR02,564703
conf/sigmod/ZhouR02,564709
conf/sigmod/ChenGMV02,564710
conf/sigmod/FreireHRRS02,564713
conf/sigmod/PapakonstantinouPV02,564714
conf/sigmod/GillmannWW02,564718
conf/sigmod/DasuJMS02,564719
conf/sigmod/RamanH02,564723
conf/sigmod/BrunoKS02,564727
conf/sigmod/TaoP02,564730
conf/sigmod/ChangH02,564731
conf/sigmod/PolyzotisG02,564733
conf/sigmod/YangWYH02,564738
conf/sigmod/ChoiC02,564742
conf/sigmod/GarofalakisG02,564746
conf/sigmod/JosifovskiSHL02,564751
conf/sigmod/KanthRA02,564755
conf/sigmod/SzalayGTKMRSv02,564758
conf/sigmod/AntonJLPZZ02,564762
conf/sigmod/LuoKMPWLN02,564763
conf/sigmod/MarklL02,564766
conf/sigmod/ZhangMCMR02,564767
conf/sigmod/AbadiC02,564770
conf/sigmod/ChenRW02,564771
conf/sigmod/LuWYBLY02,564785
conf/sigmod/RundensteinerWYD02,564786
conf/sigmod/GarofalakisGR02,564794
conf/sigmod/Mohan02,564796
conf/sigmod/Bussler02,564801
conf/sigmod/Aggarwal03,872826
conf/sigmod/LiuFP03,872846
journals/sigmod/Date03,959061
journals/sigmod/Snodgrass03c,959062
journals/sigmod/BonnetBDL03,959067
journals/sigmod/KannanKIK03,959071
journals/sigmod/Kumar03,959064
journals/sigmod/Mani03,959066
journals/sigmod/TanK03,959072
journals/sigmod/GerlaX03,959073
journals/sigmod/CalvaneseGLV03,959076
journals/sigmod/WangD03,959079
journals/sigmod/GalianoM03,959080
journals/sigmod/Giorgini03,959084
journals/sigmod/MotroA03,959085
journals/sigmod/AilamakiH03,945725
journals/sigmod/Halevy03,945724
journals/sigmod/Aberer03c,945727
journals/sigmod/BawaCCDGGKMSSVY03,945728
journals/sigmod/AbererCDDHPS03,945729
journals/sigmod/Hellerstein03,945730
journals/sigmod/ArenasKKKMM03,945733
journals/sigmod/Ouksel03,945735
journals/sigmod/MalaikaEM03,945739
journals/sigmod/Aberer03b,776994
journals/sigmod/Vianu03,776999
journals/sigmod/GolabO03,776986
journals/sigmod/GottlobKP03a,776988
journals/sigmod/FifeG03,776991
journals/sigmod/CaleroPR03,776992
journals/sigmod/Nascimento03,776996
journals/sigmod/Stirling03,776997
journals/sigmod/CampbellEM03,777002
journals/sigmod/AilamakiG03,777004
journals/sigmod/WenLMZ03,640994
journals/sigmod/BertinoEH03,640995
journals/sigmod/MarchiLPT03,640997
journals/sigmod/OConnellW03,640991
journals/sigmod/GottlobKP03,640992
journals/sigmod/LacroixB03,641003
journals/sigmod/SpynsMJ02,637413
journals/sigmod/BusslerFM02,637415
journals/sigmod/MaximilienS02,637417
journals/sigmod/AbererCH02,637419
journals/sigmod/ShethM02,637430
journals/sigmod/MeltonE02,637433
journals/sigmod/FininJ02,637416
journals/sigmod/AnyanwuS02,637418
journals/sigmod/ButtlerCCFHLPRX02,637421
journals/sigmod/GobleR02a,637422
journals/sigmod/Grohe02,637428
journals/sigmod/BoucelmaCGJLL02,637431
journals/sigmod/RoantreeS02,637435
journals/sigmod/Aberer02b,601865
journals/sigmod/Neven02,601869
journals/sigmod/WinslettCDHZZ02,601881
journals/sigmod/YaoG02,601861
journals/sigmod/Weikum02,601867
journals/sigmod/RossAJS02,601875
journals/sigmod/LuoI02,601879
journals/sigmod/CruzKLSWY02,601882
journals/sigmod/PourabbasR02,565121
journals/sigmod/HalkidiBV02,565124
journals/sigmod/Camps02,565125
journals/sigmod/Aberer02a,565129
journals/sigmod/LaenderRST02,565137
journals/sigmod/OrlandicLS02,565120
journals/sigmod/Konig-RiesMMPPRSVW02,565134
journals/sigmod/BargaL02,565139
journals/sigmod/ErdurD02,507349
journals/sigmod/Aberer02,507353
journals/sigmod/Kemper02,507354
journals/sigmod/TianDCZ02,507341
journals/sigmod/SommerGB02,507343
journals/sigmod/QuixSJ02,507348
journals/sigmod/BallMRZ02,507350
journals/sigmod/Suciu02,507360
journals/sigmod/Stonebraker02,507362
journals/sigmod/GobleR02,507366
journals/sigmod/Snodgrass02,507369
journals/sigmod/StolfoLCFE01,604267
journals/sigmod/BarbaraCJW01,604268
journals/sigmod/Aberer01a,604274
journals/sigmod/Cardelli01,604278
journals/sigmod/LeeF01,604270
journals/sigmod/SayginVC01,604271
journals/sigmod/ShahMFH01,604282
journals/sigmod/Cetintemel01,604284
journals/sigmod/Aberer01,603869
journals/sigmod/ShanmugasundaramSKKVNT01,603871
journals/sigmod/Huyn01,603880
journals/sigmod/BabuW01,603884
journals/sigmod/LabrinidisM01,603886
journals/sigmod/SchmidtWKFCMB01,603872
journals/sigmod/HanBP01,603873
journals/sigmod/Suciu01,603874
journals/sigmod/ChienTZ01,603875
journals/sigmod/Lomet01,603878
journals/sigmod/TanakaV01,603879
journals/sigmod/RossHKRRSS01,603882
journals/sigmod/Aggarwal01,373638
journals/sigmod/PuSW01,373680
journals/sigmod/BertinoEH01,373684
journals/sigmod/FengJH01,373691
journals/sigmod/RossCGLLM01,604262
journals/sigmod/CarmelMS01,373705
journals/sigmod/BoscMP01,373708
journals/sigmod/YuenCLL00,369282
journals/sigmod/PossasMCR00,369278
journals/sigmod/RashidS00,369281
journals/sigmod/Halevy00,369284
journals/sigmod/Jhingran00,369287
journals/sigmod/PoessF00,369291
journals/sigmod/TheodoridisN00,362104
journals/sigmod/LeeC00,362140
journals/sigmod/LudwigG00,362094
journals/sigmod/WuY00,362096
journals/sigmod/ArpinarD00,362098
journals/sigmod/Palpanas00,362142
journals/sigmod/LabrinidisR00,344794
journals/sigmod/PourabbasR00,344799
journals/sigmod/LiefkeS00,344815
journals/sigmod/PaepckeGRC00,344828
journals/sigmod/DongS00,344808
journals/sigmod/GatziuJSV99,344825
journals/sigmod/KempsterST99,344843
journals/sigmod/JacobS99,344857
journals/sigmod/HansonN99,344839
journals/sigmod/Libkin99,344850
journals/sigmod/MusickC99,344860
journals/sigmod/ConradHHKRSS99,333608
journals/sigmod/RosenthalS99,333611
journals/sigmod/YauLMS99,333612
journals/sigmod/PapazoglouH99,309886
journals/sigmod/Mackay99,309852
journals/sigmod/SmithO99,309878
journals/sigmod/Hampapur99,309883
journals/sigmod/BergamaschiCV99,309897
journals/sigmod/Gal99,310061
journals/sigmod/EisenbergM99,310075
journals/sigmod/Danish98,306103
journals/sigmod/JenningsNF98,306112
journals/sigmod/ReichB98,306115
journals/sigmod/BollKB98,306119
journals/sigmod/Domingo-FerrerH98,306129
journals/sigmod/BichlerSZ98,306102
journals/sigmod/MeltzerC98,306105
journals/sigmod/BernsteinBCDFGGHHJLMNPSU98,306137
journals/sigmod/EisenbergM98a,306144
journals/sigmod/CheungF98,290596
journals/sigmod/GriffinK98,290597
journals/sigmod/Lomet98,290598
journals/sigmod/KeetonPH98,290602
journals/sigmod/SnodgrassGIMSU98,290599
journals/sigmod/KappelR98,290601
journals/sigmod/EisenbergM98,290604
journals/sigmod/TsotrasJS98,273258
journals/sigmod/Chaudhri98,273247
journals/sigmod/Seshadri98,273251
journals/sigmod/Roussopoulos98,273253
journals/sigmod/KuokFW98,273257
journals/sigmod/ChangASS98,273264
journals/sigmod/KoksalAD98,273265
journals/sigmod/Manola98,273267
journals/sigmod/Bernstein98,273271
journals/sigmod/Suciu97,271077
journals/sigmod/AshishK97,271078
journals/sigmod/AtzeniMM97,271080
journals/sigmod/McHughW97,271082
journals/sigmod/NestorovAM97,271084
journals/sigmod/BaaderJN97,274461
journals/sigmod/McClatcheyV97,271087
journals/sigmod/ConradEHRSSSV97,271089
journals/sigmod/GuptaHR97,271093
journals/sigmod/GrayG97,271094
journals/sigmod/JajodiaBBKMSW97,271095
journals/sigmod/DadamK97,271096
journals/sigmod/FernandezFLS97,262763
journals/sigmod/HadzilacosT97,262766
journals/sigmod/JukicV97,262767
journals/sigmod/BarbaraS97,262764
journals/sigmod/ClementLGMK97,262765
journals/sigmod/RamamrithamS97,262769
journals/sigmod/FrewD97,248609
journals/sigmod/Fong97,248614
journals/sigmod/RamanathanH97,248615
journals/sigmod/ChaudhuriD97,248616
journals/sigmod/TomasicS97,248606
journals/sigmod/KramerNKRLKLZ97,248607
journals/sigmod/RiekertMW97,248608
journals/sigmod/Gardels97,248610
journals/sigmod/KaradimitriouT97,248613
journals/sigmod/DoanPSB97,248617
journals/sigmod/Ioannidis96,245890
journals/sigmod/KennedyMB96,245895
journals/sigmod/AtkinsonDJPS96,245905
journals/sigmod/RafanelliBT96,245887
journals/sigmod/TaninBS96,245891
journals/sigmod/Keim96,245896
journals/sigmod/SantucciT96,245898
journals/sigmod/ShethGJRSWW96,245903
journals/sigmod/Sidell96,245906
journals/sigmod/Eisenberg96,245907
journals/sigmod/Bhashyam96,245908
journals/sigmod/ZobelMR96,234891
journals/sigmod/BrunieK96,234895
journals/sigmod/ACT-NET96,234896
journals/sigmod/NormanZT96,234892
journals/sigmod/HasanFV96,234894
journals/sigmod/Dogac96,234900
journals/sigmod/Qian96a,234903
journals/sigmod/Bestavros96,381860
journals/sigmod/AndlerHEMBE96,381881
journals/sigmod/SilberschatzSU96,381886
journals/sigmod/RamamrithamSSTX96,381868
journals/sigmod/HaritsaS96,381870
journals/sigmod/KuoM96,381873
journals/sigmod/SonDT96,381879
journals/sigmod/AdelbergKG96,381882
journals/sigmod/BerndtssonH96,381889
journals/sigmod/UrbanDG96,381892
journals/sigmod/Anonymous96,381900
journals/sigmod/Qian96,381901
journals/sigmod/NobleS95,219730
journals/sigmod/DrewHKKLLLSW95,219769
journals/sigmod/DunhamH95a,219727
journals/sigmod/ElmagarmidJF95,219735
journals/sigmod/WolfsonSDNR95,219737
journals/sigmod/AlonsoCIM95,219742
journals/sigmod/EnglertGH95,219760
journals/sigmod/VenkatraoP95,219763
journals/sigmod/SellisV95,219766
journals/sigmod/Stacey95,219774
journals/sigmod/DoanPK95,212003
journals/sigmod/LeeCL95,212011
journals/sigmod/PitouraB95,212015
journals/sigmod/RisheSBDOALOSS95,212019
journals/sigmod/Richey95,212024
