tid,id,title,authors,venue,year
259,RD-KmJCXk3wJ,The stakeholder approach to evaluation: Origins and promise,CH Weiss,"New Directions for Program Evaluation,",1983
262,AnNzb6Gr7HkJ,"TATA probabilistic temporal databases, I: Algebra","A Dekhtyar, R Ross, VS Subrahmanian","Technical report CS-TR-3987, Department of Computer Science, ",
270,Dkd7JqNh-fwJ,Selenium determination in animal whole blood using stabilized temperature platform furnace and  ,"RH Eckerlin, DW Hoult, GR Carnrick","At Spectrosc,",
277,JoY5e_B55gAJ,ProDA: a suite of web-services for progressive data analysis,"M Jahangiri, C Shahabi","Proceedings of 24th ACM SIGMOD International Conference on  &hellip;,",2005
282,DiyLLGIcUZQJ,â??Punctualityâ??and Verb Semantics,S Engelberg,,
283,dzHPil1BBAcJ,Evaluation of winter rye hybrids fertility,"L Madej, R Osinski, J Jagodzinski","BIULETYN-INSTYTUTU HODOWLI I AKLIMATYZACJI ROSLIN,",1995
287,CbVuJPvkwf0J,"Land degradation in the Yallahs Basin, Jamaica: historical notes and contemporary observations","D Barker, DFM McGregor","Geography,",
289,VX6-Plyp9zgJ,"September 11, terror war, and blowback",D Kellner,"Unpublished manuscript,",
291,sIUa2f9F91EJ,Four cheers for geography,S Jenkins,"Geography,",
305,ufc3hEkkoN4J,Designing solutions with COM+ technologies,"R Brown, W Baron, WD Chadwick",,2001
309,TgMOy2x-o9wJ,"The Haskell School of Expression: Learning Functional Programming through Multimedia, 2000",P Hudak,,
315,w2P_uyY3BGAJ,Australian Women in IT,"L von Hellens, S Nielsen","COMMUNICATIONS-ACM,",2001
316,-iCmy5Q7-00J,Thin Is In: Wafer-Thinning Method Delivers Ultra-Slim Chips with a Clean Process,D Bursky,"Electronic Design,",
323,iP1kEDZuPYYJ,A pattern of vortexflow of continental crust and the environ mental geology in China,L Zonghua,,1986
326,VOmRS1IYLHQJ,Grassroots,"K Kamiya, M RÃ¶scheisen, T Winograd","Technical Report, Stanford University, Cf. URL http://diglib. ",
332,nBfuG9VgfqAJ,An empirical study of sale rates and prices in impressionist and contemporary art auctions,"O Ashenfelter, K Graddy","Unpublished manuscript,",
335,url:http://ieeexplore.ieee.org/iel1/2206/1846/00050604.pdf%3Farnumber%3D50604,Impact of control system design on a flexible manufacturing system for colliery arches,SJ Williams,,
341,G8iDRkwfaqQJ,"Irrigation management transfer in Nigeria: a case ofÂ® financial sustainability for operation,  ",IK Musa,"International Conference on Irrigation Management Transfer,",
360,usC5w5B3S_IJ,Experience building the open OODB query optimizer,A Joseâ?¦,Proceedings of ACM,
373,z2YGIMBSU7UJ,"Charge-Based Proportional Scheduling. Technical Memorandum MIT/LCS/TM-529, January 1995",U Maheshwari,MIT Laboratory for Computer,
375,UrYJY7lnKaUJ,Expectations of Italian cheese in the pizza industry,RJ Alvarez,"Proceedings of the 23rd Annual Marschall Invitational  &hellip;,",
394,Ng1p4qxvf7EJ,1 W 980 nm pump modules with very high efficiency,"B Sverdlov, B Schmidt, S Pawlik, B Mayer, C Harder","Proc. 28th Eur. Conf. on Optical Communication,",
398,_GGgRRl38TgJ,Measurement of low-level strain birefringence in optical elements using a photoelastic modulator,TC Oakberg,"Proc. SPIE,",1996
410,c4ELeS4vK1EJ,Tolerance Graphs and Orders,S Felsner,"LECTURE NOTES IN COMPUTER SCIENCE,",1993
430,gii3pwLWDMwJ,TransLight: A Global-Scale LambdaGrid for E-Science,"T DeFanti, C de Laat, J Mambretti, K Neggers","COMMUNICATIONS-ACM,",2003
441,28W6aWq-C4oJ,Semantic web recommender systems,CN Ziegler,,
445,1dNEhgroZDUJ,Geopolitics and discourse: practical geopolitical reasoning in American foreign policy,Ã? Tuathail,"Political Geography,",
456,0JYcH0e5nZkJ,Experimental study of propulsive efficiency of pulsed detonation,"R Zitoun, V Gamezo, C Guerroud, D Desbordes","Proc. of the 21st Int. Symp. on Shock Waves, Great Keppel, ",
458,Rb5NnJ5KViIJ,"4, 175, 180, 203 amniosenosa, 204 cell migrations, 175 bonder cells, 179, 180 hemocytes, 176 PGC",I Drosophila,,
470,QRWJHLWImlYJ,Interventions to help external cephalic version for breech presentation at term,GJ Hofmeyr,"Cochrane Database Syst Rev,",2004
474,kjvQ3FafC-IJ,SANE development and operation guide,LE Ledray,"JOURNAL OF EMERGENCY NURSING,",1998
475,WY8jbUlHkbQJ,"Groundwater fauna of the South Platte River system, Colorado","JV Ward, NJ Voelz","See Ref,",
478,WyuPHBB-0GAJ,CAâ??s object database gets two-step release,S CRAIG,"Computerworld,",
494,L6t_li7XQAEJ,Issues in co-operative software engineering using globally distributed teams,"I Gorton, S Motwani","Information and Software Technology,",1996
514,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D200111010695MT%26recid%3DA0032617AH,The use of discrete observer theory to trim and stabilize periodic coefficient dynamic systems,"MH Peters, PV Bayly, DA Peters","European Rotorcraft Forum, 25 th, Rome, Italy, Proceedings.,",1999
518,K1CvTrLwL_wJ,for the Pierre Auger Collaboration,M Mostafa,"Proc. 28th ICRC,(Tsukuba, Japan, 2003)",
540,SSU5skdzxREJ,Analysis patterns for patient treatment,"T Sorgente, EB Fernandez, MM Larrondo-Petrie",submitted for,
543,ttmY152c3vYJ,Statistics of frequency-response estimates,JL Douce,,
545,x8s3QpPxgGYJ,PROMISE: peer-to-peer media streaming using CollectCast,"M Hefeeda, A Habib, B Botev, D Xu, B Bhargava","Proceedings of ACM Multimedia,",2003
555,mxACmnKeiBwJ,OLE Automation Programmerâ??s Reference,D Clark,,1996
561,sCFhaE4a8yAJ,Diffraction pattern sampling for automatic pattern recognition,"GG Lendaris, GL Stanley","Proc. IEEE,",1970
564,ek26aiEheesJ,STRUDEL: A Web-site Management System,"M Fernandez, J Kang, A Levy, D Suciu",,
566,wqCNvihL8LwJ,"Lernerautonomie und Lernstrategien, Fernstudieneinheit 23, Langenscheidt, MÃ¼nchen, 2000","P BIMMEL, U RAMPILLON",,
581,a2-CPLseJxQJ,The Role of Athletics in Student Development.,N Sanford,"New Directions for Higher Education,",1973
590,Faa0FnCEmE0J,Morphological Diagnosis and Heterogeneity. Atlas of Tumor Pathology: Tumors of the Lower Respiratory ,"TV Colby, MN Koss, WD Travis","MD,",
591,dCNBjTU6p90J,"andS. Clark.â??Collaborativewritingasaprocessofformalizinggroup memory,â??","M Mandviwalla, K Sandoe","Proc. 28th Annual Hawaii Int. Conf. on System Sciences,",
601,eCVVppG0h2MJ,Adaptive Disk Scheduling in a Multimedia DBMS,"K Lund, V Goebel",,
604,qtSeY_1Q5YUJ,R. Yavatkar. Distributed File Organization with Scalable Cost/Performance. ACM-SIGMOD Int. Conf,"R Vingralek, Y Breitbart, G Weikum","On Management of Data,",
610,Ow2iIfOJUm0J,International Students Publications and Forms Areas of Study Program Administrators Graduate Faculty ,F Assistance,,
622,lx43M93LPHcJ,Providing Focus for Financial Management.,AJ Falender,"New Directions for Higher Education,",1983
651,JweirBN3PSUJ,Environmental Isotopes in Hydrogeology,"ID Clark, P Fritz","CRC, New York,",1997
652,jlzv21qakdoJ,A Data Model and Query Language to Explore Enhanced Links and Paths in Life Science Sources,"G Mihaila, F Naumann, L Raschid, ME Vidal",,
658,sAYCyUcugbYJ,Primitives for Workload Summarization and Implications for SQL,"S Chaudhuri, P Ganesan, V Narasayya","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",2003
659,ThLxMqqAxjIJ,"Ã?., Srivastava, D., and Tan, M., 1996, Semantic Data Caching and Replacement","S Dar, MJ Franklin, B JÃ³nsson",&hellip;  of the 22 thInternational Conference on Very Large Data ,
664,c3832PwQ-f4J,Electromagnetic Analysis and Design in Magnetic Resonance Imaging,J Jianming,,
672,vZuvXH5l1kUJ,A Conceptual Framework for the Design of Organizational Control Mechanisms,WG Ouchi,"Management Science,",1979
676,JnV4W3TKPxMJ,A language based multidatabase system,"E KÃ¼hn, T Tschernko, K Schwarz","Proceedings of the 1994 ACM SIGMOD international conference  &hellip;,",1994
680,hVJ0RXXsyw8J,Studies on primary hyperoxaluria,"EW Frederick, MT Rabkin, RH Richie, LH Smith","vivo demonstration of a defect in glyoxylate metabolism. N  &hellip;,",
686,D6FNpQIUqNwJ,Intelligent Software Agents for Managing Distributed Genomics Data,JW Keeleâ?¦,Proc. 28th Conf. Int&#39;l Soc. Animal Genetics,
695,VQDjA8ibNZoJ,Psychology-UW-Milwaukee Navigation Banner,N On-Line,,2005
699,hJvqq1f9drgJ,Cardiotocography for antepartum fetal assessment,"N Pattison, L McCowan","Cochrane Database Syst Rev,",2000
715,VjozrvLkDjIJ,Multimethod probes of individualism and collectivism,"HC Triandis, C McCusker, CH Hui","Journal of Personality and Social Psychology,",
716,HqHnlDeFtIoJ,Some complexity questions related to distributed computations,A Yao,Proc. 11th ACM,
722,HNZUPXIIGzMJ,Stufengerechte beurteilung und optimierung der thermischen prozesssicherheit mittels dynamischer  ,A Keller,,1998
724,aU8MKDGl5QMJ,Characterization of Human Ocular Mucin Secretion Mediated by 15 (S)-HETE,"JE Jumblatt, LT Cunningham, Y Li, MM Jumblatt","CORNEA-NEW YORK-,",2002
726,XbvJHTrcf74J,"Neural networks for identification, prediction, and control","DT Pham, X Liu",,1995
736,onlybp6SAAsJ,AD 2003. TelegraphCQ: Continuous Dataflow Processing for an Uncertain World,"S Chandrasekaran, O Cooperâ?¦",Proc. of the Conf. on Innovative Data Systems Research (CIDR,
745,VcD2EDNjrS4J,Technical Article: Understanding Performance Testing,"A Ching, A Wagner",,2001
757,TCx3OC9-JJIJ,Methodology of Social Sciences,PA Gemtos,,1987
758,4wU7PtxrNiMJ,CONVERGENCE-INNOVATION AND CHANGE OF MARKET STRUCTURES BETWEEN TELEVISION AND ONLINE SERVICES,"M Dowling, C Lechner, B Thielmann",,
763,a-thBLsDrQQJ,I want my AOP,R Laddad,,
769,ON4HGVIBeKEJ,"The State's New Role in Facilities Planning: Maintain, Alter, Replace, and Reallocate.",WS Fuller,"New Directions for Higher Education,",1980
770,_NtogXr-E7UJ,The Perceived Fairness of Selection Systems: An Organizational Justice Perspective,SW Gilliland,"The Academy of Management Review,",1993
773,5wYlQQp8yzcJ,Symbolic Math Software,B Simon,"PC Magazine, August,",
781,EKddTPYwJNkJ,Confirmation of Traumatic Interhemispheric Subdural Hematoma by Magnetic Resonance Imaging,"VA Romano, GJ Toffol","JOURNAL OF EMERGENCY MEDICINE,",1994
787,url:http://www.ingentaconnect.com/content/els/08830355/2001/00000035/00000002/art00020,Conclusion: what have we learned?,WB Elley,"INTERNATIONAL JOURNAL OF EDUCATIONAL RESEARCH,",2001
789,JKy3Lo_oe5gJ,The impact of herbivory by Olympic marmots on the structure of subalpine meadow vegetation: MS  ,AF Watson,"University of Washington, Seattle,",
793,Wfy4M36QFtwJ,The linear rational collocation method with iteratively optimized poles for two-point boundary value ,"JP Berrut, HD Mittelmann","submitted for publication,",
797,vYF8ANUBCCMJ,Rooted circuits of closed-set systems and a max-flow min-cut theorem for stem clutters of affine  ,"M Hachimori, M Nakamura",Submitted for,
809,b1gS8kz09xcJ,Hilbert R-tree: an improved R-tree using hactals,"I Kamel, C Faloutsos","Proceedings of the 20th VLDB Conference,",
827,qvFtP35o6gAJ,Improving the TCPA specification,B Arbaugh,,
835,zaHFUt4bKmkJ,"Transforming THE Information Super Highway INTO A Private Toll Road (October, 1999), at 3",M Cooper,,
836,1U-FXQiz6lEJ,Generating machine specific optimizing compilers,"R Hoover, K Zadeck","Proceedings of the 23rd ACM SIGPLAN-SIGACT symposium on  &hellip;,",1996
851,A7WoAzxOJ9YJ,Hilbert R-tree: An Improved R-tree using Fractals,"I Kamel, C Faloutsos",,
854,uXF537HIZ0QJ,Distributed-Memory Model Checking with SPIN,"F Lerda, R Sisto","LECTURE NOTES IN COMPUTER SCIENCE,",1999
857,cadXUTZHtTQJ,Semantics-based concurrency control: beyond commutativity,"BR Badrinath, K Ramamritham","ACM Transactions on Database Systems,",1992
863,Td7GubFt3cQJ,Timing Trigger and Control distribution for LHC detectors.,BG Taylor,"Procs 1st Workshop on Electronics for LHC Experiments, CERN/",
877,fF0AKFW7Q0wJ,Two-dimensional transesophageal echocardiography in early diagnosis and treatment of hemodynamic  ,"H Steltzer, G Blazek, A Gabriel, K Leitner, N  ","Transplant Proc,",1991
879,jOpSoGOrQnoJ,Preparation for the Role of Teacher as Part of Induction into Faculty Life and Work,S Johnston,"NEW DIRECTIONS FOR TEACHING AND LEARNING,",1997
884,j4eMrUByISIJ,Meta-tag that page,P Kruger,"Electronic Library,",
894,sqZB6iIQVzwJ,Differential vector quantization of achromatic imagery,"RL Baker, RM Gray","Proc. Int. Picture Coding Symp,",
908,qS4jhfgPbm8J,Bringing Object-Relational Technology to Mainstream,"V Krishnamurthy, S Banerjee, A Nori","SIGMOD Conference,",1999
909,Nxad-c-f09gJ,Positive and Negative Global Self-Esteem: A Substantively Meaningful Distinction or Artifactors?,HW Marsh,"JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1996
919,GD1xF8QeCugJ,Efficient code distribution in wireless sensor networks,"N Reijers, K Langendoen","Proceedings of the 2nd ACM international conference on  &hellip;,",2003
926,yzAP-H-OuMMJ,Shape-based pedestrian detection and localization,"M Bertozzi, A Broggi",,
933,18FFG2HC51oJ,Business-to-business interactions: issues and enabling technologies; VLDB Volume 12 Number 1; 2003;  ,"B Medjahed, B Benatallah, A Bouguettaya, AHH Ngu,  ",,
936,Ly790RRZLQgJ,PC-Hypertext,A Poor,"PC Magazine,",
937,9X3-wBFUw_EJ,Generative video: A meta video representation,RS Jasinschi,"submitted to publication,",
941,co8xbFgwv9EJ,Output feedback variable structure controllers and state estimators for uncertain/nonlinear dynamic  ,SH Zak,,
944,Cw5kQP0ekNwJ,A Dual WM/FP System,D Kirovskiâ?¦,"Technical Report No. MSR-TR-2001-57, Microsoft Research,",
945,XeK-exduCywJ,A new efficient algorithm for computing Grobner basis,JC Faugere,"Proceedings of MEGA,",1998
947,U1bHeyK5XhcJ,Differential analysis on manifolds with corners,RB Melrose,,
949,vujv9jQLzqsJ,Decongestants and antihistamines for acute otitis media in children,"CA Flynn, G Griffin, F Tudiver","Cochrane Database Syst Rev,",2001
951,7apDNJCU3zEJ,On Deviations from Parabolic Growth Kinetics in High Temperature Oxidation,"G Borchardt, G Strehl",,
954,9p_jhDoerZUJ,The Iliad: the Trojan war,"M Stephanides, G Stephanides",,1991
957,url:http://doi.wiley.com/10.1002/ace.130,Transformative Learning and the Urban Context,"PL Kappel, BJ Daley","NEW DIRECTIONS FOR ADULT AND CONTINUING EDUCATION,",2004
965,QEdjOfWRZUIJ,Building Clinical Information Spaces on the World Wide Web,P Wehr,"Proceedings of the 23rd Annual SAS Users Group International &hellip;,",
966,6HcDunM0lJYJ,Challenges for spoken dialog systems,JR Glass,,1999
968,nAFY1TjSVnoJ,The effects of task interruption and information presentation on individual decision making,"C Speier, JS Valacich, I Vessey",,
972,naE3CW3OqcQJ,Ã¢â?¬ Å?Compiled-Directed Data Prefetching in Multiprocessors with Memory HierarchyÃ¢â?¬Â?,"EH Gomish, ED Granston, AV Veidenbnum","Procs. of 17th ISCA,",
978,wcAf1m3HRAYJ,Work initiatives for welfare recipients: lessons from a multi-state experiment,JM Gueron,,1986
983,2VDywjpBKAcJ,Mitigation of Denial of Service Attacks,J MÃ¶lsÃ¤,,
990,mcvg0-VoKkYJ,A unifying model of physical databases,"DS Batory, CC Gotlieb","ACM Transactions on Database Systems,",1982
996,mzFzhewxu1UJ,"Anti-self dual Lagrangians II: Unbounded non self-adjoint operators and evolution equations,(2005)","N Ghoussoub, L Tzou",,
1010,zyXyTW7sX_sJ,Reduction of the cost of erythropoietin therapy by coadministration of L-carnitine in hemodialysis  ,"D Karvadias, C Fortounas, J Tsouchnikas, T  ","EDTA 32nd Congress, Athens, Greece,",
1012,n3DMdfviaSUJ,The state of coral reef ecosystems of the United States and Pacific Freely Associated States: 2002.  ,"DD Turgeon, RG Asch, BD Causey, RE Dodge, W Jaap,  ",,
1013,vtzZpYMljXsJ,andR. Ladin. Organizinglongrunning activities with triggers and transactions,"U Dayal, M Hsu","Proceedings of the ACM SIGMOD,",
1016,0VkVsSsdtBAJ,Coordinating Mechanisms in Care Provider Groups: Relational Coordination as a Mediator and Input  ,JH Gittell,"MANAGEMENT SCIENCE,",2002
1019,q_BIBkr7IL8J,"The Rufus System: Information OrganizationforSemi-Structured Data,&quot;","K Shoens, A Luniewski, P Schwarz, J Stamos, J  ","Proceedings of the 19th VLDB Conference, Ireland,",
1028,H3Tcub0JEEgJ,MMDB Reloading Algorithms,"L Gruenwald, MH Eich","Proc. ACM SIGMOD Int&#39;l Conf. Management of Data,",
1034,08jaHUIOhQ4J,"Under pressure of publicity and the subsequent reactions from animal welfare, environmental and  ",NRC Handelsblad,"See,",
1038,DFXKdJJtFsQJ,Active storage for large-scale data mining and multimedia applications,"E Riedel, G Gibson, C Faloutsos",,
1045,G3QWq2T08SEJ,Analysis of SIGMODs Co-Authorship Graph,M Nascimentoâ?¦,"SIGMOD RECORD,",2003
1047,4oO57raSQYIJ,Simplified mass production process for 16% efficiency multi-crystalline silicon solar cells,"S Arimoto, M Nakatani, Y Nishimoto, H Morikawa, M  ","Proc. 28th IEEE PVSC, Anchorage,",
1059,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3DN9210538AH,Scanning tunneling microscopy of polysialic acid(Abstract Only),"L HAIKKILA, JPS AALTO, LJ PELLINIEMI, R LAIHO, J  ","Oulu Univ, Proceedings of the 25 th Annual Conference of the &hellip;,",1991
1060,-XSlLQ2q8rAJ,Significance in Scale Space,"F Godtliebsen, JS Marron, P Chaudhuri","Unpublished manuscript,",1999
1064,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1007716%26type%3Dpdf,ITQS: An Integrated Transport Query System,"B Huang, Z Huang, H Li, D Lin, H Lu, Y Song","Proceedings of the 2004 ACM SIGMOD international conference  &hellip;,",2004
1071,WoWfV5bBp2kJ,When discourse becomes syntax: noun phrases and clauses as emergent syntactic units in Finnish  ,ML Helasvuo,,1997
1080,suOdBUOBaNEJ,General motivational effects of dissonance arousal,"MS Pallak, TS Pittman","Journal of Personality and Social Psychology,",1972
1084,url:http://www.ncbi.nlm.nih.gov/entrez/query.fcgi%3Fcmd%3DRetrieve%26db%3DPubMed%26list_uids%3D15654734%26dopt%3DCitation,"Computational studies on the cyclizations of enediynes, enyne-allenes, and related polyunsaturated  ","PR Schreiner, A Navarro-Vazquez, M Prall","Acc Chem Res,",2005
1086,yGEaTajCLAgJ,Labour shortage aired at World IT Congress,P Thibodeau,"Computerworld,",
1087,LpUJhzsj7pIJ,Correct systems: building a business process solution,"WML Holcombe, F Ipate",,1998
1089,url:http://ieeexplore.ieee.org/iel5/9217/29235/01320033.pdf%3Farnumber%3D1320033,Substructure Clustering on Sequential 3d Object Datasets,"Z Tan, AKH Tung","Data Engineering, 2004. Proceedings. 20th International ",
1110,0F-g0PJ3z3UJ,Electronic replacements for head-per-track drums or disks,AV POHM,"IEEE Computer,",
1118,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3DN9210555AH,Examples of VLF emissions recorded in the auroral zone(Abstract Only),"J MANNINEN, T TURUNEN, T TURUNEN","Proceedings of the 25 th Annual Conference of the Finnish  &hellip;,",1991
1126,66ETi80OPHIJ,"Kosower, E. M",NR Intermediates,"Acc. Chem. Res,",
1131,aPhjdmv_CBIJ,Blending finite-difference and vortex methods for incompressible flow simulations,"ML Ould Sahili, GH Cottet, M El Hamraoui",,
1132,cwAgE7E49GQJ,Modelling Security Policies in Hypermedia and Web-Based Applications,"P Diaz, I Aedo, F Panetsos","LECTURE NOTES IN COMPUTER SCIENCE,",2001
1134,PLjMiTrxVxkJ,Transition to adulthood in Italy,F Ongaro,"Transition to adulthood,",
1146,n9srhpr6YGUJ,Duplicate Elimination in the Advanced Information Managment Prototype,"G Saake, V Linnemann, P Pistor, L Wegner, G  ","Int. Conf. on VLDB,(Amsterdam,",
1147,ga3PAEII_KcJ,A uniqueness result concerning a robust regularized least-squares solution,"AH Sayed, H Chen",submitted for,
1150,j_PH0C-E4gsJ,Marketers report high ROI with paid listings,D Cotriss,,
1151,3Wn_b-YV9DsJ,"Writing Secure Code, 2nd ed., ser. Best Practices","M Howard, D LeBlanc",,2003
1164,viwFDMgbI2wJ,Two major Smad pathways in TGF-beta superfamily signalling,"K Miyazawa, M Shinozaki, T Hara, T Furuya, K  ","Genes to Cells,",2002
1165,P7rNnal06fEJ,The Case for Multi-tier Camera Sensor Networks,"P Kulkarni, D Ganesan, P Shenoy",,
1171,IrmQWySHNAsJ,Programming Application for Microsoft Windows,J Richer,,1999
1176,IVWPCLaGIPcJ,Ramakrishnan R. Livny M (1996) BIRCH: An Efficient Data Clustering Method for Very Large Database,T Zhang,Proceedings of the 1996 ACM SIGMOD International Conference ,
1184,t-P6bEeSgHcJ,Laser Light Scattering 1Academic,B Chu,"San Diego,",
1192,EpNS_khXcvkJ,Wave scattering from rough surfaces,AG Voronovich,,1994
1196,NUoSnHVB3mAJ,Teaching and Learning about Other Countries: Generic Activities for Any Country.,"G DeCoker, M Roche","Social Studies and the Young Learner,",1990
1197,9Jm6n2g8-A4J,A numerical comparison of 2D resistivity imaging with eight electrode arrays,"T Dahlin, Z Bing","Procs. EEGSâ??01, Birmingham,",
1198,HUlazBB0e4MJ,Amoebic liver abscess,OP Kapoor,,
