tid,id,title,authors,venue,year
342,mrxAHi3pQgAJ,Systematics of the molar-toothed redhorse suckers (Moxostoma carinatum) and the rediscovered M.  ,"RE Jenkins, BJ Freeman",Unpublished,
345,WR9G-Gkj1UUJ,"Women, Fire, and Dangerous Things: What Categories Reveal About the Mind University of Chicago Press ",G Lakoff,"ISBN,",
346,pGtQZ6ASwRYJ,"Storage Consideration in Relation to Source, Capacity and Peak Demands,â?? a paper presented at the  ",DP Proudfit,"Madison, Wisconsin: University of Wisconsin, March,",
354,3SZUiHn5-goJ,Building a Large and Efficient Hybrid Peer-to-Peer Internet Caching System,"L Xiao, X Zhang, A Andrzejak, S Chen","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,",2004
356,url:http://portal.acm.org/citation.cfm%3Fid%3D30120.30124,Advanced diagnostics: a PASCAL interactive system,"NH White, GM Haylett","Information and Software Technology,",1987
361,7w05tSBkqmcJ,A survey of distributed deadlock detection algorithms,AK Elmagarmid,"ACM SIGMOD Record,",1986
363,XagphbDrGQMJ,Self-similarity in the Web. 2: 205â??223,"S Dill, R Kumar, KS McCurley, S Rajagopalan, D  ",,2002
366,1bwVGQrOOjgJ,The Peter Norton Programmer's guide to the IBM PC.,P Norton,,1985
370,3LJnfTsTk5kJ,An Overview of Web Services Security,"P Kearney, J Chapman, N Edwards, M Gifford, L He","BT Technology Journal,",2004
375,UrYJY7lnKaUJ,Expectations of Italian cheese in the pizza industry,RJ Alvarez,"Proceedings of the 23rd Annual Marschall Invitational  &hellip;,",
379,sAJRyUtQ0QQJ,Influence of gaps and neighbouring plants on seedling establishment in limestone grassland,P Ryser,"Experimental field studies in northern Switzerland. Zurich.  &hellip;,",
381,swz4p1NjrBcJ,A Concentric-Circle Model for Community Mining in Graph Structures,"WJ Zhou, JR Wen, WY Ma, HJ Zhang",,
382,0xp1yi4xPKgJ,Understanding your Chemstation,H Packard,"San Diego, Calif,",
385,V5JQCf2HRkEJ,Experimental results on QCD from CLEO II,T Browder,"Proc. 28th International Conference on High Energy Physics,",
386,toEJOw9QjyMJ,In the middle of the night: A psychosocial resource book for after hours,"ST McNamara, EC Meyer, KA Fraser, EA Sands","JOURNAL OF EMERGENCY NURSING,",1997
392,2VxWyrPxHzsJ,Determining computable scenes in films and their structures using audio-visual memory models,"H Sundaram, SF Chang",,
399,url:http://adsabs.harvard.edu/abs/1978RaEl...23Q1189O,Eigenvalue problem for linear 2 nx 2-ports,AG ONISHCHUK,"Radiotekhnika i Elektronika,",1978
404,2LcOYPNxFbMJ,Capturing causality in distributed systems,"M Raynal, M Singhal","IEEE Computer,",
408,url:http://pubs.acs.org/cgi-bin/abstract.cgi/achre4/2005/38/i10/abs/ar050040d.html,Catalytic ethylene dimerization and oligomerization: recent developments with nickel complexes  ,"F Speiser, P Braunstein, L Saussine","Acc. Chem. Res,",2005
410,c4ELeS4vK1EJ,Tolerance Graphs and Orders,S Felsner,"LECTURE NOTES IN COMPUTER SCIENCE,",1993
412,u_KNLj37TMMJ,Operating Systems: An Advanced Course,JN Gray,"Lecture Notes in Computer Science,",
414,6AZuEPU008kJ,Wireless LANs at Risk,C Ellison,"PC Magazine April,",
415,wKlF2io9JdIJ,Components and Recognition of Facial Expression in the Communication of Emotion by Actors,"P Gosselin, G Kirouac, FY Dore","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1995
419,y-UI3J0AxlwJ,Possibilities for natural enemies in Heliothis management and the contribution of the Commonwealth  ,"DJ Greathead, DJ Girling","Proc. Int. Workshop,",
421,gYmnkSkewcwJ,Stuttering measurement training,"JC Ingham, RJ Ingham","Santa Barbara, CA: University of California, Santa Barbara,",
425,qxEotZcMAbQJ,"Routing Worm: A Fast, Selective Attack Worm based on IP Address Information","CC Zou, D Towsley, W Gong, S Cai",,
431,Jwegiego4ycJ,Ap&amp;SS,"A Bridzius, V Vansevicius",,2001
435,TnnGbQoTybAJ,Algorithm 63: partition,CAR Hoare,"Communications of the ACM,",1961
436,NLklGN91cZgJ,VideoAnywhere: A System for Searching and Managing Distributed Video Assets.,ACMS Anthology,"SIGMOD Record,",1999
438,YMJWXy5nkhkJ,Automatic assignment of grammatical relations,"L Lesmo, V Lombardo",,
439,fUebuYnd2bwJ,Steklo i Keramika,IA Boguslavskiiâ?¦,"No. I,",
441,28W6aWq-C4oJ,Semantic web recommender systems,CN Ziegler,,
442,TWGZjHRA_SkJ,Leadership and the Research University.,SS Lipschutz,"New Directions for Higher Education,",1985
444,sXd0gz-ePSkJ,Cross-Cultural Field Study.,J Duley,"New Directions for Higher Education,",1974
452,azGenr45ZMoJ,SIMPLIcity: a region-based retrieval system for picture libraries and biomedical image databases,JZ Wang,"Proceedings of the eighth ACM international conference on  &hellip;,",2000
453,uen3X_Kdpi4J,Amniotic fluid acetylcholinesterase as a possible diagnostic test for neural tube defects in early  ,"AD Smith, NJ Wald, HS Cuckle, GM Stirrat, M Bobrow","Lancet i,",1979
455,tAqE9frQ4QUJ,Queueing theory,RB Cooper,"Proceedings of the ACM&#39;81 conference,",1981
456,0JYcH0e5nZkJ,Experimental study of propulsive efficiency of pulsed detonation,"R Zitoun, V Gamezo, C Guerroud, D Desbordes","Proc. of the 21st Int. Symp. on Shock Waves, Great Keppel, ",
459,6R1Snq9kHxAJ,FUSE: Lightweight Guaranteed Distributed Failure Notification,"J Dunagan, NJA Harvey, MB Jones, D Kostic, M  ","Submitted for publication,",2004
462,RQbOReOI-tsJ,Perceiving Pervasive Discrimination Among African Americans: Implications for Group Identification  ,"NR Branscombe, MT Schmitt, RD Harvey","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1999
465,46FVYbhr0WoJ,Querying Multiple Features of Groups in Relational Databases,"D Chatziantoniou, KA Ross","PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1996
468,hK_2w16gHYAJ,In: ATLAS Mundial Encarta,PP de los Libres-Uruguaiana,"Microsoft Corporation,",2001
470,QRWJHLWImlYJ,Interventions to help external cephalic version for breech presentation at term,GJ Hofmeyr,"Cochrane Database Syst Rev,",2004
473,TbE3R1gFWjUJ,"Treatment of Osteoarthritis With Celecoxib, a Cyclooxygenase-2 Inhibitor: A Randomized Controlled  ","WG Bensen, JJ Fiechtner, JI McMillen, WW Zhao, SS  ","MAYO CLINIC PROCEEDINGS,",1999
474,kjvQ3FafC-IJ,SANE development and operation guide,LE Ledray,"JOURNAL OF EMERGENCY NURSING,",1998
477,w6VtZRVAZV8J,Comparing Hierarchical Data in External Memory. University of Maryland,SS Chawathe,Proceedings of the 25th VLDB Conference,
478,WyuPHBB-0GAJ,CAâ??s object database gets two-step release,S CRAIG,"Computerworld,",
481,fzjkVBKQlFkJ,Additive logisitic regression: a statistical perspective on boosting,"JH Friedman, T Hastie, R Tibshirani",,1998
488,OQz4P5Iv-g0J,Effects of long-term and reduced-dose hormone replacement therapy on endothelial function and intima ,"M Hashimoto, M Miyao, M Akishita, T Hosoi, K Toba, ","MENOPAUSE-NEW YORK-,",2002
490,VWbm4EeeFNMJ,POESIA: An ontological workflow approach for composing Web services in agriculture,"R Fileto, L Liu, C Pu, ED Assad, CB Medeiros","The VLDB Journal The International Journal on Very Large  &hellip;,",2003
495,OI8quvdwtDsJ,SIMPLE: a methodology for programming high performance algorithms on clusters of symmetric  ,"DA Bader, J JÃ¡JÃ¡","MD,",
506,tEuduHYdAVcJ,Principles of Peptide Synthesis,M Bodanszky,,1993
507,30fMB9_zBm0J,ContrastplotsandP-Sphere trees: space vs. time in nearest neighbour searches,RR GoldsteinJ,"&hellip; of the Very Large Data Bases (VLDB) Conference, Cairo, Egypt,",
508,RjCEOZr3AhkJ,High-speed DACs Require Special Testing,"PJ Hanlon, BL Price","Electronic Design,",
510,lhZrnNfrGDcJ,Simplifying the Representation of Radiance from Multiple Emitters,G Drettakis,"Submitted for publication,",1994
512,DA8yFPOOruIJ,Autosegmental Phonology,JA Goldsmith,,
513,VxMaWTwd3l8J,Corcus sativus Nigella sativa,KM Nadakarni,,1976
515,3w0fguTu1-kJ,"Atomic Energy Research Establishment Report No. TP 232 (revised), Harwell, England (unpublished)","IM Boswarva, AB Lidiard","Phil. Mag,",
517,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1101216%26type%3Dpdf,Implementation of a Mobile MPEG-21 Peer,"S Lauf, I Burnett","Proceedings of the 13th annual ACM international conference  &hellip;,",2005
519,jEkYy-CXux0J,Anderson PW and Palmer RG 1977,DJ Thouless,Phil.,
530,Y0LjnyTjMVMJ,Covariance selection and estimation via penalized normal likelihood,"JZ Huang, N Liu, M Pourahmadi","Unpublished manuscript,",2005
531,eGhUcgT4ZQcJ,"ISSACâ??96: Proceedings of the 1996 International Symposium on Symbolic and Algebraic Computation,  ",YN Lakshman,"Zurich, Switzerland. ACM Press, New York,",
535,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1101177%26type%3Dpdf,Facilitating Collective Musical Creativity,"A Tanaka, N Tokui, A Momeni",,
538,aqVgCgNPqp4J,Arvind. Id nouveau. CSG Memo 265,"RS Nikhil, K Pingali",,1986
545,x8s3QpPxgGYJ,PROMISE: peer-to-peer media streaming using CollectCast,"M Hefeeda, A Habib, B Botev, D Xu, B Bhargava","Proceedings of ACM Multimedia,",2003
546,1pxtzlCLlk8J,Autonomous mobile robot navigation and learning,"CR Weisbin, JR Einstein, FG Pin",,
547,wv5fSLQb43YJ,Closed-loop balancing and singular perturbation: a new result,"L Fortuna, G Muscato, G Nunnari","Electronic Letters,",1991
560,tP6zd0gYJ6wJ,Literacy and Health Communities: Potential Partners in Practice,"PA Sissel, MD Hohn","NEW DIRECTIONS FOR ADULT AND CONTINUING EDUCATION,",1996
561,sCFhaE4a8yAJ,Diffraction pattern sampling for automatic pattern recognition,"GG Lendaris, GL Stanley","Proc. IEEE,",1970
562,uWMZnfvTJqsJ,"An algebraic description of programs with assertions, verification and simulation",RM Burstall,"Proceedings of ACM conference on Proving assertions about  &hellip;,",1972
565,WboWWH5GQBUJ,Verifiable secret sharing and multiparty protocols with honest majority,"T Rabin, M Ben-Or","&hellip;  of the twenty-first annual ACM symposium on Theory of  &hellip;,",1989
570,lmuMLUbOd_8J,Concluding Observations.,DW Steeples,"New Directions for Higher Education,",1986
572,euRfl0dTNlEJ,Guaranteeing delay jitter bounds in packet switching networks,"D Verma, H Zhang, D Ferrari","Proceedings of Tricomm,",
575,0sNACo8196EJ,A coherence theorem for ordered families of probability measures on a partially ordered space,DA Ross,"Unpublished manuscript,",1993
580,DvhLJEgyVOUJ,Schubert varieties and cycle spaces,"AT Huckleberry, JA Wolf",,
581,a2-CPLseJxQJ,The Role of Athletics in Student Development.,N Sanford,"New Directions for Higher Education,",1973
584,O4K4hktgjLMJ,Representing othersâ?? preferences in mixed motive games: Was schelling right,"G Devetag, M Warglien",,
585,qaoTK_zX3awJ,ManolopoulosY (1994) Fast subsequence matching in time-series databases,"C Faloutsos, M Ranganathan",&hellip; . ACM International Conference on Management of Data (SIGMOD,
586,sKZX_NA5UEAJ,or Constraint Maintenance IBM Research Report RJ 7348,"S Cen, JWDP Rules","IBM Almaden Research Center, March,",
592,bIui8xtInQEJ,Expert system for selecting expert system shells.,"A Martin, RKH Law","Information and Software Technology,",1988
596,A2VpfbUljcUJ,Mediacups: experience with design and use of computer-augmented everyday artefacts,"M Beigl, HW Gellersen, A Schmidt","Computer Networks,",2001
600,i-2P22dKYZgJ,The Photoelectric Effect,"OW Richardson, KT Compton","Phil. Mag,",
604,qtSeY_1Q5YUJ,R. Yavatkar. Distributed File Organization with Scalable Cost/Performance. ACM-SIGMOD Int. Conf,"R Vingralek, Y Breitbart, G Weikum","On Management of Data,",
607,0lAHCM-lcjIJ,Data Management for Asymmetric Communication Environments,"S Acharya, R Alonso, M Franklin, S Zdonik, B Disks","Proc. ACM SIGMOD Conf., San Jose, CA, May,",
609,BZLkF_YQCiYJ,"Out of the depths, an autobiographical study of mental disorder and religious experience.",AT Boisen,,1960
611,32hCxOgdM8EJ,Certificate programs: Alternative Ways to Career Advancement and Social Mobility,GJ Lopos,"New Directions for Adult and Continuing Education,",1991
616,-ZAKITqaNZUJ,SLAB: A software-based real-time virtual acoustic environment rendering system.,JD Miller,,
618,7VB5N4BYX9cJ,Quantum groups Proc,VG Drinfeld,"Proc. Int. Congr. Math., Berkeley,",
624,wN1gLUwtQgQJ,"Mix Barrington, Huong LeThanh, On Counting AC0 Circuits with Negative Constants","A Ambainis, A David",Proceedings of the 23rd International Symposium on ,
625,yhJXXctSeUgJ,Multidatabase Interoperability,"SIGMOD Record, 1990","SIGMOD Record,",1990
627,j_hnHoHFyYkJ,Modeling the Global short-period wavefield with a Monte Carlo Seismic phonon method,"PM Shearer, PS Earle",,2004
628,Ve97_p9rjogJ,Pflanzensoziologie.â??Springer Verlag,J Braun-Blanquet,"Wien, AT,",
630,c1HLn78WvnUJ,The transport of ciguatoxin: A case report,G Asaeda,"JOURNAL OF EMERGENCY MEDICINE,",2001
638,n85SwXicWVgJ,Efficient Semantic-Based Content Search in P2P Network,"HT Shen, Y Shu, B Yu","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING.,",2004
642,-r42fmhetDIJ,Asynchronous Groupware Support Effects on Process Improvement Groups: An Action Research Study,", RJ McQueen",,
643,sxo1ryVVzFoJ,Endoscopic submucosal resection with hook knife,O TSUNEO,"&hellip;  International Endoscopy conference with live demonstration  &hellip;,",
645,ClDKMfHNOZMJ,Perceived Organizational Support and Leader-Member Exchange: A Social Exchange Perspective,"SJ Wayne, LM Shore, RC Liden","The Academy of Management Journal,",1997
647,FfyGYjH6iNoJ,Automatic Data Fusion with HumMer,"A Bilke, J Bleiholder, C Bohm, K Draba, F Naumann, ","Proceedings of the 31st VLDB Conference, Trondheim, Norway,",2005
650,StISg0TD5ZUJ,Cold tolerance,E Beck,"See Ref,",
654,dJEVZKkG84YJ,Microsoft ASP. NET step by step,GA Duthie,,
655,fPkYFxIpfBUJ,Una evaluaciÃ³n del del modelo entidad relaciÃ³n extendido,H Saiedian,"Information and Software Technology,",1997
656,PKuKR5AUEsoJ,3D-surface modelling for Automotive applications with the use of Neural Networks,"M Gadola, D Vetturi, P Maffezzoni","Proc. 28th ISATA-International Symposium on Automotive  &hellip;,",
657,yRtmRji7lCAJ,Is splitting focal attention mediated by exogenous orienting of attention,L MacDonald,"Unpublished manuscript,",
