tid,id,title,authors,venue,year
177,_R8P8Xq2z-AJ,to Edit RDF,U ProtÃ©gÃ©,,
180,QPpUo7m3A7cJ,Efficient Transparent Application Recovery,"D Lomet, G Weikum",Client-Server Information Systems.,
181,syoqNSarAscJ,Parametric Query Optimization for Linear and Piecewise Linear Cost Functions,"AH HS02, S Sudarshan",,2002
198,cLB3SRIVqUMJ,"National survey results on drug use from the monitoring the future study, 1975-1997â??Volume I  ","L Johnston, POâ??Malley, J Bachman","MD,",
199,-2Eto4ZQjpoJ,A parallel scheme for test pattern generation,"A Motohara, K Nishimura, H Fujiwara, I Shirakawa","Proc. Int. Conf. Computer-Aided Design,",
203,zN8ngmWNDlgJ,Extracting Structured Data from Web Pages,"A Arasu, H Garcia-Molina",,
206,EUj67_3E0D0J,"Introduction to Combinatorics, pg. 82, 1996",MJ Erickson,,
213,vE4M6atFR5gJ,Preface to the proceedings of the Workshop on Data Reverse Engineering,"E Chikofsky, HD Kathi",,2000
214,mjXz-bYKbTwJ,Performance analysis using the MIPS R10000 performance counters,"M Zagha, B Larson, S Turner, M Itzkowitz",,
219,EXtoza-15lIJ,Academic Press,"EB Davies, OP Semigroups","San Diego,",
222,_FiEOAXm3SkJ,Rethinking risk financing,"CP Helbling, G Fallegger, D Hill",,1996
224,AM5WjuL7TzkJ,Querying Imprecise Data in Moving Object Environments,R Cheng,"IEEE Transactions on Knowledge and Data Engineering,",2004
225,092qznpAmYcJ,Enforcing Modeling Guidelines in an ORDBMS-based UML Repository,"N Ritter, HP Steiert",,
236,7Eag6wnw6FkJ,The 3D RESURF double-gate MOSFET: A revolutionary power device concept,"F Udrea, A Popescu","Electronic Letters,",1998
237,AiamPPqvsBUJ,The highly conserved DAD1 protein involved in apoptosis is required for N-linked glycosylation,"T Makishima, T Nakashima, K Nagata-Kuno, K  ","Genes to Cells,",1997
238,9lXfDYUgrrYJ,E-business models,R Trombly,"Computerworld,",
252,0wVMAyv_P5kJ,Socioeconomic Restructuring and Regional Change: Rethinking Growth in the European Community.,A Rodriguez-Pose,"Economic Geography,",1994
254,N0276nr35FgJ,h instability and 1= f noise in bipolar transistors,"Z Yiqi, S Qing","28th Annu. Proc. Int. Reliability Physics Symp,",
259,RD-KmJCXk3wJ,The stakeholder approach to evaluation: Origins and promise,CH Weiss,"New Directions for Program Evaluation,",1983
261,p64HqJ4RIQQJ,"Modes of Action of FK506, Cyclosporin A, and Rapamycin",R Morris,"TRANSPLANTATION PROCEEDINGS,",1994
278,ZrBMwsU4A7QJ,Continuous querying in database-centric Web applications,"JC Shafer, R Agrawal","WWW9 / Computer Networks,",2000
283,dzHPil1BBAcJ,Evaluation of winter rye hybrids fertility,"L Madej, R Osinski, J Jagodzinski","BIULETYN-INSTYTUTU HODOWLI I AKLIMATYZACJI ROSLIN,",1995
292,Y0VN0e_bJjsJ,Fluency in a discourse or manipulation of mental objects,W DÃ¶rfler,"Proceedings of PME,",
293,hAs6tnivceIJ,Dec. 1981.[Black 1985] AP Black. Supporting Distributed Applications: Experience with Eden,CA Grove,Proc. 10th ACM Symp. Operating,
304,txo56JDKlAoJ,O-Linked Oligosaccharide on IgAl Hinge Region in IgA Nephropathy. Fundamental Study for Precise  ,"Y Hiki, A Horii, H Iwase, A Tanaka","CONTRIBUTIONS TO NEPHROLOGY,",1995
305,ufc3hEkkoN4J,Designing solutions with COM+ technologies,"R Brown, W Baron, WD Chadwick",,2001
316,-iCmy5Q7-00J,Thin Is In: Wafer-Thinning Method Delivers Ultra-Slim Chips with a Clean Process,D Bursky,"Electronic Design,",
323,iP1kEDZuPYYJ,A pattern of vortexflow of continental crust and the environ mental geology in China,L Zonghua,,1986
328,Ire7Kl3ccqcJ,A direct particle simulation method for hypersonic rarified ow,JD McDonald,"Technical Report 411, Stanford University, March",
337,uIAJ9bt1wukJ,Dictionary Methods for Cross-Lingual Information Retrieval,"L Ballesteros, WB Croft","LECTURE NOTES IN COMPUTER SCIENCE,",1996
348,5ddV_KksyeYJ,Distributed Data Bases: A-Sumnary of Research,"JP FRY, ME DEPPE","Computer Networks,",
349,xl9Mz-YyR-wJ,The evolution of polyandry,"JA Zeh, DW Zeh",,1996
350,sRcMuuo3-BEJ,Intra-Transaction Parallelism in the Mapping of an Object Model to a Relational Multi-Processor  ,"M Rys, MC Norrie, HJ Schek",VLDB,
352,ysc9EwrFrCEJ,ER Mapper User Guide. 922 p,ER MAPPING,"San Diego,",
362,XqpMijpKbaEJ,OAM: An Office Analysis Methodology. Office Automation Group Memo OAM-016,"M Sirbu, S Schoichet, J Kunin, M Hammer",,1981
366,1bwVGQrOOjgJ,The Peter Norton Programmer's guide to the IBM PC.,P Norton,,1985
389,0KLIpvrbmtEJ,Vancomycin for prophylaxis against sepsis in preterm neonates,"AP Craft, NN Finer, KJ Barrington","Cochrane Database Syst Rev,",2000
394,Ng1p4qxvf7EJ,1 W 980 nm pump modules with very high efficiency,"B Sverdlov, B Schmidt, S Pawlik, B Mayer, C Harder","Proc. 28th Eur. Conf. on Optical Communication,",
396,F6l4EO3zqXMJ,Lecture-â?? Process for Developing AAP Guidelinesâ??. Baltimore,N Halsey,"MD,",
405,url:http://adsabs.harvard.edu/abs/1976PhDT.......124S,Two-electron transfers and molecular X-ray radiation during heavy ion collisions,C Stoller,"&hellip;  Eidgenoessische Technische Hochschule, Zurich (Switzerland) &hellip;,",1976
414,6AZuEPU008kJ,Wireless LANs at Risk,C Ellison,"PC Magazine April,",
425,qxEotZcMAbQJ,"Routing Worm: A Fast, Selective Attack Worm based on IP Address Information","CC Zou, D Towsley, W Gong, S Cai",,
427,nY-qEoIxWjUJ,Regulated cascode switched-current memory cell,"C Toumazou, JB Hughes, DM Pattullo","Electronic Letters,",1990
431,Jwegiego4ycJ,Ap&amp;SS,"A Bridzius, V Vansevicius",,2001
445,1dNEhgroZDUJ,Geopolitics and discourse: practical geopolitical reasoning in American foreign policy,Ã? Tuathail,"Political Geography,",
459,6R1Snq9kHxAJ,FUSE: Lightweight Guaranteed Distributed Failure Notification,"J Dunagan, NJA Harvey, MB Jones, D Kostic, M  ","Submitted for publication,",2004
470,QRWJHLWImlYJ,Interventions to help external cephalic version for breech presentation at term,GJ Hofmeyr,"Cochrane Database Syst Rev,",2004
471,6uK30FL35hwJ,Hydrology and Hydraulic Systems. 2 ndEdition Waveland Press Inc.; 867pp,RS Gupta,,2001
472,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1024703%26type%3Dpdf,BIO-AJAX: An Extensible Framework for Biological Data Cleaning,CH Wuq,"SIGMOD Record,",2004
511,mKsEnKaqMhQJ,The Credit Hour and Faculty Instructional Workload,T Ehrlich,"New Directions for Higher Education,",2003
515,3w0fguTu1-kJ,"Atomic Energy Research Establishment Report No. TP 232 (revised), Harwell, England (unpublished)","IM Boswarva, AB Lidiard","Phil. Mag,",
518,K1CvTrLwL_wJ,for the Pierre Auger Collaboration,M Mostafa,"Proc. 28th ICRC,(Tsukuba, Japan, 2003)",
522,fa8RKQRn-XgJ,The family of concurrent logic programming languages,E Shapiro,"ACM Computing Surveys (CSUR),",1989
523,IQqrZBxbAlcJ,Crime in Greece in Perspective,CD Spinellis,,1997
528,5J4eT-rFpRMJ,Minimization of multiple-valued multiple-threshold perceptrons by genetic algorithms,"A Ngom, Z Obradovic, I Stojmenovic","Proc. 28th IEEE International Symposium on Multiple-Valued  &hellip;,",
530,Y0LjnyTjMVMJ,Covariance selection and estimation via penalized normal likelihood,"JZ Huang, N Liu, M Pourahmadi","Unpublished manuscript,",2005
531,eGhUcgT4ZQcJ,"ISSACâ??96: Proceedings of the 1996 International Symposium on Symbolic and Algebraic Computation,  ",YN Lakshman,"Zurich, Switzerland. ACM Press, New York,",
535,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1101177%26type%3Dpdf,Facilitating Collective Musical Creativity,"A Tanaka, N Tokui, A Momeni",,
544,3eMeA-5frX8J,"Management, 976 F",A Info,Supp.,
565,WboWWH5GQBUJ,Verifiable secret sharing and multiparty protocols with honest majority,"T Rabin, M Ben-Or","&hellip;  of the twenty-first annual ACM symposium on Theory of  &hellip;,",1989
566,wqCNvihL8LwJ,"Lernerautonomie und Lernstrategien, Fernstudieneinheit 23, Langenscheidt, MÃ¼nchen, 2000","P BIMMEL, U RAMPILLON",,
569,89YLiDkaVN0J,Final Report,L Koehnken,"Mount Lyell Remediation Research and Demonstration Program.  &hellip;,",
571,Ar8qus-3KAQJ,Computation of Floating Mode Delay in Logic Circuits&quot; Practice and Implementation,"S Devadas, K Keutzer, S Malik, A Wang","MIT Technical Report, Massachusetts Institute of Technology, ",
573,5ptAphKla1oJ,Real Estate War in Cyberspace: An Emerging Electronic Market?,"K Crowston, RT Wigand",,
613,Wc7Thzna0HgJ,Role of nectin in organization of tight junctions in epithelial cells,"A Fukuhara, K Irie, A Yamada, T Katata, T Honda, K ","Genes to Cells,",2002
614,CjlBnzS51oAJ,Ultrastructural studies on stomatal development,B Galatis,,1974
618,7VB5N4BYX9cJ,Quantum groups Proc,VG Drinfeld,"Proc. Int. Congr. Math., Berkeley,",
619,url:http://doi.wiley.com/10.1002/he.76,The Role of the Grants Officer,LW Willard,"New Directions for Higher Education,",2002
620,Rl018_dXTQwJ,Sensory stimulation for brain injured individuals in coma or vegetative state,"F Lombardi, M Taricco, A De Tanti, E Telaro, A  ","Cochrane Database Syst Rev,",2002
627,j_hnHoHFyYkJ,Modeling the Global short-period wavefield with a Monte Carlo Seismic phonon method,"PM Shearer, PS Earle",,2004
628,Ve97_p9rjogJ,Pflanzensoziologie.â??Springer Verlag,J Braun-Blanquet,"Wien, AT,",
631,UCd3zDTAvDIJ,"ERP project dynamics and enacted dialogue: perceived understanding, perceived leeway, and the nature ","P Besson, F Rowe","ACM SIGMIS Database,",2001
639,nqhb6Cyu7RMJ,"S. Peyt on Jones, A Short-cut to Deforestation","A Gill, J Launchbury",Proc. ACM,
641,bZlpjMDZD5UJ,Effective memory use in a media server (extended version). Stan-ford Technical Report SIDL-IVP- ,"E Chang, H Garcia-Molina",,1996
652,jlzv21qakdoJ,A Data Model and Query Language to Explore Enhanced Links and Paths in Life Science Sources,"G Mihaila, F Naumann, L Raschid, ME Vidal",,
659,ThLxMqqAxjIJ,"Ã?., Srivastava, D., and Tan, M., 1996, Semantic Data Caching and Replacement","S Dar, MJ Franklin, B JÃ³nsson",&hellip;  of the 22 thInternational Conference on Very Large Data ,
672,vZuvXH5l1kUJ,A Conceptual Framework for the Design of Organizational Control Mechanisms,WG Ouchi,"Management Science,",1979
678,BR97rv-r0S0J,An Integrated system for the evaluation of risk from Volcanic gases at Vulcano Isalnd (Sicily),"M Favalli, F Giannini, MT Pareschi, M Ranci","Proceedings of IAMG98, Isola dâ??Ischia, Naples, 1998,",
689,M0abL9muZYgJ,Value and Productivity in the Internet Economy,"A Barua, AB Whinston, F Yin",,
690,hBm5FifM1y4J,Explaining away political crimes.,"HF Dahl, Ã? SÃ¸rensen","Unpublished manuscript,",
700,j4c0nOUirDkJ,Unskilled and unaware of it: How difficulties in recognizing oneâ??s own incompetence lead to  ,"J Kruger, D Dunning","Journal of Personality and Social Psychology,",1999
707,OuM0E0BhEXIJ,Rethinking Database System Architecture: Towards a Self-Tuning RISC-Style Database System,"S Chaudhuri, G Weikum","VLDB,",2000
715,VjozrvLkDjIJ,Multimethod probes of individualism and collectivism,"HC Triandis, C McCusker, CH Hui","Journal of Personality and Social Psychology,",
717,p3-PBz0dpxcJ,Integrating User Views in Database Design,"SB Navathe, R Elmasri, JA Larson","IEEE Computer,",
728,CCbWfTC4MQMJ,The limits of economy of material in frame structures,AGM Michell,"Phil. Mag,",
732,I5dytWRZ5M4J,Soil microbiology and biochemistry. 2. ed. CalifÃ³rnia,"EA Paul, FE Clark","San Diego: AcademicPress,",
741,kgenpnUPn2wJ,Semantic Streams: a framework for declarative queries and automatic data interpretation,"K Whitehouse, F Zhao, J Liu",,
753,peb7JzQDMVkJ,A Comparison of MPI Performance on Different MPPs,"M Resch, H Berger, T Boenisch","LECTURE NOTES IN COMPUTER SCIENCE,",1997
764,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D8810G2C0231EC,Rare Earths--Applications and Technology,"CK Gupta, TS Krishnan","Bombay, India, 25-26 Sept. 1986,",1986
769,ON4HGVIBeKEJ,"The State's New Role in Facilities Planning: Maintain, Alter, Replace, and Reallocate.",WS Fuller,"New Directions for Higher Education,",1980
772,zduLLb847p8J,Using ultrasound to determine external pacer capture-an echocardiographic evaluation,"D Ettin, T Cook","JOURNAL OF EMERGENCY MEDICINE,",1999
778,wubaXvkwzk8J,Simulating P2P Networks,"MT Schlosser, SD Kamvar","Technical report, Stanford University,",
783,vNW-Vb97R8gJ,The forcing geodetic number of a graph,"G Chartrand, P Zhang","DISCUSSIONES MATHEMATICAE GRAPH THEORY,",1999
786,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1099667%26type%3Dpdf,A Hybrid Approach to NER by MEMM and Manual Rules,"M Fresko, B Rosenfeld, R Feldman","Proceedings of the 14th ACM international conference on  &hellip;,",2005
787,url:http://www.ingentaconnect.com/content/els/08830355/2001/00000035/00000002/art00020,Conclusion: what have we learned?,WB Elley,"INTERNATIONAL JOURNAL OF EDUCATIONAL RESEARCH,",2001
789,JKy3Lo_oe5gJ,The impact of herbivory by Olympic marmots on the structure of subalpine meadow vegetation: MS  ,AF Watson,"University of Washington, Seattle,",
805,url:http://portal.acm.org/citation.cfm%3Fid%3D354384.354543%26dl%3DGUIDE%26dl%3DACM%26type%3Dseries%26idx%3DSERIES316%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Multimedia%2520Conference%26CFID%3D11111111%26CFTOKEN%3D2222222,Analyzing blood cell image to distinguish its abnormalities (poster session),"KS Kim, PK Kim, JJ Song, YC Park","Proceedings of the eighth ACM international conference on  &hellip;,",2000
808,VdQ3tmDyIKEJ,On the Constitution of Atoms and Molecules (pt 1),N Bohr,"Phil. Mag,",
812,8l5_eKZcCh8J,The n-Tier Hub Technology,"RA Sommer, TR Gulledge, D Bailey","SIGMOD Record,",2002
827,qvFtP35o6gAJ,Improving the TCPA specification,B Arbaugh,,
841,twBCessT_7sJ,"Volunteering Computing, a preliminary concept and project proposal",LFG Sarmenta,,1996
843,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D20021212029380MT%26recid%3DA7340050AH,Use of MLS elevation data for flare-out guidance(Microwave landing system elevation data or  ,LL SANDERS,"National Aerospace Meeting, Washington, D. C, Proceedings,",1973
845,uy8MOTvPkOsJ,Eager aggregation and lazy aggregation,"PY Weipeng, L Per-Ake","Proceedings of the 21st International Conference on Very  &hellip;,",
864,Yk4p2NDktz0J,LH*: Linear hashing for distributed les,"W Litwin, MA Neimat, D Schneider","&hellip;  SIGMOD International Conference on Management of Data, May,",
867,FNZSP9LMtt4J,A case of Nocardia epidural abscess,"AL Harvey, J Myslinski, L Ortiz","JOURNAL OF EMERGENCY MEDICINE,",1998
874,EacFpK6X16kJ,Cost Minimization Allocation (CMA) Algorithm,I Chong,"Technical Report, Univ. of Massachusetts,",
881,o94RuzBd9twJ,Surveillance of the flow of Salmonella and Campylobacter in a community,NV Harris,"Seattle, Washington, US: Communicable Disease Control  &hellip;,",
883,MAFbMtHcgrAJ,Loading Data in Description Reasoners. ACM SIGMOD Intern,"A Borgida, RJ Brachman","Conference on Management of Data (Washington, DC, USA, 1993)",
884,j4eMrUByISIJ,Meta-tag that page,P Kruger,"Electronic Library,",
894,sqZB6iIQVzwJ,Differential vector quantization of achromatic imagery,"RL Baker, RM Gray","Proc. Int. Picture Coding Symp,",
897,Rbp3B6Jt6M4J,Some in-situ measurements of the radiated emission in a door network,"JP ROUZAUD, F ISSA","&hellip;  Symposium on Powerline Communications, Athens, Greece,",
898,8pgeaJRtmw4J,"Law, theory, and geography","N Blomley, G Clark","Urban Geography,",
901,mUnigwfHKSwJ,SIL: Modeling and Measuring Scalable Peer-to-Peer Search Networks,"BF Cooper, H Garcia-Molina","LECTURE NOTES IN COMPUTER SCIENCE,",2004
907,FIEB8Mx6gkEJ,"Declaration on Religious Liberty Dignitatis humanae, n. 3. 4 Ibid. 9 Ibid. n. 65",II Vatican Council,,
909,Nxad-c-f09gJ,Positive and Negative Global Self-Esteem: A Substantively Meaningful Distinction or Artifactors?,HW Marsh,"JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1996
919,GD1xF8QeCugJ,Efficient code distribution in wireless sensor networks,"N Reijers, K Langendoen","Proceedings of the 2nd ACM international conference on  &hellip;,",2003
921,qilzD_RtvP4J,Concept Based Query Expansion,QYF HP,"Proc ACM SIGIR,",
922,HNPd3p47SY0J,Defining Job Concentrations: The Los Angeles Case,"RL Forstall, RP Greene","URBAN GEOGRAPHY,",1997
936,Ly790RRZLQgJ,PC-Hypertext,A Poor,"PC Magazine,",
946,33sc_DbtMtYJ,DATA INTEGRATION IN DATA WAREHOUSING,"D Calvanese, G de Giacomo, M Lenzerini, D Nardi, R ","INTERNATIONAL JOURNAL OF COOPERATIVE INFORMATION SYSTEMS,",2001
947,U1bHeyK5XhcJ,Differential analysis on manifolds with corners,RB Melrose,,
952,cYi9a5rr5p8J,"Power in Top Management Teams: Dimensions, Measurement, and Validation",S Finkelstein,"The Academy of Management Journal,",1992
971,uUvn4z2RRysJ,Equi-depth histogramsforestimatingselectivityfactorsfor multidimensional queries,"M Muralikrishna, DJ DeWitt",Proc. ACM,
975,kImwyek4LwAJ,Shifting Factors and the Ineffectiveness of Third Party Assurance Seals: A Two-Stage Model of  ,"DH Mcknight, CJ Kacmar, V Choudhury","Electronic Markets,",2004
981,GEjyU8sjNbUJ,Overview of reverse engineering and reuse research,PAV Hall,"Information and Software Technology,",1992
986,udJWHiL6auAJ,A critical evaluation of the diffusion of cost and management accounting innovations,"D Askarany, M Smith",,
996,mzFzhewxu1UJ,"Anti-self dual Lagrangians II: Unbounded non self-adjoint operators and evolution equations,(2005)","N Ghoussoub, L Tzou",,
1001,0MU6n8A37JQJ,Naturalistic study of evaluation utilization,MC Alkin,"New Directions for Program Evaluation,",1980
1009,UOo_eXngniAJ,"Occupational stress in Nigeria police force. Ondo State University, Nigerial",EO Akinnawo,"Unpublished manuscript,",
1012,n3DMdfviaSUJ,The state of coral reef ecosystems of the United States and Pacific Freely Associated States: 2002.  ,"DD Turgeon, RG Asch, BD Causey, RE Dodge, W Jaap,  ",,
1017,poAXRC5I_kQJ,Single dose oral diclofenac for postoperative pain,"J Barden, J Edwards, R Moore, H McQuay","Cochrane Database Syst Rev,",2004
1018,nkZCOasEJyMJ,The Architecture of Simplicity,D Miller,"The Academy of Management Review,",1993
1035,oehMZf9BDZoJ,Tool Support for Object-Oriented Patterns,"G Florijn, M Meijers, P Van Winsen","LECTURE NOTES IN COMPUTER SCIENCE,",1997
1038,DFXKdJJtFsQJ,Active storage for large-scale data mining and multimedia applications,"E Riedel, G Gibson, C Faloutsos",,
1044,H3lIzafD9CwJ,Making Explicit the Development Toward the Scholarship of Teaching,"CB Weston, L McAlpine","New Directions for Teaching and Learning,",2001
1047,4oO57raSQYIJ,Simplified mass production process for 16% efficiency multi-crystalline silicon solar cells,"S Arimoto, M Nakatani, Y Nishimoto, H Morikawa, M  ","Proc. 28th IEEE PVSC, Anchorage,",
1060,-XSlLQ2q8rAJ,Significance in Scale Space,"F Godtliebsen, JS Marron, P Chaudhuri","Unpublished manuscript,",1999
1064,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1007716%26type%3Dpdf,ITQS: An Integrated Transport Query System,"B Huang, Z Huang, H Li, D Lin, H Lu, Y Song","Proceedings of the 2004 ACM SIGMOD international conference  &hellip;,",2004
1082,lW1mG77k6_UJ,Anticoagulants for preventing recurrence following presumed non-cardioembolic ischaemic stroke or  ,"P Sandercock, O Mielke, M Liu, C Counsell","Cochrane Database Syst Rev,",2003
1084,url:http://www.ncbi.nlm.nih.gov/entrez/query.fcgi%3Fcmd%3DRetrieve%26db%3DPubMed%26list_uids%3D15654734%26dopt%3DCitation,"Computational studies on the cyclizations of enediynes, enyne-allenes, and related polyunsaturated  ","PR Schreiner, A Navarro-Vazquez, M Prall","Acc Chem Res,",2005
1086,yGEaTajCLAgJ,Labour shortage aired at World IT Congress,P Thibodeau,"Computerworld,",
1087,LpUJhzsj7pIJ,Correct systems: building a business process solution,"WML Holcombe, F Ipate",,1998
1089,url:http://ieeexplore.ieee.org/iel5/9217/29235/01320033.pdf%3Farnumber%3D1320033,Substructure Clustering on Sequential 3d Object Datasets,"Z Tan, AKH Tung","Data Engineering, 2004. Proceedings. 20th International ",
1090,mB8W6em6zi8J,Mohamed Zc aÃ¯t. Querying Shapes of Histories,"Rb akkesh Agrawal, G Psaila, EL Wimmers",,
1091,NTNnyuJeDZEJ,Formal methods are a surrogate for a more serious software concern,R Glass,"IEEE Computer,",
1095,3LSKofKlSz0J,Progression of Coronary Artery Calcification: A Pilot Study,"JE Maher, LF Bielak, JA Raz, PF Sheedy, RS  ","MAYO CLINIC PROCEEDINGS,",1999
1099,9qYCh56nCtMJ,A comparison of approaches to the evolution of homogeneous multi-robot teams,M Quinn,,
1121,wn2O9TxUdKkJ,The effects of atmospheric turbulence on the interference of the direct and ground reflected waves,"V Ostashev, S Clifford, R Lataitis, P Blanc-Benon, ","Proc. 29th Inter-Noise, Nice,",
1125,cUc33JVbnaMJ,Hepatic artery in liver transplantation,"S Todo, L Makowka, AG Tzakis, JW Marsh Jr, FM  ","Transplant Proc,",1987
1136,m5TPCXiVi4gJ,Self-monitoring as a determinant of self-disclosure reciprocity during the acquaintance process,"DR Shaffer, JE Smith, M Tomarelli","Journal of Personality and Social Psychology,",
1139,QuIt6GiGNUcJ,The yin and yang of progress in social psychology: Seven koan,WJ McGuire,"Journal of Personality and Social Psychology,",1973
1141,JiDVe9V5VhsJ,Electricity Restructuring: Deregulation or Reregulation?,"S Borenstein, J Bushnell",,
1146,n9srhpr6YGUJ,Duplicate Elimination in the Advanced Information Managment Prototype,"G Saake, V Linnemann, P Pistor, L Wegner, G  ","Int. Conf. on VLDB,(Amsterdam,",
1150,j_PH0C-E4gsJ,Marketers report high ROI with paid listings,D Cotriss,,
1153,Qn0bUAsaGRsJ,Characterizing Flows in Large Wireless Data Networks,"X Meng, S Wong, Y Yuan, S Lu",Proceedings of ACM,
1165,P7rNnal06fEJ,The Case for Multi-tier Camera Sensor Networks,"P Kulkarni, D Ganesan, P Shenoy",,
1171,IrmQWySHNAsJ,Programming Application for Microsoft Windows,J Richer,,1999
1172,Z-V0UvEbPvYJ,The stress-producing working conditions of part-time faculty,JM Gappa,"New Directions for Teaching and Learning,",1987
1186,K8h1DxXmpr4J,A Survey of EMS Users at DARCOM.,"RR Panko, RU Panko","Computer Networks,",
1187,aovCRhocZUcJ,Bluetooth-based sensor networks,"P Bonnet, A Beaufour, MB Dydensborg, M Leopold","ACM SIGMOD Record,",2003
1199,apz2mcuGybUJ,Generation of neo-tendon using synthetic polymers seeded with tenocytes,"Y Cao, JP Vacanti, X Ma, KT Paige","TRANSPLANTATION PROCEEDINGS,",1994
1210,url:http://doi.wiley.com/10.1002/ev.1311,Where angels fear to tread and why,RA Berk,"New Directions for Program Evaluation,",1982
