tid,id,title,authors,venue,year
119,3uMQgG34ohYJ,Cost Effective Dynamic Program Slicing,"X Zhang, R Gupta",,
126,uUFs74KwOnAJ,Roussopoulos. PerformanceandScalabilityofClient-Server Database Architecture,A DelisandN,,1992
133,pAhGk5H9_4kJ,"HERMES: A Heterogeneous Reasoning and Mediator System, 1994","VS Subrahmanian, S Adali, A Brink, R Emery, JL Lu, ",Submitted for,
142,NX7DdvxAtogJ,Instrumental Stakeholder Theory: A Synthesis of Ethics and Economics,TM Jones,"The Academy of Management Review,",1995
145,2HQ1HEki1_4J,"Assessment, Enhancement, and Verification Determinants of the Self-Evaluation Process",C Sedikides,"JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1993
147,url:http://www.springerlink.com/index/G17323245151166V.pdf,"Dye standards, Part I: terminology and general principles","H Lyon, E Schulte, A de Leenheer, S Lewis, V  ","The Histochemical Journal,",1992
148,K6Zu6bla8GgJ,Estimating DNA sequence entropy,JK Lanctot,,
151,awu_PrmgYnUJ,Multiaccess of a slotted channel using a control mini-slot,"L Merakos, D Kazakos","Proc. Int. Conf. Communications,",
155,TVp1tqpYTDkJ,Contextual Method for the Re-design of Existing Software Products,"R Jones, N Milic-Frayling, K Rodden, A Blackwell",,
157,mvFxtMmgRAgJ,"Foundations of Differential Geometry (Interscience, New York, 1963)","S Kobayashi, K Nomizu",Vol.,
163,EqF1i1bl7GIJ,Application servers (panel session): born-again TP monitors for the Web,"C Mohan, L Cable, M Devin, S Dietzen, P Helland, D ","Proceedings of the 2001 ACM SIGMOD international conference  &hellip;,",2001
175,npG51orAPBkJ,Address compression through base register caching,"A Park, M Farrens",,
180,QPpUo7m3A7cJ,Efficient Transparent Application Recovery,"D Lomet, G Weikum",Client-Server Information Systems.,
183,Gk7-d_NfqMEJ,"Predatory behavior of grizzly bears feeding on elk calves in Yellowstone National Park, 1986-88","SP French, MG French","International Conference on Bear Research and Management,",
193,cmjuHR6u_OUJ,Role of interoperability in business application development,"D Cohen, G Larson, L Berke","Proceedings of the 1993 ACM SIGMOD international conference  &hellip;,",1993
195,ueabVMDVnf4J,A selection combining scheme for rake receivers,N Kong,,
198,cLB3SRIVqUMJ,"National survey results on drug use from the monitoring the future study, 1975-1997â??Volume I  ","L Johnston, POâ??Malley, J Bachman","MD,",
201,1QeuNAkihQ4J,"Intra-annual changes in the abundance of coho, chinook, and chum salmon in Puget Sound in 1997","RJ Beamish, M Folkes, R Sweeting, C Mahnken",,
202,HzuepAJPfCMJ,Biological monitoring and assessment: using multimetric indexes effectively,"JR Karr, EW Chu",,1997
205,dAR5F1GMKwIJ,Wireless Infrared Communications,"M Kahn Joseph, R Barry John","Proceedings of the IEEE,",
226,6ZkXlK72UB4J,Audit and feedback: effects on professional practice and health care outcomes,"G Jamtvedt, JM Young, DT Kristoffersen, O Thomson, ","Cochrane Database Syst Rev,",2003
235,-4mC6Wz-vkQJ,Distributed restoration in telecommunications networks,D Johnsonâ?¦,"BT TECHNOLOGY JOURNAL,",1994
237,AiamPPqvsBUJ,The highly conserved DAD1 protein involved in apoptosis is required for N-linked glycosylation,"T Makishima, T Nakashima, K Nagata-Kuno, K  ","Genes to Cells,",1997
243,VjZuZF2XXB4J,"Yu. A. Medvedev, and BM Stepanov",AV Zhemerev,At.,
244,gt-77ZkB8LoJ,Progressive Encoding for Lossless Transmission of 3D Meshes,"P Alliez, M Desbrun","ACM Siggraph Conference Proceedings,",
252,0wVMAyv_P5kJ,Socioeconomic Restructuring and Regional Change: Rethinking Growth in the European Community.,A Rodriguez-Pose,"Economic Geography,",1994
253,url:http://portal.acm.org/citation.cfm%3Fid%3D30113.30115%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,Introduction to integrated project support environments,P Hitchcock,"Information and Software Technology,",1987
254,N0276nr35FgJ,h instability and 1= f noise in bipolar transistors,"Z Yiqi, S Qing","28th Annu. Proc. Int. Reliability Physics Symp,",
255,E7H04svX7v8J,The REMIT System for Paraphrasing Relational Query Expressions into Natural Language,BGT Lowden,"VLDB,",1986
264,56U_bp4y6JoJ,"A., H. Muroya, and RG Gould. 1972",P Edwards,vivo demonstration of the circadian. rhythm of cholesterol ,
267,bWF9aiAO9egJ,The stimulation of reproduction in Coelenterates by low levels of toxic stress.,ARD Stebbing,"UNEP, ATHENS(GREECE). 1991.,",1991
270,Dkd7JqNh-fwJ,Selenium determination in animal whole blood using stabilized temperature platform furnace and  ,"RH Eckerlin, DW Hoult, GR Carnrick","At Spectrosc,",
271,c2vj3tDFWKEJ,Automatic assessment aids for Pascal programs,MJ Rees,"ACM SIGPLAN Notices,",1982
275,XIkChsdw3CoJ,The Transmembrane Domain of the Large Subunit of HSV-2 Ribonucleotide Reductase (ICP10) Is Required  ,"CC Smith, JH Luo, JCR Hunter, JV Ordonez","VIROLOGY-NEW YORK-,",1994
278,ZrBMwsU4A7QJ,Continuous querying in database-centric Web applications,"JC Shafer, R Agrawal","WWW9 / Computer Networks,",2000
280,-RKzvr8swDEJ,"LP {the Larch prover: version 3.1, 1995",S Garland,"MIT, Laboratory for Computer Science, http://larch. lcs. mit. ",
297,Jiq89ZNUK5YJ,"Inc., March 1985",M Pirnie,"&hellip;  River PCB Reclamation/Demonstration Project, Evaluation of ",
302,kL4JPdyjdakJ,A Characterization of the Bivariate Normal-Wishart Distribution,"D Geiger, D Heckerman",,
303,La1Bik2hfmEJ,A University-Industry Association Model for Curriculum Enhancement.,M Passer,"New Directions for Higher Education,",1984
308,RvcmFAQHwz0J,What Teachers Can Do to Relieve Problems Identified by International Students,DS Lee,"New Directions for Teaching and Learning,",1997
315,w2P_uyY3BGAJ,Australian Women in IT,"L von Hellens, S Nielsen","COMMUNICATIONS-ACM,",2001
317,4_FqG3Zts3IJ,Helping Faculty to Help Their Students Learn.,J Katz,"New Directions for Teaching and Learning,",1989
337,uIAJ9bt1wukJ,Dictionary Methods for Cross-Lingual Information Retrieval,"L Ballesteros, WB Croft","LECTURE NOTES IN COMPUTER SCIENCE,",1996
347,KYVjPQWh2p8J,Rate-Monotonic Analysis for Real-Time Industrial Computing,"MH Klein, JP Lehoczky, R Rajkumar",,
350,sRcMuuo3-BEJ,Intra-Transaction Parallelism in the Mapping of an Object Model to a Relational Multi-Processor  ,"M Rys, MC Norrie, HJ Schek",VLDB,
355,8jhe9EF3BtUJ,pp. 4-5,P Assessment,,
357,jNtH9IHZFdQJ,Preparing for an Adult Education Evaluation.,RC Mason,"New Directions for Adult and Continuing Education,",1993
359,uKYClilrdlwJ,PHYLIP: Phylogenetic Information Package,J Felsenstein,"University of Washington, Seattle,",
370,3LJnfTsTk5kJ,An Overview of Web Services Security,"P Kearney, J Chapman, N Edwards, M Gifford, L He","BT Technology Journal,",2004
374,j0_Cq1G7sasJ,andE. J. Shekita. Object and filemanagement in the EXODUS extensible database system,"MJ Carey, DJ DeWitt, JE Richardson","International Conference on Very Large Data Bases,",
383,HEJ1Z4Q_xXMJ,The ADABAS Buffer Pool Manager,H Schoning,,
386,toEJOw9QjyMJ,In the middle of the night: A psychosocial resource book for after hours,"ST McNamara, EC Meyer, KA Fraser, EA Sands","JOURNAL OF EMERGENCY NURSING,",1997
397,iVzaAZEHyCoJ,E-research: research on pay-per-use of broadband internet service,BH Lee,"Electronic Times,",
400,aX8-169BMwsJ,Establishing the Planning Process for Selecting Appropriate Career Programs.,PC Winstead,"New Directions for Higher Education,",1987
408,url:http://pubs.acs.org/cgi-bin/abstract.cgi/achre4/2005/38/i10/abs/ar050040d.html,Catalytic ethylene dimerization and oligomerization: recent developments with nickel complexes  ,"F Speiser, P Braunstein, L Saussine","Acc. Chem. Res,",2005
413,VvNpa4FHVMIJ,Campus Energy Management Programs.,MA Pierce,"New Directions for Higher Education,",1992
420,402gY6XtTgMJ,Update semantics of relational views,"F Bancilhon, N Spyratos","ACM Transactions on Database Systems,",1981
428,voUO6t_or8UJ,The total meridional heat flux and its oceanic and atmospheric partition,C Wunsch,"Submitted for publication,",2005
431,Jwegiego4ycJ,Ap&amp;SS,"A Bridzius, V Vansevicius",,2001
456,0JYcH0e5nZkJ,Experimental study of propulsive efficiency of pulsed detonation,"R Zitoun, V Gamezo, C Guerroud, D Desbordes","Proc. of the 21st Int. Symp. on Shock Waves, Great Keppel, ",
463,FOruO1PeowAJ,Improved Query Performance with Variant Indices,"POâ??Neill, D Quass","Proceedings of SIGMOD Conference,",
467,qrf5iH3OjpcJ,Commuting with delay prone buses,M Datar,,
472,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1024703%26type%3Dpdf,BIO-AJAX: An Extensible Framework for Biological Data Cleaning,CH Wuq,"SIGMOD Record,",2004
476,5lw-_yAlz-oJ,Local Correspondence for Detecting Random Forgeries,"JK Guo, D Doermann, A Rosenfeld",,
504,tJ6kK-HVAlsJ,SQL Multimedia and Application Packages (SQL/MM) Base Documents,P COTTON,,1994
510,lhZrnNfrGDcJ,Simplifying the Representation of Radiance from Multiple Emitters,G Drettakis,"Submitted for publication,",1994
513,VxMaWTwd3l8J,Corcus sativus Nigella sativa,KM Nadakarni,,1976
520,454EqQMrnSYJ,Formation of Ganymede Grooved Terrain by Sequential Extensional Episodes: Implications of Galileo  ,"GC Collins, JW Head, RT Pappalardo","ICARUS-NEW YORK-,",1998
521,6Baf2dWrexEJ,General Secure Multi-party Computation from any Linear Secret-Sharing Scheme,"R Cramer, I Damgard, U Maurer","LECTURE NOTES IN COMPUTER SCIENCE,",2000
533,vjMNe4j5bMkJ,Interventions for encouraging sexual lifestyles and behaviours intended to prevent cervical cancer,"J Shepherd, R Weston, G Peersman, IZ Napuli","Cochrane Database Syst Rev,",2000
543,ttmY152c3vYJ,Statistics of frequency-response estimates,JL Douce,,
547,wv5fSLQb43YJ,Closed-loop balancing and singular perturbation: a new result,"L Fortuna, G Muscato, G Nunnari","Electronic Letters,",1991
553,7RfIyu2r4-kJ,The weakest failure detectors to solve certain fundamental problems in distributed computing,"C Delporte-Gallet, H Fauconnier, R Guerraoui, V  ",,
554,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D8204540536MD,Survey of Reviews on Alloy Powders Published During Seventies,"AK Chakraborty, KB Jape","Powder Metallurgy Alloys Symposium[Abstracts], Bombay, India &hellip;,",1980
558,MkRtrERh0sYJ,Effects of components of protection-motivation theory on adaptive and maladaptive coping with a  ,"PA Rippetoe, RW Rogers","Journal of Personality and Social Psychology,",1987
560,tP6zd0gYJ6wJ,Literacy and Health Communities: Potential Partners in Practice,"PA Sissel, MD Hohn","NEW DIRECTIONS FOR ADULT AND CONTINUING EDUCATION,",1996
564,ek26aiEheesJ,STRUDEL: A Web-site Management System,"M Fernandez, J Kang, A Levy, D Suciu",,
567,FMBlth2of3IJ,Rule and Data Allocation in Distributed Deductive Database Systems,"SJ Lim, YK Ng",,
579,oZvlrcwAJ3cJ,Risk and Protective Factors Among Youth Offenders,"MB Carr, TA Vandiver","ADOLESCENCE-SAN DIEGO-,",2001
584,O4K4hktgjLMJ,Representing othersâ?? preferences in mixed motive games: Was schelling right,"G Devetag, M Warglien",,
590,Faa0FnCEmE0J,Morphological Diagnosis and Heterogeneity. Atlas of Tumor Pathology: Tumors of the Lower Respiratory ,"TV Colby, MN Koss, WD Travis","MD,",
594,a5dIjd9Bbl8J,Singularity design motivation,"GC Hunt, JR Larus","Technical Report MSR-TR-2004-105, Microsoft Corporation, Dec. ",
595,url:http://doi.wiley.com/10.1002/ace.31,Living in the Feudalism of Adult Basic and Literacy Education: Can We Negotiate a Literacy Democracy ,BA Quigley,"New Directions for Adult and Continuing Education,",2001
600,i-2P22dKYZgJ,The Photoelectric Effect,"OW Richardson, KT Compton","Phil. Mag,",
609,BZLkF_YQCiYJ,"Out of the depths, an autobiographical study of mental disorder and religious experience.",AT Boisen,,1960
616,-ZAKITqaNZUJ,SLAB: A software-based real-time virtual acoustic environment rendering system.,JD Miller,,
638,n85SwXicWVgJ,Efficient Semantic-Based Content Search in P2P Network,"HT Shen, Y Shu, B Yu","IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING.,",2004
639,nqhb6Cyu7RMJ,"S. Peyt on Jones, A Short-cut to Deforestation","A Gill, J Launchbury",Proc. ACM,
655,fPkYFxIpfBUJ,Una evaluaciÃ³n del del modelo entidad relaciÃ³n extendido,H Saiedian,"Information and Software Technology,",1997
666,ajg3gYq22j8J,OdeView: The Graphical Interface to Ode,"R Agrawal, N Gehani, J Srinivasan",Proceedings of the ACM SIGMOD International Conference on ,
668,FGrcH7XeeMsJ,Information Management for Gaze Control in Vision Guided Biped Walking,JF Seara,,
671,qP0jZsOBaCgJ,Efficient EBV Superinfection of Group I Burkitt's Lymphoma Cells Distinguishes Requirements for  ,"TJ Evans, MG Jacquemin, PJ Farrell","VIROLOGY-NEW YORK-,",1995
676,JnV4W3TKPxMJ,A language based multidatabase system,"E KÃ¼hn, T Tschernko, K Schwarz","Proceedings of the 1994 ACM SIGMOD international conference  &hellip;,",1994
686,D6FNpQIUqNwJ,Intelligent Software Agents for Managing Distributed Genomics Data,JW Keeleâ?¦,Proc. 28th Conf. Int&#39;l Soc. Animal Genetics,
691,UwcxU0OJbjoJ,"  Architecture//Advances in Databases and Information Systems, Third East European Conference, ADBIS' ",LB Sokolinsky,"Proceedings of Short Papers.-Maribor: Institute of  &hellip;,",
697,5BeWf7KPL88J,Learning a word processing system with training wheels and guided exploration,"R Catrambone, JM Carroll","ACM SIGCHI Bulletin,",1986
699,hJvqq1f9drgJ,Cardiotocography for antepartum fetal assessment,"N Pattison, L McCowan","Cochrane Database Syst Rev,",2000
700,j4c0nOUirDkJ,Unskilled and unaware of it: How difficulties in recognizing oneâ??s own incompetence lead to  ,"J Kruger, D Dunning","Journal of Personality and Social Psychology,",1999
704,kbZA_QpSCucJ,Reconciling Distance Functions and Level Sets,"J Gomes, O Faugeras","LECTURE NOTES IN COMPUTER SCIENCE,",1999
706,d5T54NeKom4J,"Orderable Dimensions of Visual Texture for Data Display: Orientation, Size and Contrast","C Ware, W Knight",,
709,k4CGOBrxx_0J,A geographic redirection service for on-line games,"C Chambers, W Feng, W Feng, D Saha","Proceedings of the eleventh ACM international conference on  &hellip;,",2003
710,vtk5MXDp0d4J,Integration of asynchronous and self-checking multiple-valued current-mode circuits based on dual- ,"T Hanyu, M Kameyama",,
713,dOL7ytHorkQJ,"The Transmeta Code Morphing Software: Using speculation, recovery and adaptive retranslation to  ","JC Dehnert, BK Grant, JP Banning, R Johnson, T  ",,
718,NX9bCNDWjFkJ,Agile Software Development: Addison-Wesley Pub Co,A Cockburn,,
729,url:http://www.springerlink.com/index/Q43210876K7583P2.pdf,Process excellence and capability determination,C Mackie,"BT Technology Journal,",1997
735,5hpvRmaH7kMJ,Emergency treatment of fever phobia,DS Nelson,"JOURNAL OF EMERGENCY NURSING,",1998
746,qLPhHC8lcJ8J,Administrative Arm-Twisting in the Shadow of Congressional Delegations of Authority,L Noah,"WISCONSIN LAW REVIEW,",1997
748,sEN4I1hf9ToJ,A contract and balancing mechanism for sharing capacity in a communication network,"E Anderson, F Kelly, R Steinberg",,
751,aXpIBUgemksJ,Discrete fairing,L Kobbelt,"Proceedings of the Seventh IMA Conference on the Mathematics &hellip;,",1997
753,peb7JzQDMVkJ,A Comparison of MPI Performance on Different MPPs,"M Resch, H Berger, T Boenisch","LECTURE NOTES IN COMPUTER SCIENCE,",1997
758,4wU7PtxrNiMJ,CONVERGENCE-INNOVATION AND CHANGE OF MARKET STRUCTURES BETWEEN TELEVISION AND ONLINE SERVICES,"M Dowling, C Lechner, B Thielmann",,
761,0pxb_vNzUDsJ,Reference Reconciliation in Complex Information Spaces,"X Dong, A Halevy, J Madhavan",,
779,RR-I8bc7kXEJ,Ã¢â?¬ Å?Dynamic voting. Ã¢â?¬Â? in Proc,"S Jajodia, D Mutchler",,
784,5Ep0lkiWzmAJ,Termination of context-sensitive rewriting by rewriting,S Lucas,"Proceedings of the 23rd International Colloquium on Automata &hellip;,",1996
789,JKy3Lo_oe5gJ,The impact of herbivory by Olympic marmots on the structure of subalpine meadow vegetation: MS  ,AF Watson,"University of Washington, Seattle,",
790,3cDCBxaq11YJ,Test challenges for deep sub-micron technologies,"TC Kwang, D Sujit","Proc 37th ACM/IEEE DAC,",
794,cixQCxoXzvUJ,Using signal proceesing to analyze wireless data traffic,"C Partridge, D Cousins, A Jackson, R Krishnan, T  ",Proceedings of ACM workshop on Wireless,
795,7wR9m6I7AXIJ,Monoallelic expresion of the odourant receptor gene and axonal projection of olfactory sensory  ,"T Ishii, S Serizawa, A Kohda, H Nakatani, T  ","Genes to Cells,",2001
821,381caLJ3B34J,Adding database management to Ada,PAV Hall,"ACM SIGMOD Record,",1983
830,io7hIzOO6kAJ,Necessary and sufficient conditions to linearize doubly recursive programs in logic databases,"W Zhang, CT Yu, D Troy","ACM Transactions on Database Systems,",1990
832,8QL1zOGtTPQJ,Sources of solutes in precipitation and surface runoff of mixed-conifer and alpine catchments in the ,MR Williams,,1997
833,CehzPbrqQGwJ,"D vanWilligen, AWS Helwig, Vincent. Loran-C&amp;Galileo, An European navigation solution",O GWA,"Proc of the 29th Annual Technical Symposium of the  &hellip;,",
839,SoYddsSyKfoJ,V-BLAST: An architecture for realizing very high data rates over the rich-scattering wireless  ,"PW Wolniansky, GJ Foschini, GD Golden, RA  ",,
843,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D20021212029380MT%26recid%3DA7340050AH,Use of MLS elevation data for flare-out guidance(Microwave landing system elevation data or  ,LL SANDERS,"National Aerospace Meeting, Washington, D. C, Proceedings,",1973
851,A7WoAzxOJ9YJ,Hilbert R-tree: An Improved R-tree using Fractals,"I Kamel, C Faloutsos",,
852,CSxE3rG0j9IJ,Program Micro-and Macrotheory: A Guide for Social Change,WR Shadish,"New Directions for Program Evaluation. Jossey-Bass Inc, San  &hellip;,",
857,cadXUTZHtTQJ,Semantics-based concurrency control: beyond commutativity,"BR Badrinath, K Ramamritham","ACM Transactions on Database Systems,",1992
861,url:http://doi.wiley.com/10.1002/tl.155,"Dynamics of gender, ethnicity, and race in understanding classroom incivility",M Alexander-Snow,"New Directions for Teaching and Learning,",2004
866,VqTL9bzyQscJ,A complete mechanization of!-order type theory.&quot;,"T Pietrzykowski, DC Jensen",Proceedings of ACM Annual Conference,1972
873,vXBhDUFQuWYJ,Satisfying Accountability Needs with Nontraditional Methods.,S Vernon,"New Directions for Adult and Continuing Education,",1993
883,MAFbMtHcgrAJ,Loading Data in Description Reasoners. ACM SIGMOD Intern,"A Borgida, RJ Brachman","Conference on Management of Data (Washington, DC, USA, 1993)",
887,FQfrKKspbAIJ,A role for B lymphocyte stimulator (BLyS) in SjÃ¶grenâ??s syndrome,"X Mariette, S Roux, JE Gottenberg, F Desmoulins, J ",,
893,_5iSfQxn0GUJ,Histochemistry of nucleotidyl cyclases and cyclic nucleotide phosphodiesterases,"G Poeggel, H Luppa","The Histochemical Journal,",1988
896,_SWzuVA-BfgJ,Interoperability of peer-to-peer file sharing protocols,"SM Lui, SH Kwok",,
898,8pgeaJRtmw4J,"Law, theory, and geography","N Blomley, G Clark","Urban Geography,",
903,MqQNwFiRyc0J,The silent crisis: the state of rain forest nature preserves,"CP van Schaik, J Terborgh, B Dugelby","See Kramer,",
907,FIEB8Mx6gkEJ,"Declaration on Religious Liberty Dignitatis humanae, n. 3. 4 Ibid. 9 Ibid. n. 65",II Vatican Council,,
917,PCh6Xo6vzVMJ,Improved condition for the optimality of decentralised control for large-scale systems,"TC Yang, N Munro",,
922,HNPd3p47SY0J,Defining Job Concentrations: The Los Angeles Case,"RL Forstall, RP Greene","URBAN GEOGRAPHY,",1997
935,3VQahPx_jMoJ,Two-Phase Deadlock Detection Algorithm In Distributed Databases,"S Kawazu, S Minami, K Itoh, K Teranaka","Very Large Data Bases, 1979. Fifth International Conference  &hellip;,",1979
951,7apDNJCU3zEJ,On Deviations from Parabolic Growth Kinetics in High Temperature Oxidation,"G Borchardt, G Strehl",,
967,OlTTBKx2HnoJ,"B Shapiro RM and Millstein RE, NSW Reliability Plan",S Mi,,
973,6dUWeRNSehUJ,Experimental Astronomy,"M Barbera, A Collura, A Dara, M Leone, FR Powell,  ",,1996
978,wcAf1m3HRAYJ,Work initiatives for welfare recipients: lessons from a multi-state experiment,JM Gueron,,1986
982,U0jWdce8m34J,On power-law relationships of the Internet topology,"C Faloutsous, P Faloutsous, C Faloutsous","Proceedings of ACM SIGCOMM,",
983,2VDywjpBKAcJ,Mitigation of Denial of Service Attacks,J MÃ¶lsÃ¤,,
986,udJWHiL6auAJ,A critical evaluation of the diffusion of cost and management accounting innovations,"D Askarany, M Smith",,
997,tq4bpWYOcEEJ,Customer handling intermediate serverâ??an architecture-led project,G Mathieson,"BT Technology Journal,",1997
1009,UOo_eXngniAJ,"Occupational stress in Nigeria police force. Ondo State University, Nigerial",EO Akinnawo,"Unpublished manuscript,",
1025,f-_QuS8Wg2oJ,Fairness and Social Risk I: Unaggregated Analyses,"PC Fishburn, RK Sarin","Management Science,",1994
1035,oehMZf9BDZoJ,Tool Support for Object-Oriented Patterns,"G Florijn, M Meijers, P Van Winsen","LECTURE NOTES IN COMPUTER SCIENCE,",1997
1044,H3lIzafD9CwJ,Making Explicit the Development Toward the Scholarship of Teaching,"CB Weston, L McAlpine","New Directions for Teaching and Learning,",2001
1058,gfDHjcaMlAYJ,Integrating Technology &amp; Human Decisions: Global Bridges into the 21st Century,"R Lahdelma, P Salminen, J Hokkanen, DK Despotis, C ","New Technologies Publications, Athens,",
1059,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3DN9210538AH,Scanning tunneling microscopy of polysialic acid(Abstract Only),"L HAIKKILA, JPS AALTO, LJ PELLINIEMI, R LAIHO, J  ","Oulu Univ, Proceedings of the 25 th Annual Conference of the &hellip;,",1991
1061,9jagQPCUtZoJ,Top 20 Montana,"M Links, NY Times, SC Statutesâ?¦",,
1066,PTXXALnzCrQJ,Double Sylvester sums for subresultants and multi-Schur functions,"A Lascoux, P Pragacz",,
1067,5n7uXFVS5AAJ,Physician-Patient Communication in the Urban Clinical Setting,DM Levine,"BULLETIN-NEW YORK ACADEMY OF MEDICINE,",1994
1069,nXXsBK34SZQJ,Eigenstructure assignment in descriptor linear systems by output feedback,GR Duan,"IEE Proceedings Part D: Control Theory and Applications,",
1071,WoWfV5bBp2kJ,When discourse becomes syntax: noun phrases and clauses as emergent syntactic units in Finnish  ,ML Helasvuo,,1997
1074,g2x6-2G3hj0J,Spatial and temporal variabilities of phytoplankton community structure in the northern North  ,"Y Obayashi, E Tanoue, K Suzuki, N Handa, Y Nojiri","Deep-Sea Research I,",2001
1078,S-YfhoyMGLoJ,Converging on OOAD agreement,V Ohnjec,"APPLICATION DEVELOPMENT TRENDS,",1997
1086,yGEaTajCLAgJ,Labour shortage aired at World IT Congress,P Thibodeau,"Computerworld,",
1092,url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3DN9210530AH,In (0. 5) 3 Ga (0. 47) As/InP SAM avalanche photodiodes grown by gas source MBE(Abstract Only),"G ZHANG, T HAKKARAINEN, K TAPPURA, K RAKENNUS, H  ","Oulu Univ, Proceedings of the 25 th Annual Conference of the &hellip;,",1991
1095,3LSKofKlSz0J,Progression of Coronary Artery Calcification: A Pilot Study,"JE Maher, LF Bielak, JA Raz, PF Sheedy, RS  ","MAYO CLINIC PROCEEDINGS,",1999
1096,weqDiTjh6vEJ,1 995,GA Abbink,A SAMâ??CGE demonstration model for,
1120,iwo70ngJJXUJ,Toward a Theory of Organizational Creativity,"RW Woodman, JE Sawyer, RW Griffin","The Academy of Management Review,",1993
1121,wn2O9TxUdKkJ,The effects of atmospheric turbulence on the interference of the direct and ground reflected waves,"V Ostashev, S Clifford, R Lataitis, P Blanc-Benon, ","Proc. 29th Inter-Noise, Nice,",
1126,66ETi80OPHIJ,"Kosower, E. M",NR Intermediates,"Acc. Chem. Res,",
1129,APeW8vP_8xkJ,Specifying and Enforcing Intertask Dependencies,"PCAMP Singh, A Sheth, M Rusinkiewicz","Proc. of the 19th VLDB, Dublin, Ireland,",
1132,cwAgE7E49GQJ,Modelling Security Policies in Hypermedia and Web-Based Applications,"P Diaz, I Aedo, F Panetsos","LECTURE NOTES IN COMPUTER SCIENCE,",2001
1133,9esu1fHUJwwJ,"Mining Assocation Rules Between Sets of Items in Large Datatabes, ACM SIGMOD","R Agrawal, T Imielinski, A Suami","Conference on Management of Data, Washington, DC,",
